Rk,Player,Pos,Squad,Age,Born,90s,PerformanceCrdY,PerformanceCrdR,Performance2CrdY,PerformanceFls,PerformanceFld,PerformanceOff,PerformanceCrs,PerformanceInt,PerformanceTklW,PerformancePKwon,PerformancePKcon,PerformanceOG,PerformanceRecov,AerialDuelsWon,AerialDuelsLost,AerialDuelsWon%,Matches,ID
163,Mert Günok,GK,tr Türkiye,34,1989,4.0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,100.0,Matches,MeGKtr341989
164,Joško Gvardiol,DF,hr Croatia,22,2002,3.0,0,0,0,6,3,0,0,5,3,0,0,0,16,0,5,0.0,Matches,JoDFhr222002
165,Giorgi Gwelesiani,DF,ge Georgia,32,1991,1.8,1,0,0,0,0,0,0,2,3,0,0,0,1,0,0,,Matches,GiDFge321991
166,Norbert Gyömbér,DF,sk Slovakia,31,1992,0.4,1,0,0,3,1,0,1,1,0,0,0,0,1,0,2,0.0,Matches,NoDFsk311992
167,Ianis Hagi,MF,ro Romania,25,1998,2.1,0,0,0,3,4,1,8,0,3,1,0,0,6,2,3,40.0,Matches,IaMFro251998
168,Dávid Hancko,DF,sk Slovakia,26,1997,4.1,0,0,0,5,3,1,11,3,5,0,1,0,17,6,6,50.0,Matches,DáDFsk261997
169,Grant Hanley,DF,sct Scotland,32,1991,2.5,0,0,0,4,1,0,0,1,0,0,0,0,8,10,4,71.4,Matches,GrDFsc321991
170,Lukáš Haraslín,FW,sk Slovakia,27,1996,2.9,0,0,0,2,6,1,14,3,4,0,0,0,6,2,1,66.7,Matches,LuFWsk271996
171,Kai Havertz,FW/MF,de Germany,24,1999,4.3,0,0,0,6,2,3,1,0,1,0,0,0,10,9,12,42.9,Matches,KaFWde241999
172,Jack Hendry,DF,sct Scotland,28,1995,2.9,0,0,0,4,4,0,1,1,1,0,0,0,5,10,3,76.9,Matches,JaDFsc281995
173,Benjamin Henrichs,DF,de Germany,26,1997,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,BeDFde261997
174,Theo Hernández,DF,fr France,26,1997,6.3,0,0,0,2,12,0,11,3,6,0,0,0,25,2,1,66.7,Matches,ThDFfr261997
175,Morten Hjulmand,MF,dk Denmark,24,1999,2.7,2,0,0,4,1,0,2,1,1,0,0,0,17,0,2,0.0,Matches,MoMFdk241999
176,Adam Hložek,MF,cz Czechia,21,2002,1.2,0,0,0,2,1,0,0,1,0,0,0,0,3,0,1,0.0,Matches,AdMFcz212002
177,Tomáš Holeš,DF,cz Czechia,30,1993,3.0,1,0,0,3,2,0,5,2,5,0,0,0,8,6,2,75.0,Matches,ToDFcz301993
178,Arbër Hoxha,FW/MF,al Albania,25,1998,0.6,1,0,0,1,3,0,1,0,2,0,0,0,6,0,1,0.0,Matches,ArFWal251998
179,Robin Hranáč,DF,cz Czechia,24,2000,3.0,0,0,0,6,0,0,0,0,1,0,1,1,12,3,1,75.0,Matches,RoDFcz242000
180,Elseid Hysaj,DF,al Albania,29,1994,2.0,1,0,0,0,0,0,3,0,1,0,0,0,6,0,2,0.0,Matches,ElDFal291994
181,Pierre Højbjerg,MF,dk Denmark,28,1995,3.9,0,0,0,5,4,0,6,3,7,0,0,0,28,2,1,66.7,Matches,PiMFdk281995
182,Rasmus Højlund,FW,dk Denmark,20,2003,3.2,0,0,0,5,4,3,1,1,1,0,0,0,6,4,7,36.4,Matches,RaFWdk202003
183,Ivan Ilić,MF,rs Serbia,22,2001,2.2,0,0,0,2,3,0,4,0,4,0,0,0,13,3,2,60.0,Matches,IvMFrs222001
184,Josip Iličić,FW/MF,si Slovenia,36,1988,0.3,0,0,0,1,1,0,0,0,1,0,0,0,3,0,0,,Matches,JoFWsi361988
185,Gonçalo Inácio,DF,pt Portugal,22,2001,1.3,0,0,0,0,0,0,1,1,2,0,0,0,6,4,0,100.0,Matches,GoDFpt222001
186,Luka Ivanušec,MF,hr Croatia,25,1998,0.2,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,,Matches,LuMFhr251998
187,Erik Janža,DF,si Slovenia,30,1993,3.0,2,0,0,3,4,0,12,2,4,0,0,0,4,4,1,80.0,Matches,ErDFsi301993
188,Jorginho,MF,it Italy,32,1991,2.4,0,0,0,0,1,0,0,4,2,0,0,0,10,0,1,0.0,Matches,JoMFit321991
189,Joselu,FW,es Spain,33,1990,1.0,0,0,0,1,1,1,0,0,0,0,0,0,2,3,3,50.0,Matches,JoFWes331990
190,Diogo Jota,FW/MF,pt Portugal,27,1996,1.1,0,0,0,2,2,0,1,0,2,1,0,0,5,2,6,25.0,Matches,DiFWpt271996
191,Luka Jović,MF/FW,rs Serbia,26,1997,1.1,1,0,0,4,1,1,1,0,0,0,0,0,2,1,3,25.0,Matches,LuMFrs261997
192,Josip Juranović,DF,hr Croatia,28,1995,1.0,0,0,0,0,1,0,8,1,3,0,0,0,5,2,0,100.0,Matches,JoDFhr281995
193,David Jurásek,DF,cz Czechia,23,2000,1.8,1,0,0,1,0,0,15,1,2,0,0,0,5,2,2,50.0,Matches,DaDFcz232000
194,Matěj Jurásek,DF/MF,cz Czechia,20,2003,0.5,0,0,0,0,1,0,9,0,1,0,0,0,5,0,0,,Matches,MaDFcz202003
195,Ferdi Kadioglu,DF/MF,tr Türkiye,24,1999,5.0,0,0,0,1,8,0,4,7,12,0,0,0,25,3,6,33.3,Matches,FeDFtr241999
196,İrfan Kahveci,FW,tr Türkiye,28,1995,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,İrFWtr281995
197,Otar Kakabadze,DF/MF,ge Georgia,28,1995,4.0,0,0,0,3,4,0,5,4,8,0,0,0,21,4,7,36.4,Matches,OtDFge281995
198,Harry Kane,FW,eng England,30,1993,6.7,2,0,0,6,11,0,4,1,3,1,0,0,11,12,14,46.2,Matches,HaFWen301993
199,N'Golo Kanté,MF,fr France,32,1991,5.7,0,0,0,6,1,0,3,6,9,0,0,0,27,2,2,50.0,Matches,N'MFfr321991
200,Žan Karničnik,DF,si Slovenia,29,1994,4.3,1,0,0,3,3,0,5,8,4,0,0,0,26,0,9,0.0,Matches,ŽaDFsi291994
201,Guram Kashia,DF,ge Georgia,36,1987,4.0,1,0,0,2,1,0,0,1,4,0,0,0,9,8,7,53.3,Matches,GuDFge361987
202,Milos Kerkez,DF,hu Hungary,20,2003,2.6,0,0,0,2,7,0,14,0,2,0,0,0,9,2,3,40.0,Matches,MiDFhu202003
203,Semih Kılıçsoy,FW,tr Türkiye,18,2005,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches,SeFWtr182005
204,Joshua Kimmich,DF,de Germany,28,1995,5.3,0,0,0,3,3,1,24,6,4,0,0,0,23,3,4,42.9,Matches,JoDFde281995
205,Otar Kiteishvili,MF,ge Georgia,27,1996,1.4,0,0,0,1,0,0,0,0,4,0,0,0,8,1,0,100.0,Matches,OtMFge271996
206,Jakub Kiwior,DF,pl Poland,23,2000,3.0,0,0,0,1,2,0,2,5,4,0,1,0,6,6,3,66.7,Matches,JaDFpl232000
207,László Kleinheisler,MF,hu Hungary,29,1994,0.6,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,100.0,Matches,LáMFhu291994
208,Giorgi Kochorashvili,MF,ge Georgia,24,1999,4.0,1,0,0,7,10,0,1,5,5,0,0,0,31,1,2,33.3,Matches,GiMFge241999
209,Orkun Kökçü,MF,tr Türkiye,23,2000,2.5,2,0,0,4,3,0,3,1,2,0,0,0,17,1,3,25.0,Matches,OrMFtr232000
210,Randal Kolo Muani,FW,fr France,25,1998,2.2,0,0,0,6,5,1,0,1,0,0,0,0,9,2,3,40.0,Matches,RaFWfr251998
211,Yukhym Konoplia,DF,ua Ukraine,24,1999,0.8,1,0,0,1,0,0,2,0,0,0,0,0,2,0,1,0.0,Matches,YuDFua241999
212,Ezri Konsa,DF,eng England,26,1997,1.0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0.0,Matches,EzDFen261997
213,Filip Kostić,DF,rs Serbia,31,1992,0.5,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,,Matches,FiDFrs311992
214,Jules Koundé,DF,fr France,25,1998,6.3,0,0,0,4,3,0,22,2,12,0,0,0,18,7,4,63.6,Matches,JuDFfr251998
215,Mateo Kovačić,MF,hr Croatia,29,1994,2.5,0,0,0,3,4,0,0,3,6,0,0,0,14,0,0,,Matches,MaMFhr291994
216,Matej Kovar,GK,cz Czechia,23,2000,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,MaGKcz232000
217,Andrej Kramarić,FW,hr Croatia,32,1991,2.7,0,0,0,4,3,0,7,1,0,0,0,0,6,2,2,50.0,Matches,AnFWhr321991
218,Ladislav Krejčí,DF,cz Czechia,24,1999,3.0,1,0,0,6,0,0,2,5,2,0,0,0,11,6,2,75.0,Matches,LaDFcz241999
219,Toni Kroos,MF,de Germany,34,1990,5.2,1,0,0,7,6,0,35,7,4,0,0,0,34,1,1,50.0,Matches,ToMFde341990
220,Jan Kuchta,FW,cz Czechia,27,1997,1.1,0,0,0,1,0,0,0,0,1,0,0,0,4,1,7,12.5,Matches,JaFWcz271997
221,Juraj Kucka,MF,sk Slovakia,36,1987,3.9,1,0,0,6,4,0,3,2,1,0,0,0,13,7,3,70.0,Matches,JuMFsk361987
222,Jasmin Kurtić,FW,si Slovenia,35,1989,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,JaFWsi351989
223,Khvicha Kvaratskhelia,FW,ge Georgia,22,2001,3.8,0,0,0,2,10,0,15,0,3,0,0,0,13,0,6,0.0,Matches,KhFWge222001
224,Nika Kvekveskiri,MF,ge Georgia,31,1992,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,Matches,NiMFge311992
225,Giorgi Kvilitaia,FW,ge Georgia,30,1993,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,Matches,GiFWge301993
226,Saba Kvirkvelia,DF,ge Georgia,31,1992,2.0,1,0,0,1,1,0,0,1,3,0,0,0,5,5,1,83.3,Matches,SaDFge311992
227,Qazim Laçi,MF/FW,al Albania,28,1996,1.8,0,0,0,1,0,0,4,3,3,0,0,0,7,2,2,50.0,Matches,QaMFal281996
228,Konrad Laimer,MF/FW,at Austria,26,1997,3.0,1,0,0,5,1,0,2,2,1,0,0,0,14,1,2,33.3,Matches,KoMFat261997
229,Ádám Lang,DF,hu Hungary,31,1993,0.5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.0,Matches,ÁdDFhu311993
230,Aymeric Laporte,DF,es Spain,29,1994,5.8,0,0,0,2,5,0,2,6,3,0,0,0,13,8,6,57.1,Matches,AyDFes291994
231,Robin Le Normand,DF,es Spain,27,1996,4.9,2,0,0,9,3,0,0,2,2,0,0,1,15,13,8,61.9,Matches,RoDFes271996
232,Rafael Leão,FW,pt Portugal,24,1999,3.2,2,0,0,3,5,0,15,1,2,0,0,0,10,2,1,66.7,Matches,RaFWpt241999
233,Robert Lewandowski,FW,pl Poland,35,1988,1.3,1,0,0,5,3,0,0,0,2,0,0,0,6,1,4,20.0,Matches,RoFWpl351988
234,Philipp Lienhart,DF,at Austria,27,1996,2.4,1,0,0,4,2,0,0,2,2,0,0,0,7,5,4,55.6,Matches,PhDFat271996
235,Ondřej Lingr,MF/FW,cz Czechia,25,1998,0.9,0,0,0,0,2,1,1,0,2,0,0,0,5,2,1,66.7,Matches,OnMFcz251998
236,Dominik Livaković,GK,hr Croatia,29,1995,3.0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,,Matches,DoGKhr291995
237,Stanislav Lobotka,MF,sk Slovakia,29,1994,4.3,0,0,0,1,6,0,0,3,6,0,0,0,25,1,2,33.3,Matches,StMFsk291994
238,Saba Lobzhanidze,FW,ge Georgia,29,1994,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Matches,SaFWge291994
239,Luka Lochoshvili,DF/MF,ge Georgia,25,1998,1.9,0,0,0,1,3,0,4,3,3,1,0,0,9,2,3,40.0,Matches,LuDFge251998
240,Fermin López,MF,es Spain,20,2003,0.3,0,0,0,1,1,0,0,0,1,0,0,0,2,0,0,,Matches,FeMFes202003
241,Romelu Lukaku,FW,be Belgium,30,1993,4.0,0,0,0,2,2,3,0,0,0,0,0,0,8,6,7,46.2,Matches,RoFWbe301993
242,Dodi Lukebakio,FW/DF,be Belgium,26,1997,0.7,2,0,0,3,4,0,1,0,1,0,0,0,2,0,0,,Matches,DoFWbe261997
243,Saša Lukić,MF,rs Serbia,27,1996,2.3,1,0,0,4,1,0,1,3,5,0,0,0,10,1,2,33.3,Matches,SaMFrs271996
244,Andriy Lunin,GK,ua Ukraine,24,1999,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches,AnGKua241999
245,Mike Maignan,GK,fr France,28,1995,6.3,0,0,0,0,2,0,0,0,0,0,0,0,15,2,0,100.0,Matches,MiGKfr281995
246,Kobbie Mainoo,MF,eng England,18,2005,4.1,1,0,0,2,4,0,3,6,5,0,0,0,12,2,3,40.0,Matches,KoMFen182005
247,Lovro Majer,FW/MF,hr Croatia,26,1998,1.6,0,0,0,2,2,0,4,0,3,0,0,0,9,1,1,50.0,Matches,LoFWhr261998
248,Donyell Malen,FW,nl Netherlands,25,1999,2.1,1,0,0,1,6,1,8,2,0,0,0,1,10,1,1,50.0,Matches,DoFWnl251999
249,Ruslan Malinovskyi,MF,ua Ukraine,30,1993,0.4,0,0,0,2,0,0,3,1,1,0,0,0,4,0,1,0.0,Matches,RuMFua301993
250,Giorgi Mamardashvili,GK,ge Georgia,23,2000,4.0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,100.0,Matches,GiGKge232000
251,Dennis Man,MF,ro Romania,25,1998,3.0,0,0,0,1,1,0,8,1,0,0,0,0,10,4,8,33.3,Matches,DeMFro251998
252,Rey Manaj,FW,al Albania,26,1997,1.7,0,0,0,5,5,0,0,1,2,0,0,0,2,4,6,40.0,Matches,ReFWal261997
253,Gianluca Mancini,DF,it Italy,27,1996,1.0,1,0,0,2,1,0,0,0,0,0,0,0,4,2,1,66.7,Matches,GiDFit271996
254,Orel Mangala,MF,be Belgium,25,1998,1.5,2,0,0,4,2,0,0,4,3,0,0,0,4,0,0,,Matches,OrMFbe251998
255,Marius Marin,MF,ro Romania,25,1998,3.4,2,0,0,7,5,0,1,4,3,0,0,0,11,0,2,0.0,Matches,MaMFro251998
256,Răzvan Marin,MF,ro Romania,27,1996,3.9,1,0,0,3,3,1,5,0,2,0,0,0,12,2,4,33.3,Matches,RăMFro271996
257,Ádám Martin,FW/DF,hu Hungary,29,1994,0.5,0,0,0,1,1,0,1,0,0,0,0,0,2,2,4,33.3,Matches,ÁdFWhu291994
258,Mykola Matviyenko,DF,ua Ukraine,27,1996,3.0,0,0,0,1,3,0,1,4,3,0,0,0,11,4,2,66.7,Matches,MyDFua271996
259,Kylian Mbappé,FW,fr France,25,1998,5.2,1,0,0,1,6,1,7,0,0,0,0,0,10,2,0,100.0,Matches,KyFWfr251998
260,John McGinn,MF/FW,sct Scotland,29,1994,2.6,1,0,0,3,9,0,4,1,1,0,0,0,6,3,3,50.0,Matches,JoMFsc291994
261,Callum McGregor,MF,sct Scotland,30,1993,2.7,0,0,0,2,1,0,1,2,1,0,0,0,8,4,4,50.0,Matches,CaMFsc301993
262,Scott McKenna,DF,sct Scotland,27,1996,1.5,1,0,0,3,0,0,1,2,0,0,0,0,5,9,3,75.0,Matches,ScDFsc271996
263,Kenny McLean,MF,sct Scotland,32,1992,0.5,0,0,0,0,2,0,0,0,2,0,0,0,2,1,1,50.0,Matches,KeMFsc321992
264,Scott McTominay,MF,sct Scotland,27,1996,3.0,2,0,0,3,6,0,9,3,2,0,0,0,6,6,5,54.5,Matches,ScMFsc271996
265,Anzor Mekvabishvili,MF,ge Georgia,22,2001,2.1,2,0,0,2,1,0,1,5,3,0,0,0,6,0,3,0.0,Matches,AnMFge222001
266,Memphis,FW/MF,nl Netherlands,29,1994,5.1,0,0,0,7,7,3,31,1,1,0,0,0,8,2,8,20.0,Matches,MeFWnl291994
267,Nuno Mendes,DF,pt Portugal,21,2002,4.7,0,0,0,3,6,0,12,5,6,0,0,0,14,10,5,66.7,Matches,NuDFpt212002
268,Mikel Merino,MF/FW,es Spain,27,1996,2.0,0,0,0,9,1,0,2,2,3,0,0,0,12,9,5,64.3,Matches,MiMFes271996
269,Valentin Mihaila,MF,ro Romania,23,2000,1.3,0,0,0,1,1,0,1,2,2,0,0,0,4,1,2,33.3,Matches,VaMFro232000
270,Srđan Mijailović,DF,rs Serbia,30,1993,0.8,0,0,0,0,0,0,3,1,1,0,0,0,3,1,1,50.0,Matches,SrDFrs301993
271,Georges Mikautadze,FW,ge Georgia,23,2000,3.8,0,0,0,1,7,1,4,0,1,0,0,0,6,1,13,7.1,Matches,GeFWge232000
272,Nikola Milenković,DF,rs Serbia,26,1997,3.0,1,0,0,4,3,0,0,2,3,0,0,0,12,6,2,75.0,Matches,NiDFrs261997
273,Sergej Milinković-Savić,MF,rs Serbia,28,1995,1.3,0,0,0,4,0,0,3,1,2,0,0,0,6,3,1,75.0,Matches,SeMFrs281995
274,Mario Mitaj,DF,al Albania,20,2003,3.0,0,0,0,2,3,0,2,7,4,0,0,0,15,0,6,0.0,Matches,MaDFal202003
275,Aleksandar Mitrović,FW,rs Serbia,29,1994,2.7,1,0,0,2,6,1,0,0,0,0,0,0,6,15,19,44.1,Matches,AlFWrs291994
276,Maximilian Mittelstädt,DF,de Germany,26,1997,3.4,2,0,0,4,9,0,24,2,2,0,0,0,17,0,3,0.0,Matches,MaDFde261997
277,Filip Mladenović,DF,rs Serbia,32,1991,1.2,1,0,0,1,3,0,8,2,1,0,0,0,3,0,1,0.0,Matches,FiDFrs321991
278,Jan Mlakar,MF,si Slovenia,25,1998,3.3,0,0,0,3,1,0,1,1,3,0,0,0,8,1,7,12.5,Matches,JaMFsi251998
279,Jakub Moder,MF,pl Poland,24,1999,2.0,1,0,0,1,3,0,3,1,2,0,0,0,12,2,3,40.0,Matches,JaMFpl241999
280,Luka Modrić,MF,hr Croatia,38,1985,2.6,1,0,0,3,2,0,9,1,4,0,0,0,20,1,1,50.0,Matches,LuMFhr381985
281,Vasile Mogos,DF,ro Romania,31,1992,0.4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,Matches,VaDFro311992
282,Álvaro Morata,FW,es Spain,31,1992,5.0,2,0,0,12,9,3,2,0,4,0,0,0,8,11,6,64.7,Matches,ÁlFWes311992
283,Lewis Morgan,DF,sct Scotland,27,1996,0.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,,Matches,LeDFsc271996
284,Ernest Muçi,FW,al Albania,22,2001,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,100.0,Matches,ErFWal222001
285,Mykhailo Mudryk,FW/MF,ua Ukraine,23,2001,1.9,0,0,0,0,3,0,10,0,2,0,0,0,8,3,2,60.0,Matches,MyFWua232001
286,Mert Müldür,DF/MF,tr Türkiye,24,1999,3.8,1,0,0,2,5,0,5,5,6,0,0,1,11,3,4,42.9,Matches,MeDFtr241999
287,Thomas Müller,MF/FW,de Germany,34,1989,0.6,0,0,0,1,1,0,5,0,1,0,0,0,2,0,1,0.0,Matches,ThMFde341989
288,Jamal Musiala,FW,de Germany,20,2003,4.7,0,0,0,4,13,0,3,4,4,0,0,0,20,1,0,100.0,Matches,JaFWde202003
289,Phillipp Mwene,DF,at Austria,30,1994,2.2,1,0,0,4,3,0,10,0,4,0,0,0,10,2,1,66.7,Matches,PhDFat301994
290,Vitaliy Mykolenko,DF,ua Ukraine,24,1999,0.6,0,0,0,1,0,0,3,0,0,0,0,0,2,0,0,,Matches,ViDFua241999
291,Joakim Mæhle,DF/MF,dk Denmark,26,1997,3.1,2,0,0,4,1,1,10,3,4,0,0,0,11,3,3,50.0,Matches,JoDFdk261997
292,Nacho,DF,es Spain,34,1990,2.9,0,0,0,1,3,0,0,0,1,0,0,0,10,5,3,62.5,Matches,NaDFes341990
293,Ádám Nagy,MF,hu Hungary,28,1995,1.8,0,0,0,0,0,0,1,4,2,0,0,0,7,1,2,33.3,Matches,ÁdMFhu281995
294,Zsolt Nagy,DF,hu Hungary,30,1993,0.2,0,0,0,0,1,1,2,0,0,0,0,0,2,1,1,50.0,Matches,ZsDFhu301993
295,Jesús Navas,DF,es Spain,38,1985,1.7,1,0,0,2,1,0,9,1,2,0,0,0,3,0,1,0.0,Matches,JeDFes381985
296,Dan Ndoye,MF/DF,ch Switzerland,23,2000,4.5,1,0,0,9,10,2,6,2,3,0,0,0,21,0,2,0.0,Matches,DaMFch232000
297,Pedro Neto,DF/FW,pt Portugal,23,2000,1.3,1,0,0,1,1,0,11,2,1,0,0,0,8,1,3,25.0,Matches,PeDFpt232000
298,Manuel Neuer,GK,de Germany,37,1986,5.3,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,100.0,Matches,MaGKde371986
299,João Neves,MF,pt Portugal,19,2004,0.9,0,0,0,1,1,0,1,5,0,0,0,0,8,0,1,0.0,Matches,JoMFpt192004
300,Rúben Neves,MF,pt Portugal,26,1997,1.4,1,0,0,3,0,0,9,1,1,0,0,0,5,0,2,0.0,Matches,RúMFpt261997
301,Florin Niță,GK,ro Romania,36,1987,4.0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,100.0,Matches,FlGKro361987
302,Matheus Nunes,MF,pt Portugal,25,1998,0.2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,,Matches,MaMFpt251998
303,Christian Nørgaard,MF,dk Denmark,29,1994,0.4,1,0,0,2,0,0,2,0,0,0,0,0,2,2,3,40.0,Matches,ChMFdk291994
304,Adam Obert,DF,sk Slovakia,21,2002,0.3,0,0,0,1,0,0,1,0,1,0,0,0,2,0,0,,Matches,AdDFsk212002
305,Jan Oblak,GK,si Slovenia,31,1993,4.3,0,0,0,0,2,0,0,0,0,0,0,0,3,2,0,100.0,Matches,JaGKsi311993
306,Darius Olaru,MF,ro Romania,25,1998,0.3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,Matches,DaMFro251998
307,Dani Olmo,MF/FW,es Spain,25,1998,4.8,1,0,0,2,7,0,4,2,3,0,0,0,17,2,2,50.0,Matches,DaMFes251998
308,Amadou Onana,MF,be Belgium,22,2001,4.0,0,0,0,1,4,0,0,3,6,0,0,0,9,6,4,60.0,Matches,AmMFbe222001
309,Loïs Openda,FW,be Belgium,23,2000,0.8,0,0,0,3,0,0,2,1,1,0,0,0,0,1,2,33.3,Matches,LoFWbe232000
310,Willi Orban,DF,hu Hungary,31,1992,3.0,1,0,0,2,2,1,0,1,7,0,0,0,17,5,7,41.7,Matches,WiDFhu311992
311,Mikel Oyarzabal,FW,es Spain,26,1997,2.2,0,0,0,3,2,1,2,0,1,0,0,0,10,1,4,20.0,Matches,MiFWes261997
312,Salih Özcan,MF,tr Türkiye,26,1998,1.7,1,0,0,6,2,0,0,7,3,0,0,0,6,2,1,66.7,Matches,SaMFtr261998
313,João Palhinha,MF,pt Portugal,28,1995,3.3,2,0,0,6,6,0,0,8,9,0,0,0,15,8,5,61.5,Matches,JoMFpt281995
314,Cole Palmer,MF/FW,eng England,21,2002,1.7,0,0,0,2,4,0,9,0,0,0,0,0,5,0,0,,Matches,CoMFen212002
315,Mario Pašalić,FW/MF,hr Croatia,28,1995,1.3,0,0,0,1,0,0,1,0,0,0,0,0,6,4,2,66.7,Matches,MaFWhr281995
316,Strahinja Pavlović,DF,rs Serbia,22,2001,3.0,0,0,0,2,4,0,6,4,6,0,0,0,12,7,4,63.6,Matches,StDFrs222001
317,Pedri,MF,es Spain,21,2002,2.1,0,0,0,2,4,1,1,1,3,0,0,0,10,0,0,,Matches,PeMFes212002
318,Peter Pekarík,DF,sk Slovakia,37,1986,4.2,1,0,0,3,2,3,5,7,0,0,0,0,10,5,6,45.5,Matches,PeDFsk371986
319,Lorenzo Pellegrini,FW/MF,it Italy,27,1996,2.4,1,0,0,3,4,0,6,2,0,0,0,0,11,3,0,100.0,Matches,LoFWit271996
320,Patrick Pentz,GK,at Austria,27,1997,4.0,0,0,0,0,1,0,0,0,0,0,0,0,8,2,0,100.0,Matches,PaGKat271997
321,Pepe,DF,pt Portugal,40,1983,4.5,0,0,0,2,3,1,0,5,5,0,0,0,26,11,2,84.6,Matches,PeDFpt401983
322,Danilo Pereira,DF,pt Portugal,32,1991,1.0,0,0,0,0,0,0,0,1,0,0,0,0,9,3,1,75.0,Matches,DaDFpt321991
323,Ayoze Pérez,FW,es Spain,30,1993,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches,AyFWes301993
324,Ivan Perišić,DF/FW,hr Croatia,34,1989,1.5,0,0,0,4,0,0,14,1,0,0,0,0,5,3,2,60.0,Matches,IvDFhr341989
325,Bruno Petković,FW,hr Croatia,29,1994,1.0,0,0,0,1,5,0,0,0,0,1,0,0,1,5,2,71.4,Matches,BrFWhr291994
326,Krzysztof Piątek,FW,pl Poland,28,1995,0.7,0,0,0,1,1,0,1,0,1,0,0,0,2,0,5,0.0,Matches,KrFWpl281995
327,Jordan Pickford,GK,eng England,29,1994,7.7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,Matches,JoGKen291994
328,Jakub Piotrowski,MF,pl Poland,26,1997,0.6,0,0,0,1,1,0,1,0,0,0,0,0,3,1,1,50.0,Matches,JaMFpl261997
