Rk,Player,Pos,Squad,Age,Born,90s,PerformanceCrdY,PerformanceCrdR,Performance2CrdY,PerformanceFls,PerformanceFld,PerformanceOff,PerformanceCrs,PerformanceInt,PerformanceTklW,PerformancePKwon,PerformancePKcon,PerformanceOG,PerformanceRecov,AerialDuelsWon,AerialDuelsLost,AerialDuelsWon%,Matches,ID
329,Marin Pongračić,DF,hr Croatia,26,1997,2.0,1,0,0,6,2,0,0,2,1,0,0,0,5,0,4,0.0,Matches,MaDFhr261997
330,Ryan Porteous,DF,sct Scotland,24,1999,0.5,0,1,0,1,0,0,0,0,1,0,1,0,2,1,1,50.0,Matches,RyDFsc241999
331,Stefan Posch,DF,at Austria,26,1997,4.0,1,0,0,10,3,0,13,6,9,0,0,0,14,6,7,46.2,Matches,StDFat261997
332,Yussuf Poulsen,FW/MF,dk Denmark,29,1994,0.6,0,0,0,3,0,0,1,0,0,0,0,0,1,5,2,71.4,Matches,YuFWdk291994
333,Alexander Prass,DF,at Austria,22,2001,1.8,0,0,0,3,2,0,7,2,2,0,0,0,11,1,0,100.0,Matches,AlDFat222001
334,Lukáš Provod,MF,cz Czechia,27,1996,2.6,1,0,0,5,5,0,2,0,5,0,0,0,16,4,1,80.0,Matches,LuMFcz271996
335,George Pușcaș,FW,ro Romania,27,1996,0.4,1,0,0,4,0,0,0,0,0,0,0,0,1,5,5,50.0,Matches,GeFWro271996
336,Leopold Querfeld,DF,at Austria,20,2003,0.3,1,0,0,1,0,0,0,1,2,0,0,0,0,1,2,33.3,Matches,LeDFat202003
337,Adrien Rabiot,MF,fr France,28,1995,4.1,2,0,0,5,5,0,3,1,5,0,0,0,20,2,0,100.0,Matches,AdMFfr281995
338,Bogdan Racovitan,DF,ro Romania,23,2000,0.6,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2,50.0,Matches,BoDFro232000
339,Predrag Rajković,GK,rs Serbia,28,1995,3.0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,,Matches,PrGKrs281995
340,Anthony Ralston,DF,sct Scotland,25,1998,2.9,1,0,0,4,3,0,9,1,2,0,0,0,4,7,4,63.6,Matches,AnDFsc251998
341,Ylber Ramadani,MF,al Albania,27,1996,2.9,0,0,0,1,6,0,2,4,3,0,0,0,15,1,2,33.3,Matches,YlMFal271996
342,Gonçalo Ramos,FW,pt Portugal,22,2001,0.3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0.0,Matches,GoFWpt222001
343,Giacomo Raspadori,FW,it Italy,23,2000,0.9,0,0,0,0,1,0,10,0,1,0,0,0,3,0,0,,Matches,GiFWit232000
344,Andrei Ratiu,DF,ro Romania,25,1998,4.0,0,0,0,0,1,0,3,6,5,0,0,0,12,2,5,28.6,Matches,AnDFro251998
345,David Raum,DF,de Germany,25,1998,1.8,1,0,0,2,3,0,7,0,5,0,0,0,8,1,1,50.0,Matches,DaDFde251998
346,David Raya,GK,es Spain,28,1995,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches,DaGKes281995
347,Tijjani Reijnders,MF,nl Netherlands,25,1998,5.5,0,0,0,1,4,0,1,6,6,0,0,0,18,0,2,0.0,Matches,TiMFnl251998
348,Mateo Retegui,FW,it Italy,24,1999,1.7,0,0,0,0,5,1,0,0,1,0,0,0,2,5,5,50.0,Matches,MaFWit241999
349,Declan Rice,MF,eng England,25,1999,7.7,0,0,0,5,3,0,7,8,15,0,0,0,37,8,6,57.1,Matches,DeMFen251999
350,Fabian Rieder,MF,ch Switzerland,21,2002,2.4,0,0,0,2,5,0,14,0,3,0,0,0,10,0,4,0.0,Matches,FaMFch212002
351,Andrew Robertson,DF,sct Scotland,29,1994,3.0,0,0,0,1,2,0,13,1,5,0,0,0,7,2,1,66.7,Matches,AnDFsc291994
352,Rodri,MF,es Spain,27,1996,5.8,3,0,0,7,7,0,0,1,7,0,1,0,41,8,5,61.5,Matches,RoMFes271996
353,Ricardo Rodríguez,DF,ch Switzerland,31,1992,5.3,1,0,0,3,2,0,10,3,6,0,0,0,11,3,5,37.5,Matches,RiDFch311992
354,Taras Romanchuk,MF,pl Poland,32,1991,0.6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,Matches,TaMFpl321991
355,Cristiano Ronaldo,FW,pt Portugal,38,1985,5.4,1,0,0,5,3,8,4,0,1,0,0,0,6,7,8,46.7,Matches,CrFWpt381985
356,Antonio Rüdiger,DF,de Germany,30,1993,5.3,2,0,0,5,3,0,8,2,4,0,0,1,27,4,7,36.4,Matches,AnDFde301993
357,Fabián Ruiz Peña,MF,es Spain,27,1996,6.0,1,0,0,4,4,0,11,5,6,0,0,0,46,1,1,50.0,Matches,FaMFes271996
358,Adrian Rus,MF,ro Romania,27,1996,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,Matches,AdMFro271996
359,Marcel Sabitzer,FW/MF,at Austria,29,1994,4.0,0,0,0,1,2,1,29,3,1,1,0,0,16,1,6,14.3,Matches,MaFWat291994
360,Bukayo Saka,FW/DF,eng England,22,2001,7.0,1,0,0,7,13,2,20,1,4,0,0,0,22,3,6,33.3,Matches,BuFWen222001
361,Bartosz Salamon,DF,pl Poland,32,1991,0.9,0,0,0,1,0,0,0,2,2,0,0,0,2,1,0,100.0,Matches,BaDFpl321991
362,William Saliba,DF,fr France,22,2001,6.3,1,0,0,8,1,0,0,4,2,0,0,0,20,4,7,36.4,Matches,WiDFfr222001
363,Roland Sallai,MF,hu Hungary,26,1997,3.0,0,0,0,0,9,2,7,1,2,0,0,0,11,0,5,0.0,Matches,RoMFhu261997
364,Lazar Samardzic,MF,rs Serbia,21,2002,0.6,0,0,0,0,0,0,4,0,0,0,0,0,2,0,1,0.0,Matches,LaMFrs212002
365,Leroy Sané,FW,de Germany,28,1996,2.3,0,0,0,2,3,0,3,0,1,0,0,0,10,0,2,0.0,Matches,LeFWde281996
366,Leo Sauer,FW,sk Slovakia,18,2005,0.1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,Matches,LeFWsk182005
367,Gianluca Scamacca,FW,it Italy,25,1999,2.8,0,0,0,2,2,0,0,2,1,0,0,0,4,1,2,33.3,Matches,GiFWit251999
368,András Schäfer,MF,hu Hungary,24,1999,3.0,1,0,0,5,2,0,2,1,3,0,0,0,7,3,5,37.5,Matches,AnMFhu241999
369,Fabian Schär,DF,ch Switzerland,32,1991,5.3,1,0,0,6,4,0,6,9,4,0,0,0,15,8,13,38.1,Matches,FaDFch321991
370,Patrik Schick,FW,cz Czechia,28,1996,1.4,2,0,0,1,0,0,2,1,1,0,0,0,6,7,8,46.7,Matches,PaFWcz281996
371,Nico Schlotterbeck,DF,de Germany,24,1999,1.3,1,0,0,2,1,0,0,2,1,0,0,0,7,5,1,83.3,Matches,NiDFde241999
372,Kasper Schmeichel,GK,dk Denmark,37,1986,4.0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,,Matches,KaGKdk371986
373,Romano Schmid,FW/MF,at Austria,24,2000,1.6,1,0,0,5,1,0,7,0,1,0,0,0,15,0,4,0.0,Matches,RoFWat242000
374,Jerdy Schouten,MF,nl Netherlands,27,1997,5.6,1,0,0,5,2,0,1,5,3,0,0,0,29,4,1,80.0,Matches,JeMFnl271997
375,Ivan Schranz,FW,sk Slovakia,30,1993,3.7,1,0,0,6,2,1,4,2,1,0,0,0,9,4,7,36.4,Matches,IvFWsk301993
376,Taulant Seferi,FW,al Albania,27,1996,1.0,0,0,0,1,2,1,1,2,2,0,0,0,9,1,2,33.3,Matches,TaFWal271996
377,Nicolas Seiwald,MF,at Austria,22,2001,4.0,0,0,0,0,0,0,1,6,7,0,0,0,25,1,1,50.0,Matches,NiMFat222001
378,Nélson Semedo,DF,pt Portugal,30,1993,1.1,0,0,0,2,0,0,3,0,2,0,0,0,2,0,0,,Matches,NéDFpt301993
379,Benjamin Šeško,FW,si Slovenia,20,2003,4.0,0,0,0,4,5,1,1,0,1,0,0,0,13,10,13,43.5,Matches,BeFWsi202003
380,Petr Ševčík,MF,cz Czechia,29,1994,0.2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0.0,Matches,PeMFcz291994
381,Stephan El Shaarawy,FW,it Italy,31,1992,0.5,1,0,0,2,2,0,0,0,0,0,0,0,0,1,1,50.0,Matches,StFWit311992
382,Lawrence Shankland,FW,sct Scotland,28,1995,0.3,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,100.0,Matches,LaFWsc281995
383,Mykola Shaparenko,MF,ua Ukraine,25,1998,2.4,0,0,0,3,2,0,3,3,0,0,0,0,7,2,1,66.7,Matches,MyMFua251998
384,Xherdan Shaqiri,MF/FW,ch Switzerland,32,1991,0.8,0,0,0,0,1,0,6,0,0,0,0,0,3,1,1,50.0,Matches,XhMFch321991
385,Luke Shaw,DF,eng England,28,1995,2.0,0,0,0,2,0,0,7,2,2,0,0,0,3,2,0,100.0,Matches,LuDFen281995
386,Vincent Sierro,MF,ch Switzerland,28,1995,0.4,1,0,0,1,1,0,1,0,0,0,0,0,3,0,2,0.0,Matches,ViMFch281995
387,António Silva,DF,pt Portugal,20,2003,0.8,0,0,0,1,1,0,0,0,1,0,1,0,5,2,0,100.0,Matches,AnDFpt202003
388,Bernardo Silva,FW/MF,pt Portugal,29,1994,4.7,0,0,0,0,4,1,11,0,4,0,0,0,12,1,1,50.0,Matches,BeFWpt291994
389,Unai Simón,GK,es Spain,26,1997,6.3,1,0,0,0,0,0,0,0,0,0,0,0,9,2,1,66.7,Matches,UnGKes261997
390,Xavi Simons,MF/FW,nl Netherlands,20,2003,5.0,2,0,0,6,7,0,8,5,5,0,0,0,17,2,1,66.7,Matches,XaMFnl202003
391,Michał Skóraś,DF,pl Poland,23,2000,0.3,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,,Matches,MiDFpl232000
392,Łukasz Skorupski,GK,pl Poland,32,1991,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches,ŁuGKpl321991
393,Andreas Skov Olsen,MF/FW,dk Denmark,24,1999,1.4,0,0,0,2,1,0,3,0,1,0,0,0,5,0,3,0.0,Matches,AnMFdk241999
394,Milan Škriniar,DF,sk Slovakia,28,1995,4.3,1,0,0,3,7,0,0,2,1,0,0,0,15,6,7,46.2,Matches,MiDFsk281995
395,Bartosz Slisz,MF,pl Poland,24,1999,1.2,1,0,0,3,2,0,0,2,1,0,0,0,2,3,1,75.0,Matches,BaMFpl241999
396,Yann Sommer,GK,ch Switzerland,35,1988,5.3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,,Matches,YaGKch351988
397,Deian Sorescu,MF/DF,ro Romania,26,1997,0.4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0.0,Matches,DeMFro261997
398,Borna Sosa,DF,hr Croatia,26,1998,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Matches,BoDFhr261998
399,Tomáš Souček,MF,cz Czechia,28,1995,3.0,2,0,0,7,4,0,2,3,3,0,0,0,15,7,6,53.8,Matches,ToMFcz281995
400,Andraž Šporar,FW,si Slovenia,29,1994,3.8,0,0,0,2,6,4,5,0,2,0,0,0,5,6,13,31.6,Matches,AnFWsi291994
401,Nicolae Stanciu,MF/FW,ro Romania,30,1993,3.9,1,0,0,2,4,0,8,1,2,0,0,0,7,0,1,0.0,Matches,NiMFro301993
402,Jindřich Staněk,GK,cz Czechia,27,1996,2.6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,Matches,JiGKcz271996
403,Josip Stanišić,DF,hr Croatia,23,2000,2.0,1,0,0,1,0,0,4,4,8,0,0,0,4,3,3,50.0,Matches,JosDFhr232000
404,Renato Steffen,DF,ch Switzerland,32,1991,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,ReDFch321991
405,Taras Stepanenko,MF,ua Ukraine,34,1989,0.9,0,0,0,0,0,0,1,1,3,0,0,0,4,4,1,80.0,Matches,TaMFua341989
406,Leonidas Stergiou,DF,ch Switzerland,21,2002,0.5,0,0,0,2,0,0,0,0,2,0,0,0,0,1,3,25.0,Matches,LeDFch212002
407,Petar Stojanović,MF,si Slovenia,28,1995,3.5,1,0,0,3,2,0,1,1,5,0,0,0,17,3,3,50.0,Matches,PeMFsi281995
408,John Stones,DF,eng England,29,1994,7.7,1,0,0,4,4,0,0,1,3,0,0,0,18,12,6,66.7,Matches,JoDFen291994
409,Thomas Strakosha,GK,al Albania,28,1995,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches,ThGKal281995
410,Dávid Strelec,FW,sk Slovakia,22,2001,2.0,0,0,0,3,1,1,0,0,0,0,0,0,6,6,4,60.0,Matches,DáFWsk222001
411,Callum Styles,MF,hu Hungary,23,2000,0.7,1,0,0,1,1,0,0,1,0,0,0,0,3,1,3,25.0,Matches,CaMFhu232000
412,Luka Sučić,FW/MF,hr Croatia,21,2002,1.6,1,0,0,1,1,0,2,1,0,0,0,0,5,1,1,50.0,Matches,LuFWhr212002
413,Heorhiy Sudakov,MF,ua Ukraine,21,2002,2.9,0,0,0,3,2,0,5,0,1,0,0,0,11,2,3,40.0,Matches,HeMFua212002
414,Pavel Šulc,MF,cz Czechia,23,2000,0.9,0,0,0,1,1,0,0,1,1,0,0,0,4,4,2,66.7,Matches,PaMFcz232000
415,Tomáš Suslov,FW/MF,sk Slovakia,21,2002,1.4,1,0,0,1,3,0,12,1,1,0,0,0,6,0,1,0.0,Matches,ToFWsk212002
416,Josip Šutalo,DF,hr Croatia,23,2000,3.0,0,0,0,6,5,0,0,13,3,0,0,0,13,3,2,60.0,Matches,JoDFhr232000
417,Oleksandr Svatok,DF,ua Ukraine,29,1994,0.9,0,0,0,2,0,0,0,3,0,0,0,0,1,0,0,,Matches,OlDFua291994
418,Karol Świderski,FW,pl Poland,27,1997,1.0,1,0,0,2,2,1,3,0,0,1,0,0,2,0,2,0.0,Matches,KaFWpl271997
419,Serhiy Sydorchuk,MF,ua Ukraine,32,1991,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches,SeMFua321991
420,Attila Szalai,DF,hu Hungary,26,1998,1.1,1,0,0,2,1,0,1,2,2,0,0,0,3,3,1,75.0,Matches,AtDFhu261998
421,Wojciech Szczęsny,GK,pl Poland,33,1990,2.0,1,0,0,1,0,0,0,0,0,0,1,0,4,0,0,,Matches,WoGKpl331990
422,Dominik Szoboszlai,MF,hu Hungary,23,2000,3.0,1,0,0,1,2,0,16,2,0,0,0,0,12,0,5,0.0,Matches,DoMFhu232000
423,Sebastian Szymański,MF,pl Poland,24,1999,1.2,0,0,0,2,3,0,3,3,2,0,0,0,5,0,1,0.0,Matches,SeMFpl241999
424,Dušan Tadić,MF,rs Serbia,35,1988,1.7,1,0,0,1,4,0,14,1,2,0,0,0,6,1,3,25.0,Matches,DuMFrs351988
425,Jonathan Tah,DF,de Germany,27,1996,3.5,2,0,0,6,2,1,0,4,1,0,0,0,10,5,3,62.5,Matches,JoDFde271996
426,Maksym Talovierov,MF,ua Ukraine,23,2000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,MaMFua232000
427,Aurélien Tchouaméni,MF,fr France,24,2000,5.2,2,0,0,6,4,0,6,5,7,0,0,0,18,4,3,57.1,Matches,AuMFfr242000
428,Arthur Theate,DF,be Belgium,23,2000,2.8,0,0,0,1,0,0,2,2,2,0,0,0,10,7,5,58.3,Matches,ArDFbe232000
429,Marcus Thuram,FW,fr France,26,1997,2.9,0,0,0,3,4,2,0,0,2,0,0,0,7,9,4,69.2,Matches,MaFWfr261997
430,Youri Tielemans,MF,be Belgium,26,1997,1.6,1,0,0,3,1,0,3,1,2,0,0,0,5,0,2,0.0,Matches,YoMFbe261997
431,Kieran Tierney,DF,sct Scotland,26,1997,1.5,0,0,0,0,2,0,2,0,1,0,0,0,4,1,0,100.0,Matches,KiDFsc261997
432,Ivan Toney,FW/MF,eng England,27,1996,0.5,0,0,0,2,3,0,0,0,1,0,0,0,2,5,2,71.4,Matches,IvFWen271996
433,Ferrán Torres,FW/MF,es Spain,23,2000,1.7,1,0,0,4,2,0,8,1,0,0,0,0,7,4,1,80.0,Matches,FeFWes232000
434,Cenk Tosun,FW,tr Türkiye,32,1991,0.3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,100.0,Matches,CeFWtr321991
435,Gernot Trauner,DF,at Austria,31,1992,1.0,0,0,0,2,0,0,0,1,1,0,0,0,6,2,1,66.7,Matches,GeDFat311992
436,Kieran Trippier,DF,eng England,33,1990,5.0,2,0,0,0,4,4,13,5,4,0,0,0,26,8,2,80.0,Matches,KiDFen331990
437,Leandro Trossard,FW,be Belgium,29,1994,1.9,0,0,0,1,4,1,3,0,1,0,0,0,13,1,0,100.0,Matches,LeFWbe291994
438,Anatolii Trubin,GK,ua Ukraine,22,2001,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches,AnGKua222001
439,Heorhii Tsitaishvili,DF/MF,ge Georgia,23,2000,2.1,0,0,0,1,3,0,11,0,4,0,0,0,4,0,2,0.0,Matches,HeDFge232000
440,Viktor Tsyhankov,FW,ua Ukraine,26,1997,0.7,0,0,0,0,1,0,5,0,0,0,0,0,1,0,0,,Matches,ViFWua261997
441,Ľubomír Tupta,MF,sk Slovakia,25,1998,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Matches,ĽuMFsk251998
442,Oleksandr Tymchyk,DF,ua Ukraine,27,1997,2.2,0,0,0,1,3,0,8,3,4,0,0,0,7,1,0,100.0,Matches,OlDFua271997
443,Deniz Undav,MF,de Germany,27,1996,0.1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,Matches,DeMFde271996
444,Dayot Upamecano,DF,fr France,25,1998,6.3,0,0,0,4,3,0,1,6,7,0,1,0,22,13,4,76.5,Matches,DaDFfr251998
445,Kacper Urbanski,FW/MF,pl Poland,19,2004,1.6,0,0,0,3,1,1,1,1,1,0,0,0,4,1,2,33.3,Matches,KaFWpl192004
446,Virgil van Dijk,DF,nl Netherlands,32,1991,6.0,2,0,0,12,3,0,0,2,2,0,0,0,14,19,3,86.4,Matches,ViDFnl321991
447,Vladyslav Vanat,FW,ua Ukraine,22,2002,0.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,Matches,VlFWua222002
448,Barnabás Varga,FW,hu Hungary,30,1994,2.8,1,0,0,2,4,4,0,1,1,0,0,0,4,15,14,51.7,Matches,BaFWhu301994
449,Ruben Vargas,MF/FW,ch Switzerland,25,1998,3.4,0,0,0,2,3,2,15,2,5,0,0,0,13,3,6,33.3,Matches,RuMFch251998
450,Denis Vavro,DF,sk Slovakia,27,1996,4.3,1,0,0,1,2,1,3,2,1,0,0,0,20,11,1,91.7,Matches,DeDFsk271996
451,Joey Veerman,MF,nl Netherlands,25,1998,2.3,1,0,0,2,0,0,13,1,1,0,0,0,11,2,0,100.0,Matches,JoMFnl251998
452,Miloš Veljković,DF,rs Serbia,28,1995,3.0,0,0,0,1,1,0,2,0,0,0,0,0,10,5,7,41.7,Matches,MiDFrs281995
453,Micky van de Ven,DF,nl Netherlands,22,2001,0.8,0,0,0,1,2,0,1,0,1,0,0,0,2,1,2,33.3,Matches,MiDFnl222001
454,Benjamin Verbič,MF,si Slovenia,30,1993,0.8,0,0,0,1,1,1,1,1,2,0,0,0,2,2,3,40.0,Matches,BeMFsi301993
455,Bart Verbruggen,GK,nl Netherlands,21,2002,6.0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,,Matches,BaGKnl212002
456,Jan Vertonghen,DF,be Belgium,36,1987,3.0,1,0,0,2,1,0,0,0,2,0,0,1,8,6,2,75.0,Matches,JaDFbe361987
457,Jannik Vestergaard,DF,dk Denmark,31,1992,4.0,1,0,0,4,3,0,0,4,3,0,0,0,18,14,8,63.6,Matches,JaDFdk311992
458,Žan Vipotnik,FW,si Slovenia,21,2002,0.2,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,100.0,Matches,ŽaFWsi212002
459,Vitinha,MF,pt Portugal,23,2000,4.0,0,0,0,0,10,0,15,2,3,0,0,0,26,0,0,,Matches,ViMFpt232000
460,Daniel Vivian,DF,es Spain,24,1999,1.4,1,0,0,1,1,0,0,1,2,0,0,0,8,1,1,50.0,Matches,DaDFes241999
461,Dušan Vlahović,MF/FW,rs Serbia,24,2000,2.0,0,0,0,3,1,0,0,1,0,0,0,0,2,2,3,40.0,Matches,DuMFrs242000
462,Stefan de Vrij,DF,nl Netherlands,31,1992,6.0,0,0,0,5,3,0,1,2,7,0,0,0,16,13,5,72.2,Matches,StDFnl311992
463,Kyle Walker,DF,eng England,33,1990,7.7,0,0,0,4,3,1,4,6,4,0,0,0,30,6,3,66.7,Matches,KyDFen331990
464,Ollie Watkins,FW,eng England,28,1995,0.7,1,0,0,1,0,0,0,1,0,0,0,0,0,1,4,20.0,Matches,OlFWen281995
465,Wout Weghorst,FW,nl Netherlands,31,1992,1.5,1,0,0,5,2,2,1,0,1,0,0,0,5,11,6,64.7,Matches,WoFWnl311992
466,Andreas Weimann,FW,at Austria,32,1991,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,AnFWat321991
467,Silvan Widmer,DF,ch Switzerland,30,1993,3.3,3,0,0,5,1,2,4,2,1,0,0,0,7,2,5,28.6,Matches,SiDFch301993
468,Georginio Wijnaldum,MF,nl Netherlands,33,1990,0.8,0,0,0,0,2,0,0,0,0,0,0,0,1,3,0,100.0,Matches,GeMFnl331990
469,Nico Williams,FW,es Spain,21,2002,5.5,0,0,0,9,2,2,33,0,2,0,0,0,23,2,3,40.0,Matches,NiFWes212002
470,Patrick Wimmer,FW/MF,at Austria,22,2001,1.5,2,0,0,4,3,0,8,0,2,0,0,0,10,1,2,33.3,Matches,PaFWat222001
471,Jonas Wind,FW,dk Denmark,24,1999,2.1,1,0,0,3,4,1,1,0,0,0,0,0,3,5,5,50.0,Matches,JoFWdk241999
472,Florian Wirtz,FW/MF,de Germany,20,2003,3.1,1,0,0,6,1,2,5,1,3,0,0,0,17,1,4,20.0,Matches,FlFWde202003
473,Maximilian Wöber,DF,at Austria,25,1998,1.9,1,0,0,2,0,0,3,4,3,0,0,1,12,6,5,54.5,Matches,MaDFat251998
474,Granit Xhaka,MF,ch Switzerland,31,1992,5.3,1,0,0,8,5,0,1,1,5,0,0,0,28,6,5,54.5,Matches,GrMFch311992
475,Lamine Yamal,FW,es Spain,16,2007,5.6,1,0,0,7,6,3,24,3,6,0,0,0,14,1,1,50.0,Matches,LaFWes162007
476,Roman Yaremchuk,FW,ua Ukraine,28,1995,1.3,1,0,0,5,2,2,0,0,0,0,0,0,5,2,4,33.3,Matches,RoFWua281995
477,Andriy Yarmolenko,FW/MF,ua Ukraine,34,1989,1.2,0,0,0,2,2,2,5,1,2,0,0,0,4,1,0,100.0,Matches,AnFWua341989
478,Yusuf Yazıcı,MF/FW,tr Türkiye,27,1997,0.6,0,0,0,1,0,0,0,0,1,0,0,0,4,1,1,50.0,Matches,YuMFtr271997
479,Kenan Yıldız,FW/MF,tr Türkiye,18,2005,3.8,1,0,0,2,1,1,2,0,2,0,0,0,10,3,6,33.3,Matches,KeFWtr182005
480,Okay Yokuşlu,MF/DF,tr Türkiye,29,1994,0.6,0,0,0,0,2,0,0,2,1,0,0,0,5,3,1,75.0,Matches,OkMFtr291994
481,İsmail Yüksek,MF,tr Türkiye,25,1999,1.7,2,0,0,3,4,0,0,1,2,0,0,0,13,2,4,33.3,Matches,İsMFtr251999
482,Illia Zabarnyi,DF,ua Ukraine,21,2002,3.0,0,0,0,2,0,0,0,1,3,0,0,0,10,3,1,75.0,Matches,IlDFua212002
483,Mattia Zaccagni,MF/FW,it Italy,28,1995,0.9,0,0,0,0,3,0,5,1,0,0,0,0,5,2,1,66.7,Matches,MaMFit281995
484,Denis Zakaria,MF,ch Switzerland,27,1996,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,DeMFch271996
485,Nicola Zalewski,DF,pl Poland,22,2002,2.7,1,0,0,3,6,0,10,2,1,0,0,0,17,0,0,,Matches,NiDFpl222002
486,Piotr Zieliński,MF,pl Poland,29,1994,2.8,0,0,0,1,1,0,11,2,0,0,0,0,14,1,0,100.0,Matches,PiMFpl291994
487,Oleksandr Zinchenko,DF,ua Ukraine,27,1996,2.4,0,0,0,0,1,0,4,1,5,0,0,0,13,7,6,53.8,Matches,OlDFua271996
488,Joshua Zirkzee,FW/DF,nl Netherlands,22,2001,0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.0,Matches,JoFWnl222001
489,Andrija Živković,DF,rs Serbia,27,1996,2.7,0,0,0,1,0,1,13,0,2,0,0,0,12,0,6,0.0,Matches,AnDFrs271996
490,Budu Zivzivadze,FW/MF,ge Georgia,29,1994,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,Matches,BuFWge291994
491,Steven Zuber,MF,ch Switzerland,32,1991,0.9,0,0,0,2,0,0,1,0,0,0,0,0,2,0,1,0.0,Matches,StMFch321991
492,Martín Zubimendi,MF,es Spain,24,1999,1.6,0,0,0,4,1,0,1,0,5,0,0,0,5,1,1,50.0,Matches,MaMFes241999
493,Oleksandr Zubkov,FW,ua Ukraine,27,1996,0.3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,,Matches,OlFWua271996
