ID,Player,Pos,Squad,Age,Born,PlayingTimeMP,PlayingTimeMin,PlayingTimeMn/MP,PlayingTimeMin%,PlayingTime90s,Starts,StartsMn/Start,StartsCompl,Subs,SubsMn/Sub,SubsunSub,TeamSuccessPPM,TeamSuccessonG,TeamSuccessonGA,TeamSuccess+/-,TeamSuccess+/-90,TeamSuccessOn-Off,TeamSuccess(xG)onxG,TeamSuccess(xG)onxGA,TeamSuccess(xG)xG+/-,TeamSuccess(xG)xG+/-90,TeamSuccess(xG)On-Off,Matches
FeDFtr241999,Ferdi Kadioglu,DF/MF,tr Türkiye,24,1999,5,450.0,90.0,100.0,5.0,5,90.0,5,0,,0,1.8,8.0,8.0,0.0,0.0,,7.3,8.9,-1.6,-0.32,,Matches
İrFWtr281995,İrfan Kahveci,FW,tr Türkiye,28,1995,1,8.0,8.0,1.8,0.1,0,,0,1,8.0,2,3.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,-0.9,-10.16,-10.02,Matches
FlFWat311992,Florian Kainz,FW/MF,at Austria,31,1992,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
OtDFge281995,Otar Kakabadze,DF/MF,ge Georgia,28,1995,4,360.0,90.0,100.0,4.0,4,90.0,4,0,,0,1.0,5.0,8.0,-3.0,-0.75,,4.4,11.3,-6.9,-1.74,,Matches
ThGKbe311992,Thomas Kaminski,GK,be Belgium,31,1992,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
HaFWen301993,Harry Kane,FW,eng England,30,1993,7,601.0,86.0,87.1,6.7,7,86.0,2,0,,0,1.71,6.0,5.0,1.0,0.15,-0.86,5.2,5.3,-0.1,-0.01,0.91,Matches
N'MFfr321991,N'Golo Kanté,MF,fr France,32,1991,6,511.0,85.0,89.6,5.7,6,85.0,4,0,,0,1.5,4.0,2.0,2.0,0.35,1.88,8.3,4.3,4.0,0.74,0.95,Matches
AhDFtr212003,Ahmetcan Kaplan,DF,tr Türkiye,21,2003,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
ŽaDFsi291994,Žan Karničnik,DF,si Slovenia,29,1994,4,390.0,98.0,100.0,4.3,4,98.0,4,0,,0,1.0,2.0,2.0,0.0,0.0,,3.2,6.1,-2.9,-0.71,-0.71,Matches
GuDFge361987,Guram Kashia,DF,ge Georgia,36,1987,4,360.0,90.0,100.0,4.0,4,90.0,4,0,,0,1.0,5.0,8.0,-3.0,-0.75,,4.4,11.3,-6.9,-1.74,,Matches
ElGKal261997,Elhan Kastrati,GK,al Albania,26,1997,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
MiMFhu212002,Mihály Kata,MF,hu Hungary,21,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
LiGKsc281996,Liam Kelly,GK,sct Scotland,28,1996,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
MiDFhu202003,Milos Kerkez,DF,hu Hungary,20,2003,3,237.0,79.0,87.8,2.6,3,79.0,0,0,,0,1.0,1.0,4.0,-3.0,-1.14,-1.14,2.6,2.7,-0.1,-0.03,0.36,Matches
SeFWtr182005,Semih Kılıçsoy,FW,tr Türkiye,18,2005,1,2.0,2.0,0.4,0.0,0,,0,1,2.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.2,9.91,10.28,Matches
JoDFde281995,Joshua Kimmich,DF,de Germany,28,1995,5,480.0,96.0,100.0,5.3,5,96.0,5,0,,0,2.0,11.0,4.0,7.0,1.31,,9.7,4.4,5.3,1.07,1.07,Matches
OtMFge271996,Otar Kiteishvili,MF,ge Georgia,27,1996,2,130.0,65.0,36.1,1.4,2,65.0,1,0,,2,1.5,3.0,1.0,2.0,1.38,3.34,1.7,3.0,-1.3,-0.91,1.29,Matches
JaDFpl232000,Jakub Kiwior,DF,pl Poland,23,2000,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,0.33,3.0,6.0,-3.0,-1.0,,4.1,5.9,-1.8,-0.6,,Matches
SiDFdk341989,Simon Kjær,DF,dk Denmark,34,1989,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
LáMFhu291994,László Kleinheisler,MF,hu Hungary,29,1994,2,51.0,26.0,18.9,0.6,0,,0,2,26.0,0,1.0,1.0,2.0,-1.0,-1.76,-0.94,0.3,1.6,-1.3,-2.29,-2.73,Matches
GrGKch261997,Gregor Kobel,GK,ch Switzerland,26,1997,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
RoDFde271996,Robin Koch,DF/MF,de Germany,27,1996,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
GiMFge241999,Giorgi Kochorashvili,MF,ge Georgia,24,1999,4,360.0,90.0,100.0,4.0,4,90.0,4,0,,0,1.0,5.0,8.0,-3.0,-0.75,,4.4,11.3,-6.9,-1.74,,Matches
OrMFtr232000,Orkun Kökçü,MF,tr Türkiye,23,2000,4,221.0,55.0,49.1,2.5,3,72.0,1,1,4.0,0,2.25,6.0,4.0,2.0,0.81,1.6,4.8,4.1,0.7,0.28,1.19,Matches
RaFWfr251998,Randal Kolo Muani,FW,fr France,25,1998,5,201.0,40.0,35.3,2.2,2,74.0,0,3,18.0,1,1.6,2.0,2.0,0.0,0.0,-0.24,1.9,1.8,0.1,0.05,-0.84,Matches
IbDFfr241999,Ibrahima Konaté,DF,fr France,24,1999,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
YuDFua241999,Yukhym Konoplia,DF,ua Ukraine,24,1999,1,71.0,71.0,26.3,0.8,1,71.0,0,0,,2,0.0,0.0,3.0,-3.0,-3.8,-4.26,0.4,1.1,-0.7,-0.92,-1.34,Matches
EzDFen261997,Ezri Konsa,DF,eng England,26,1997,3,93.0,31.0,13.5,1.0,1,77.0,0,2,8.0,4,2.33,0.0,1.0,-1.0,-0.97,-1.42,0.4,1.3,-0.9,-1.04,-1.02,Matches
SeDFsk202003,Sebastián Kóša,DF,sk Slovakia,20,2003,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
FiDFrs311992,Filip Kostić,DF,rs Serbia,31,1992,1,42.0,42.0,15.6,0.5,1,42.0,0,0,,1,0.0,0.0,1.0,-1.0,-2.14,-2.14,0.1,0.3,-0.2,-0.48,-0.39,Matches
JuDFfr251998,Jules Koundé,DF,fr France,25,1998,6,570.0,95.0,100.0,6.3,6,95.0,6,0,,0,1.5,4.0,3.0,1.0,0.16,,9.0,5.2,3.8,0.63,0.63,Matches
MaMFhr291994,Mateo Kovačić,MF,hr Croatia,29,1994,3,223.0,74.0,82.6,2.5,3,74.0,1,0,,0,0.67,3.0,5.0,-2.0,-0.81,1.11,4.8,4.0,0.8,0.33,-0.65,Matches
MaGKcz232000,Matej Kovar,GK,cz Czechia,23,2000,1,36.0,36.0,13.3,0.4,0,,0,1,36.0,2,0.0,1.0,1.0,0.0,0.0,0.77,1.0,0.6,0.4,1.02,0.9,Matches
AnFWhr321991,Andrej Kramarić,FW,hr Croatia,32,1991,3,243.0,81.0,90.0,2.7,3,81.0,0,0,,0,0.67,3.0,4.0,-1.0,-0.37,6.3,4.6,3.7,0.9,0.32,-1.19,Matches
LaDFcz241999,Ladislav Krejčí,DF,cz Czechia,24,1999,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,0.33,3.0,5.0,-2.0,-0.67,,5.1,4.3,0.7,0.24,,Matches
RaDFdk261997,Rasmus Kristensen,DF/MF,dk Denmark,26,1997,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
ToMFde341990,Toni Kroos,MF,de Germany,34,1990,5,469.0,94.0,97.7,5.2,5,94.0,4,0,,0,2.0,10.0,3.0,7.0,1.34,1.34,9.6,4.4,5.3,1.08,0.92,Matches
JaFWcz271997,Jan Kuchta,FW,cz Czechia,27,1997,2,95.0,48.0,35.2,1.1,1,59.0,0,1,36.0,1,0.0,1.0,1.0,0.0,0.0,1.03,1.1,1.6,-0.5,-0.49,-1.13,Matches
JuMFsk361987,Juraj Kucka,MF,sk Slovakia,36,1987,4,350.0,88.0,89.7,3.9,4,88.0,3,0,,0,1.0,4.0,3.0,1.0,0.26,4.76,3.5,5.3,-1.8,-0.47,-1.48,Matches
MaDFal232000,Marash Kumbulla,DF,al Albania,23,2000,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
JaFWsi351989,Jasmin Kurtić,FW,si Slovenia,35,1989,1,1.0,1.0,0.3,0.0,0,,0,1,1.0,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,Matches
KhFWge222001,Khvicha Kvaratskhelia,FW,ge Georgia,22,2001,4,342.0,86.0,95.0,3.8,4,86.0,2,0,,0,1.0,5.0,8.0,-3.0,-0.79,-0.79,4.1,10.2,-6.0,-1.58,3.05,Matches
NiMFge311992,Nika Kvekveskiri,MF,ge Georgia,31,1992,1,12.0,12.0,3.3,0.1,0,,0,1,12.0,3,0.0,0.0,1.0,-1.0,-7.5,-6.98,0.0,1.0,-1.0,-7.16,-5.61,Matches
GiFWge301993,Giorgi Kvilitaia,FW,ge Georgia,30,1993,1,3.0,3.0,0.8,0.0,0,,0,1,3.0,3,1.0,0.0,0.0,0.0,0.0,0.76,0.2,0.0,0.1,4.24,6.03,Matches
SaDFge311992,Saba Kvirkvelia,DF,ge Georgia,31,1992,3,180.0,60.0,50.0,2.0,2,83.0,0,1,15.0,1,1.33,2.0,3.0,-1.0,-0.5,0.5,2.1,6.2,-4.1,-2.06,-0.65,Matches
NeGKhr241999,Nediljko Labrović,GK,hr Croatia,24,1999,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
QaMFal281996,Qazim Laçi,MF/FW,al Albania,28,1996,3,163.0,54.0,60.4,1.8,2,70.0,0,1,23.0,0,0.33,1.0,1.0,0.0,0.0,1.68,1.5,2.7,-1.2,-0.67,1.02,Matches
KoMFat261997,Konrad Laimer,MF/FW,at Austria,26,1997,4,270.0,68.0,75.0,3.0,3,81.0,1,1,28.0,0,1.5,4.0,5.0,-1.0,-0.33,-2.33,4.2,4.6,-0.4,-0.14,-1.22,Matches
ÁdDFhu311993,Ádám Lang,DF,hu Hungary,31,1993,1,45.0,45.0,16.7,0.5,1,45.0,0,0,,2,0.0,0.0,2.0,-2.0,-4.0,-3.6,0.3,1.2,-0.8,-1.62,-1.85,Matches
AyDFes291994,Aymeric Laporte,DF,es Spain,29,1994,6,525.0,88.0,79.5,5.8,6,88.0,5,0,,1,3.0,12.0,4.0,8.0,1.37,-0.63,9.9,4.2,5.7,1.04,0.94,Matches
RoDFes271996,Robin Le Normand,DF,es Spain,27,1996,6,442.0,74.0,67.0,4.9,5,79.0,3,1,45.0,0,3.0,9.0,2.0,7.0,1.43,-0.23,9.6,3.5,6.1,1.23,1.29,Matches
RaFWpt241999,Rafael Leão,FW,pt Portugal,24,1999,4,287.0,72.0,56.3,3.2,4,72.0,0,0,,0,2.0,2.0,1.0,1.0,0.31,-0.09,4.0,2.0,2.1,0.65,-0.54,Matches
RoFWpl351988,Robert Lewandowski,FW,pl Poland,35,1988,2,121.0,61.0,44.8,1.3,1,90.0,1,1,31.0,1,0.5,1.0,3.0,-2.0,-1.49,-0.88,1.7,3.8,-2.1,-1.55,-1.73,Matches
PhDFat271996,Philipp Lienhart,DF,at Austria,27,1996,3,214.0,71.0,59.4,2.4,3,71.0,1,0,,1,2.0,5.0,4.0,1.0,0.42,0.42,4.1,3.9,0.2,0.07,-0.24,Matches
MaDFnl241999,Matthijs de Ligt,DF,nl Netherlands,24,1999,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
HeGKat331990,Heinz Lindner,GK,at Austria,33,1990,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
OnMFcz251998,Ondřej Lingr,MF/FW,cz Czechia,25,1998,3,83.0,28.0,30.7,0.9,0,,0,3,28.0,0,0.33,2.0,3.0,-1.0,-1.08,-0.6,1.9,1.6,0.4,0.41,0.25,Matches
DoGKhr291995,Dominik Livaković,GK,hr Croatia,29,1995,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,0.67,3.0,6.0,-3.0,-1.0,,5.7,4.4,1.3,0.44,,Matches
StMFsk291994,Stanislav Lobotka,MF,sk Slovakia,29,1994,4,390.0,98.0,100.0,4.3,4,98.0,4,0,,0,1.0,4.0,5.0,-1.0,-0.23,,4.4,5.8,-1.4,-0.34,-0.34,Matches
SaFWge291994,Saba Lobzhanidze,FW,ge Georgia,29,1994,1,9.0,9.0,2.5,0.1,0,,0,1,9.0,3,1.0,0.0,0.0,0.0,0.0,0.77,0.2,0.0,0.1,1.41,3.23,Matches
LuDFge251998,Luka Lochoshvili,DF/MF,ge Georgia,25,1998,4,170.0,43.0,47.2,1.9,2,62.0,0,2,23.0,0,1.0,3.0,3.0,0.0,0.0,1.42,2.2,3.9,-1.7,-0.92,1.54,Matches
FeMFes202003,Fermin López,MF,es Spain,20,2003,1,29.0,29.0,4.4,0.3,0,,0,1,29.0,6,3.0,0.0,0.0,0.0,0.0,-1.57,0.2,0.4,-0.2,-0.53,-1.4,Matches
GiGKge381986,Giorgi Loria,GK,ge Georgia,38,1986,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
SaMFsi251998,Sandi Lovrić,MF,si Slovenia,25,1998,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
RoFWbe301993,Romelu Lukaku,FW,be Belgium,30,1993,4,359.0,90.0,99.7,4.0,4,90.0,3,0,,0,1.0,2.0,2.0,0.0,0.0,0.0,4.4,3.2,1.3,0.32,17.13,Matches
DoFWbe261997,Dodi Lukebakio,FW/DF,be Belgium,26,1997,3,65.0,22.0,18.1,0.7,1,55.0,0,2,5.0,0,1.0,1.0,0.0,1.0,1.38,1.69,0.9,0.4,0.4,0.6,0.4,Matches
SaMFrs271996,Saša Lukić,MF,rs Serbia,27,1996,3,209.0,70.0,77.4,2.3,3,70.0,0,0,,0,0.67,0.0,1.0,-1.0,-0.43,-0.43,1.2,1.8,-0.7,-0.29,-0.62,Matches
AnGKua241999,Andriy Lunin,GK,ua Ukraine,24,1999,1,90.0,90.0,33.3,1.0,1,90.0,1,0,,2,0.0,0.0,3.0,-3.0,-3.0,-3.5,0.7,1.1,-0.3,-0.34,-0.62,Matches
IaDFnl212002,Ian Maatsen,DF/MF,nl Netherlands,21,2002,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
MiGKfr281995,Mike Maignan,GK,fr France,28,1995,6,570.0,95.0,100.0,6.3,6,95.0,6,0,,0,1.5,4.0,3.0,1.0,0.16,,9.0,5.2,3.8,0.63,0.63,Matches
KoMFen182005,Kobbie Mainoo,MF,eng England,18,2005,6,368.0,61.0,53.3,4.1,4,80.0,0,2,25.0,1,1.83,2.0,4.0,-2.0,-0.49,-1.61,2.9,4.0,-1.1,-0.27,-0.3,Matches
LoFWhr261998,Lovro Majer,FW/MF,hr Croatia,26,1998,3,146.0,49.0,54.1,1.6,2,68.0,1,1,11.0,0,0.67,0.0,5.0,-5.0,-3.08,-4.53,2.4,3.0,-0.6,-0.4,-1.81,Matches
NeMFrs291995,Nemanja Maksimović,MF,rs Serbia,29,1995,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
DoFWnl251999,Donyell Malen,FW,nl Netherlands,25,1999,4,190.0,48.0,35.2,2.1,2,58.0,0,2,37.0,2,1.5,5.0,3.0,2.0,0.95,0.69,4.2,2.8,1.3,0.64,0.58,Matches
RuMFua301993,Ruslan Malinovskyi,MF,ua Ukraine,30,1993,3,35.0,12.0,13.0,0.4,0,,0,3,12.0,0,1.33,0.0,0.0,0.0,0.0,0.77,0.8,0.4,0.5,1.18,1.27,Matches
GiGKge232000,Giorgi Mamardashvili,GK,ge Georgia,23,2000,4,360.0,90.0,100.0,4.0,4,90.0,4,0,,0,1.0,5.0,8.0,-3.0,-0.75,,4.4,11.3,-6.9,-1.74,,Matches
DeMFro251998,Dennis Man,MF,ro Romania,25,1998,4,266.0,67.0,73.9,3.0,3,80.0,2,1,25.0,0,1.0,3.0,5.0,-2.0,-0.68,-0.68,2.3,4.8,-2.5,-0.85,-0.72,Matches
ReFWal261997,Rey Manaj,FW,al Albania,26,1997,3,156.0,52.0,57.8,1.7,2,71.0,0,1,14.0,0,0.33,1.0,3.0,-2.0,-1.15,-1.15,1.3,3.7,-2.4,-1.37,-0.69,Matches
GiDFit271996,Gianluca Mancini,DF,it Italy,27,1996,1,90.0,90.0,25.0,1.0,1,90.0,1,0,,3,0.0,0.0,2.0,-2.0,-2.0,-2.0,0.7,1.2,-0.5,-0.52,-0.24,Matches
OrMFbe251998,Orel Mangala,MF,be Belgium,25,1998,4,133.0,33.0,36.9,1.5,1,56.0,0,3,26.0,0,1.0,1.0,2.0,-1.0,-0.68,-1.07,1.7,1.6,0.1,0.05,-0.36,Matches
MaMFro251998,Marius Marin,MF,ro Romania,25,1998,4,302.0,76.0,83.9,3.4,4,76.0,1,0,,0,1.0,4.0,3.0,1.0,0.3,4.95,3.0,4.1,-1.1,-0.32,2.1,Matches
RăMFro271996,Răzvan Marin,MF,ro Romania,27,1996,4,355.0,89.0,98.6,3.9,4,89.0,3,0,,0,1.0,4.0,6.0,-2.0,-0.51,-0.51,3.5,6.1,-2.6,-0.67,-0.67,Matches
ÁdFWhu291994,Ádám Martin,FW/DF,hu Hungary,29,1994,3,45.0,15.0,16.7,0.5,0,,0,3,15.0,0,1.0,1.0,1.0,0.0,0.0,1.2,1.1,1.2,-0.1,-0.29,-0.26,Matches
MyDFua271996,Mykola Matviyenko,DF,ua Ukraine,27,1996,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,1.33,2.0,4.0,-2.0,-0.67,,3.0,2.8,0.2,0.07,,Matches
KyFWfr251998,Kylian Mbappé,FW,fr France,25,1998,5,464.0,93.0,81.4,5.2,5,93.0,3,0,,1,1.6,4.0,3.0,1.0,0.19,0.19,7.3,4.5,2.8,0.54,-0.29,Matches
RoDFsc251998,Ross McCrorie,DF/GK,sct Scotland,25,1998,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
JoMFsc291994,John McGinn,MF/FW,sct Scotland,29,1994,3,230.0,77.0,85.2,2.6,3,77.0,0,0,,0,0.33,1.0,4.0,-3.0,-1.17,3.33,0.7,3.3,-2.6,-1.01,1.03,Matches
CaMFsc301993,Callum McGregor,MF,sct Scotland,30,1993,3,246.0,82.0,91.1,2.7,3,82.0,2,0,,0,0.33,1.0,5.0,-4.0,-1.46,2.29,0.9,4.1,-3.2,-1.17,-0.1,Matches
ScDFsc271996,Scott McKenna,DF,sct Scotland,27,1996,3,134.0,45.0,49.6,1.5,1,90.0,1,2,22.0,0,0.33,1.0,2.0,-1.0,-0.67,1.98,0.7,1.6,-0.9,-0.6,1.12,Matches
KeMFsc321992,Kenny McLean,MF,sct Scotland,32,1992,3,44.0,15.0,16.3,0.5,0,,0,3,15.0,0,0.33,1.0,3.0,-2.0,-4.09,-2.9,0.4,1.3,-0.9,-1.8,-0.76,Matches
ScMFsc271996,Scott McTominay,MF,sct Scotland,27,1996,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,0.33,2.0,7.0,-5.0,-1.67,,0.9,4.4,-3.5,-1.16,,Matches
AnMFge222001,Anzor Mekvabishvili,MF,ge Georgia,22,2001,3,188.0,63.0,52.2,2.1,2,89.0,1,1,10.0,0,1.33,2.0,3.0,-1.0,-0.48,0.57,2.3,6.4,-4.1,-1.96,-0.46,Matches
MeFWnl291994,Memphis,FW/MF,nl Netherlands,29,1994,6,457.0,76.0,84.6,5.1,6,76.0,1,0,,0,1.67,8.0,6.0,2.0,0.39,-0.69,7.0,5.4,1.6,0.31,0.35,Matches
NuDFpt212002,Nuno Mendes,DF,pt Portugal,21,2002,4,419.0,105.0,82.2,4.7,4,105.0,3,0,,1,2.0,4.0,1.0,3.0,0.64,1.63,6.8,2.8,3.9,0.99,0.35,Matches
FeDFfr281995,Ferland Mendy,DF,fr France,28,1995,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
AlGKit261997,Alex Meret,GK,it Italy,26,1997,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
MiMFes271996,Mikel Merino,MF/FW,es Spain,27,1996,7,182.0,26.0,27.6,2.0,1,90.0,1,6,15.0,0,3.0,3.0,1.0,2.0,0.99,-0.71,3.0,3.0,0.0,0.02,-1.03,Matches
VaMFro232000,Valentin Mihaila,MF,ro Romania,23,2000,3,115.0,38.0,31.9,1.3,1,67.0,0,2,24.0,1,1.0,0.0,3.0,-3.0,-2.35,-2.72,0.5,2.8,-2.3,-1.83,-1.72,Matches
EnDFal251998,Enea Mihaj,DF,al Albania,25,1998,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
SrDFrs301993,Srđan Mijailović,DF,rs Serbia,30,1993,1,72.0,72.0,26.7,0.8,1,72.0,0,0,,2,1.0,0.0,0.0,0.0,0.0,0.45,0.1,0.7,-0.6,-0.76,-0.83,Matches
GeFWge232000,Georges Mikautadze,FW,ge Georgia,23,2000,4,345.0,86.0,95.8,3.8,4,86.0,2,0,,0,1.0,5.0,7.0,-2.0,-0.52,5.48,4.2,10.3,-6.1,-1.6,3.28,Matches
NiDFrs261997,Nikola Milenković,DF,rs Serbia,26,1997,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,0.67,1.0,2.0,-1.0,-0.33,,2.1,2.6,-0.5,-0.15,,Matches
SeMFrs281995,Sergej Milinković-Savić,MF,rs Serbia,28,1995,3,121.0,40.0,44.8,1.3,1,90.0,1,2,16.0,0,0.67,1.0,2.0,-1.0,-0.74,-0.74,1.0,1.0,0.0,-0.02,0.25,Matches
VaGKrs261997,Vanja Milinković-Savić,GK,rs Serbia,26,1997,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
MaDFal202003,Mario Mitaj,DF,al Albania,20,2003,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,0.33,3.0,5.0,-2.0,-0.67,,2.4,5.7,-3.2,-1.07,,Matches
AlFWrs291994,Aleksandar Mitrović,FW,rs Serbia,29,1994,3,240.0,80.0,88.9,2.7,3,80.0,2,0,,0,0.67,1.0,2.0,-1.0,-0.37,-0.37,2.0,2.4,-0.4,-0.13,0.17,Matches
MaDFde261997,Maximilian Mittelstädt,DF,de Germany,26,1997,4,304.0,76.0,63.3,3.4,3,80.0,2,1,64.0,1,1.75,8.0,3.0,5.0,1.48,0.46,5.9,2.6,3.3,1.08,0.18,Matches
FiDFrs321991,Filip Mladenović,DF,rs Serbia,32,1991,3,111.0,37.0,41.1,1.2,1,45.0,0,2,33.0,0,0.67,0.0,0.0,0.0,0.0,0.57,0.9,1.0,-0.2,-0.13,0.03,Matches
JaMFsi251998,Jan Mlakar,MF,si Slovenia,25,1998,4,295.0,74.0,75.6,3.3,4,74.0,0,0,,0,1.0,0.0,1.0,-1.0,-0.31,-1.25,1.9,4.0,-2.1,-0.64,0.09,Matches
JaMFpl241999,Jakub Moder,MF,pl Poland,24,1999,3,180.0,60.0,66.7,2.0,1,90.0,1,2,45.0,0,0.33,1.0,4.0,-3.0,-1.5,-1.5,2.8,4.3,-1.4,-0.71,-0.35,Matches
LuMFhr381985,Luka Modrić,MF,hr Croatia,38,1985,3,233.0,78.0,86.3,2.6,3,78.0,1,0,,0,0.67,3.0,5.0,-2.0,-0.77,1.66,4.8,4.2,0.6,0.24,-1.51,Matches
VaDFro311992,Vasile Mogos,DF,ro Romania,31,1992,1,37.0,37.0,10.3,0.4,1,37.0,0,0,,3,0.0,0.0,1.0,-1.0,-2.43,-2.15,0.2,0.4,-0.2,-0.47,0.22,Matches
HoGKro261998,Horaţiu Moldovan,GK,ro Romania,26,1998,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
ÁlFWes311992,Álvaro Morata,FW,es Spain,31,1992,7,449.0,64.0,68.0,5.0,6,72.0,0,1,19.0,0,3.0,10.0,2.0,8.0,1.6,0.32,8.1,3.8,4.3,0.86,0.17,Matches
LeDFsc271996,Lewis Morgan,DF,sct Scotland,27,1996,1,2.0,2.0,0.7,0.0,0,,0,1,2.0,2,0.0,0.0,1.0,-1.0,-45.0,-43.66,0.1,0.8,-0.7,-29.67,-28.73,Matches
ErFWal222001,Ernest Muçi,FW,al Albania,22,2001,2,14.0,7.0,5.2,0.2,0,,0,2,7.0,1,0.0,0.0,0.0,0.0,0.0,0.7,0.4,0.0,0.4,2.68,3.96,Matches
MyFWua232001,Mykhailo Mudryk,FW/MF,ua Ukraine,23,2001,2,174.0,87.0,64.4,1.9,2,87.0,1,0,,0,1.5,2.0,4.0,-2.0,-1.03,-1.03,2.2,1.9,0.3,0.16,0.24,Matches
MeDFtr241999,Mert Müldür,DF/MF,tr Türkiye,24,1999,4,345.0,86.0,76.7,3.8,4,86.0,2,0,,1,2.25,7.0,5.0,2.0,0.52,2.24,5.0,6.8,-1.8,-0.46,-0.58,Matches
ThMFde341989,Thomas Müller,MF/FW,de Germany,34,1989,2,58.0,29.0,12.1,0.6,0,,0,2,29.0,3,1.5,2.0,2.0,0.0,0.0,-1.49,1.3,0.9,0.4,1.33,0.35,Matches
JaFWde202003,Jamal Musiala,FW,de Germany,20,2003,5,419.0,84.0,87.3,4.7,5,84.0,1,0,,0,2.0,9.0,3.0,6.0,1.29,-0.19,8.4,3.9,4.5,1.04,0.18,Matches
YvGKch291994,Yvon Mvogo,GK,ch Switzerland,29,1994,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
PhDFat301994,Phillipp Mwene,DF,at Austria,30,1994,3,194.0,65.0,53.9,2.2,3,65.0,0,0,,1,1.0,1.0,3.0,-2.0,-0.93,-2.55,1.9,3.8,-1.9,-0.88,-2.26,Matches
BoDFua261997,Bohdan Mykhaylychenko,DF,ua Ukraine,26,1997,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
ViDFua241999,Vitaliy Mykolenko,DF,ua Ukraine,24,1999,1,57.0,57.0,21.1,0.6,1,57.0,0,0,,2,1.0,0.0,0.0,0.0,0.0,0.85,0.3,0.5,-0.2,-0.36,-0.54,Matches
JoDFdk261997,Joakim Mæhle,DF/MF,dk Denmark,26,1997,4,283.0,71.0,78.6,3.1,3,90.0,3,1,13.0,0,0.75,1.0,3.0,-2.0,-0.64,-0.64,2.7,4.1,-1.4,-0.44,-1.53,Matches
