ID,Player,Pos,Squad,Age,Born,PlayingTimeMP,PlayingTimeMin,PlayingTimeMn/MP,PlayingTimeMin%,PlayingTime90s,Starts,StartsMn/Start,StartsCompl,Subs,SubsMn/Sub,SubsunSub,TeamSuccessPPM,TeamSuccessonG,TeamSuccessonGA,TeamSuccess+/-,TeamSuccess+/-90,TeamSuccessOn-Off,TeamSuccess(xG)onxG,TeamSuccess(xG)onxGA,TeamSuccess(xG)xG+/-,TeamSuccess(xG)xG+/-90,TeamSuccess(xG)On-Off,Matches
NaDFes341990,Nacho,DF,es Spain,34,1990,4,263.0,66.0,39.8,2.9,2,90.0,2,2,42.0,2,3.0,8.0,2.0,6.0,2.05,0.92,4.4,5.3,-1.0,-0.37,-1.82,Matches
ÁdMFhu281995,Ádám Nagy,MF,hu Hungary,28,1995,3,159.0,53.0,58.9,1.8,2,65.0,0,1,30.0,0,1.0,2.0,3.0,-1.0,-0.57,1.06,3.0,2.2,0.8,0.43,1.21,Matches
ZsDFhu301993,Zsolt Nagy,DF,hu Hungary,30,1993,2,21.0,11.0,7.8,0.2,0,,0,2,11.0,1,1.5,1.0,0.0,1.0,4.29,5.73,1.1,0.5,0.6,2.51,2.8,Matches
JeDFes381985,Jesús Navas,DF,es Spain,38,1985,3,157.0,52.0,23.8,1.7,2,74.0,1,1,10.0,4,3.0,4.0,1.0,3.0,1.72,0.29,2.7,1.2,1.5,0.88,0.1,Matches
DaMFch232000,Dan Ndoye,MF/DF,ch Switzerland,23,2000,5,407.0,81.0,84.8,4.5,5,81.0,0,0,,0,1.8,7.0,3.0,4.0,0.88,0.88,5.4,3.9,1.5,0.33,-0.06,Matches
IoDFro271996,Ionuț Nedelcearu,DF,ro Romania,27,1996,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
LoDFhu331991,Loïc Nego,DF/MF,hu Hungary,33,1991,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
PeDFpt232000,Pedro Neto,DF/FW,pt Portugal,23,2000,3,120.0,40.0,23.5,1.3,1,74.0,0,2,23.0,2,2.0,2.0,2.0,0.0,0.0,-0.46,2.8,1.7,1.1,0.84,-0.06,Matches
MaGKde371986,Manuel Neuer,GK,de Germany,37,1986,5,480.0,96.0,100.0,5.3,5,96.0,5,0,,0,2.0,11.0,4.0,7.0,1.31,,9.7,4.4,5.3,1.07,1.07,Matches
JoMFpt192004,João Neves,MF,pt Portugal,19,2004,2,77.0,39.0,15.1,0.9,1,74.0,0,1,3.0,3,1.5,0.0,2.0,-2.0,-2.34,-3.17,1.1,1.6,-0.5,-0.62,-1.77,Matches
RúMFpt261997,Rúben Neves,MF,pt Portugal,26,1997,4,125.0,31.0,24.5,1.4,0,,0,4,31.0,1,1.25,1.0,1.0,0.0,0.0,-0.47,3.7,1.9,1.8,1.81,1.13,Matches
FlGKro361987,Florin Niță,GK,ro Romania,36,1987,4,360.0,90.0,100.0,4.0,4,90.0,4,0,,0,1.0,4.0,6.0,-2.0,-0.5,,3.5,6.1,-2.6,-0.66,,Matches
MaMFpt251998,Matheus Nunes,MF,pt Portugal,25,1998,2,18.0,9.0,3.5,0.2,0,,0,2,9.0,3,0.5,0.0,0.0,0.0,0.0,-0.37,1.3,0.0,1.2,6.86,6.17,Matches
ChMFdk291994,Christian Nørgaard,MF,dk Denmark,29,1994,3,38.0,13.0,10.6,0.4,0,,0,3,13.0,1,0.67,0.0,0.0,0.0,0.0,0.56,0.7,0.4,0.3,0.7,0.91,Matches
AdDFsk212002,Adam Obert,DF,sk Slovakia,21,2002,2,25.0,13.0,6.4,0.3,0,,0,2,13.0,2,1.5,0.0,1.0,-1.0,-3.6,-3.6,0.2,0.4,-0.1,-0.51,-0.21,Matches
JaGKsi311993,Jan Oblak,GK,si Slovenia,31,1993,4,390.0,98.0,100.0,4.3,4,98.0,4,0,,0,1.0,2.0,2.0,0.0,0.0,,3.2,6.1,-2.9,-0.71,-0.71,Matches
NoFWch232000,Noah Okafor,FW/MF,ch Switzerland,23,2000,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
DaMFro251998,Darius Olaru,MF,ro Romania,25,1998,2,26.0,13.0,7.2,0.3,0,,0,2,13.0,2,0.0,0.0,2.0,-2.0,-6.92,-6.92,0.5,0.9,-0.4,-1.48,-0.88,Matches
DaMFes251998,Dani Olmo,MF/FW,es Spain,25,1998,6,432.0,72.0,65.5,4.8,3,83.0,1,3,61.0,1,3.0,9.0,3.0,6.0,1.25,-0.72,7.1,5.0,2.0,0.46,-0.89,Matches
AmMFbe222001,Amadou Onana,MF,be Belgium,22,2001,4,360.0,90.0,100.0,4.0,4,90.0,4,0,,0,1.0,2.0,2.0,0.0,0.0,,4.5,3.4,1.1,0.28,,Matches
LoFWbe232000,Loïs Openda,FW,be Belgium,23,2000,3,70.0,23.0,19.4,0.8,1,62.0,0,2,4.0,1,0.33,0.0,0.0,0.0,0.0,0.0,0.3,1.0,-0.7,-0.9,-1.46,Matches
WiDFhu311992,Willi Orban,DF,hu Hungary,31,1992,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,1.0,2.0,5.0,-3.0,-1.0,,3.7,3.9,-0.2,-0.07,,Matches
MiFWes261997,Mikel Oyarzabal,FW,es Spain,26,1997,7,201.0,29.0,30.5,2.2,1,61.0,0,6,23.0,0,3.0,5.0,2.0,3.0,1.34,-0.23,4.6,2.8,1.8,0.94,0.18,Matches
SaMFtr261998,Salih Özcan,MF,tr Türkiye,26,1998,4,155.0,39.0,34.4,1.7,2,61.0,0,2,17.0,1,2.25,3.0,3.0,0.0,0.0,0.0,2.0,3.7,-1.7,-0.96,-0.97,Matches
JoMFpt281995,João Palhinha,MF,pt Portugal,28,1995,4,299.0,75.0,58.6,3.3,4,75.0,1,0,,1,1.25,2.0,1.0,1.0,0.3,-0.13,4.0,2.2,1.8,0.59,-0.62,Matches
CoMFen212002,Cole Palmer,MF/FW,eng England,21,2002,5,149.0,30.0,21.6,1.7,0,,0,5,30.0,2,1.6,5.0,1.0,4.0,2.42,2.75,2.0,1.9,0.0,0.04,0.2,Matches
MaMFhr232000,Marco Pašalić,MF,hr Croatia,23,2000,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
MaFWhr281995,Mario Pašalić,FW/MF,hr Croatia,28,1995,3,116.0,39.0,43.0,1.3,1,45.0,0,2,36.0,0,0.67,2.0,1.0,1.0,0.78,3.11,3.3,1.0,2.2,1.72,2.24,Matches
RuGKpt351988,Rui Patrício,GK,pt Portugal,35,1988,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
BeDFfr271996,Benjamin Pavard,DF,fr France,27,1996,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
StDFrs222001,Strahinja Pavlović,DF,rs Serbia,22,2001,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,0.67,1.0,2.0,-1.0,-0.33,,2.1,2.6,-0.5,-0.15,,Matches
PeMFes212002,Pedri,MF,es Spain,21,2002,4,186.0,47.0,28.2,2.1,4,47.0,0,0,,1,3.0,6.0,1.0,5.0,2.42,1.28,5.2,1.4,3.8,1.84,1.44,Matches
PeDFsk371986,Peter Pekarík,DF,sk Slovakia,37,1986,4,377.0,94.0,96.7,4.2,4,94.0,2,0,,0,1.0,4.0,5.0,-1.0,-0.24,-0.24,4.1,5.7,-1.5,-0.36,-1.37,Matches
LoFWit271996,Lorenzo Pellegrini,FW/MF,it Italy,27,1996,4,218.0,55.0,60.6,2.4,3,67.0,0,1,16.0,0,1.0,2.0,2.0,0.0,0.0,1.27,2.1,2.2,-0.1,-0.04,0.77,Matches
PaGKat271997,Patrick Pentz,GK,at Austria,27,1997,4,360.0,90.0,100.0,4.0,4,90.0,4,0,,0,1.5,7.0,6.0,1.0,0.25,,6.9,6.3,0.7,0.17,,Matches
PeDFpt401983,Pepe,DF,pt Portugal,40,1983,4,408.0,102.0,80.0,4.5,4,102.0,2,0,,1,2.0,5.0,1.0,4.0,0.88,2.65,7.3,2.8,4.4,1.05,0.65,Matches
DaDFpt321991,Danilo Pereira,DF,pt Portugal,32,1991,1,90.0,90.0,17.6,1.0,1,90.0,1,0,,4,0.0,0.0,2.0,-2.0,-2.0,-2.86,2.0,1.6,0.3,0.35,-0.65,Matches
AyFWes301993,Ayoze Pérez,FW,es Spain,30,1993,1,13.0,13.0,2.0,0.1,0,,0,1,13.0,4,3.0,0.0,0.0,0.0,0.0,-1.53,0.4,0.1,0.3,2.15,1.37,Matches
IvDFhr341989,Ivan Perišić,DF/FW,hr Croatia,34,1989,3,139.0,46.0,51.5,1.5,1,83.0,0,2,28.0,0,0.67,2.0,2.0,0.0,0.0,2.06,3.3,1.4,1.9,1.2,1.56,Matches
BrFWhr291994,Bruno Petković,FW,hr Croatia,29,1994,2,87.0,44.0,32.2,1.0,1,68.0,0,1,19.0,1,0.5,0.0,1.0,-1.0,-1.03,-0.05,2.3,1.0,1.3,1.31,1.28,Matches
ĐoGKrs241999,Đorđe Petrović,GK,rs Serbia,24,1999,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
KrFWpl281995,Krzysztof Piątek,FW,pl Poland,28,1995,1,59.0,59.0,21.9,0.7,1,59.0,0,0,,2,0.0,1.0,1.0,0.0,0.0,1.28,1.1,0.7,0.4,0.64,1.58,Matches
JoGKen291994,Jordan Pickford,GK,eng England,29,1994,7,690.0,99.0,100.0,7.7,7,99.0,7,0,,0,1.71,8.0,6.0,2.0,0.26,,6.1,7.0,-1.0,-0.14,-0.14,Matches
JaMFpl261997,Jakub Piotrowski,MF,pl Poland,26,1997,2,58.0,29.0,21.5,0.6,1,45.0,0,1,13.0,1,0.0,1.0,2.0,-1.0,-1.55,-0.7,1.9,0.7,1.2,1.9,3.18,Matches
MarFWhr281995,Marko Pjaca,FW/MF,hr Croatia,28,1995,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
MaDFhr261997,Marin Pongračić,DF,hr Croatia,26,1997,2,180.0,90.0,66.7,2.0,2,90.0,2,0,,1,0.5,1.0,4.0,-3.0,-1.5,-1.5,3.1,2.9,0.2,0.08,-1.08,Matches
RyDFsc241999,Ryan Porteous,DF,sct Scotland,24,1999,1,43.0,43.0,15.9,0.5,1,43.0,0,0,,0,0.0,0.0,2.0,-2.0,-4.19,-3.0,0.0,0.5,-0.5,-1.06,0.12,Matches
StDFat261997,Stefan Posch,DF,at Austria,26,1997,4,360.0,90.0,100.0,4.0,4,90.0,4,0,,0,1.5,7.0,6.0,1.0,0.25,,6.9,6.3,0.7,0.17,,Matches
YuFWdk291994,Yussuf Poulsen,FW/MF,dk Denmark,29,1994,4,57.0,14.0,15.8,0.6,0,,0,4,14.0,0,0.75,0.0,0.0,0.0,0.0,0.59,0.7,0.7,0.0,0.03,0.18,Matches
AlDFat222001,Alexander Prass,DF,at Austria,22,2001,4,166.0,42.0,46.1,1.8,1,90.0,1,3,25.0,0,1.5,6.0,3.0,3.0,1.63,2.55,5.0,2.5,2.5,1.38,2.26,Matches
LuMFcz271996,Lukáš Provod,MF,cz Czechia,27,1996,3,232.0,77.0,85.9,2.6,3,77.0,0,0,,0,0.33,3.0,3.0,0.0,0.0,4.74,4.5,3.0,1.5,0.58,2.45,Matches
TyDFpl251999,Tymoteusz Puchacz,DF/MF,pl Poland,25,1999,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
GeFWro271996,George Pușcaș,FW,ro Romania,27,1996,2,40.0,20.0,11.1,0.4,0,,0,2,20.0,2,2.0,0.0,0.0,0.0,0.0,0.56,0.0,0.4,-0.4,-0.89,-0.26,Matches
LeDFat202003,Leopold Querfeld,DF,at Austria,20,2003,1,27.0,27.0,7.5,0.3,0,,0,1,27.0,3,3.0,1.0,1.0,0.0,0.0,-0.27,0.1,0.2,-0.1,-0.24,-0.44,Matches
AdMFfr281995,Adrien Rabiot,MF,fr France,28,1995,5,371.0,74.0,65.1,4.1,5,74.0,2,0,,0,1.6,4.0,2.0,2.0,0.49,0.94,7.0,2.4,4.7,1.13,1.54,Matches
BoDFro232000,Bogdan Racovitan,DF,ro Romania,23,2000,2,57.0,29.0,15.8,0.6,0,,0,2,29.0,2,1.5,0.0,2.0,-2.0,-3.16,-3.16,0.1,2.5,-2.4,-3.77,-3.69,Matches
PrGKrs281995,Predrag Rajković,GK,rs Serbia,28,1995,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,0.67,1.0,2.0,-1.0,-0.33,,2.1,2.6,-0.5,-0.15,,Matches
AnDFsc251998,Anthony Ralston,DF,sct Scotland,25,1998,3,262.0,87.0,97.0,2.9,3,87.0,2,0,,0,0.33,2.0,6.0,-4.0,-1.37,9.88,0.8,3.6,-2.8,-0.97,6.45,Matches
YlMFal271996,Ylber Ramadani,MF,al Albania,27,1996,3,264.0,88.0,97.8,2.9,3,88.0,2,0,,0,0.33,2.0,5.0,-3.0,-1.02,-16.02,2.0,5.4,-3.5,-1.18,-4.89,Matches
GoFWpt222001,Gonçalo Ramos,FW,pt Portugal,22,2001,1,25.0,25.0,4.9,0.3,0,,0,1,25.0,4,0.0,0.0,0.0,0.0,0.0,-0.37,1.2,0.1,1.1,4.04,3.32,Matches
AaGKen251998,Aaron Ramsdale,GK,eng England,25,1998,0,,,,,0,,0,0,,7,,,,,,,,,,,,Matches
GiFWit232000,Giacomo Raspadori,FW,it Italy,23,2000,2,83.0,42.0,23.1,0.9,1,74.0,0,1,9.0,2,0.5,0.0,1.0,-1.0,-1.08,-0.76,0.9,1.2,-0.3,-0.31,0.05,Matches
AnDFro251998,Andrei Ratiu,DF,ro Romania,25,1998,4,359.0,90.0,99.7,4.0,4,90.0,3,0,,0,1.0,4.0,6.0,-2.0,-0.5,-0.5,3.5,6.1,-2.7,-0.67,-2.18,Matches
PeFWrs202003,Petar Ratkov,FW,rs Serbia,20,2003,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
DaDFde251998,David Raum,DF,de Germany,25,1998,3,166.0,55.0,34.6,1.8,2,68.0,0,1,30.0,2,1.33,3.0,1.0,2.0,1.08,-0.35,3.4,1.6,1.8,0.96,-0.06,Matches
HeGKsk261997,Henrich Ravas,GK,sk Slovakia,26,1997,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
DaGKes281995,David Raya,GK,es Spain,28,1995,1,90.0,90.0,13.6,1.0,1,90.0,1,0,,6,3.0,1.0,0.0,1.0,1.0,-0.58,1.5,0.5,1.0,1.02,0.25,Matches
TiMFnl251998,Tijjani Reijnders,MF,nl Netherlands,25,1998,6,496.0,83.0,91.9,5.5,6,83.0,4,0,,0,1.67,8.0,6.0,2.0,0.36,-1.68,7.7,5.6,2.1,0.38,1.42,Matches
ÁlGKes281995,Álex Remiro,GK,es Spain,28,1995,0,,,,,0,,0,0,,7,,,,,,,,,,,,Matches
MaFWit241999,Mateo Retegui,FW,it Italy,24,1999,4,152.0,38.0,42.2,1.7,1,90.0,1,3,21.0,0,1.0,1.0,1.0,0.0,0.0,0.87,1.6,1.8,-0.2,-0.12,0.4,Matches
DeMFen251999,Declan Rice,MF,eng England,25,1999,7,690.0,99.0,100.0,7.7,7,99.0,7,0,,0,1.71,8.0,6.0,2.0,0.26,,6.1,7.0,-1.0,-0.14,-0.14,Matches
FaMFch212002,Fabian Rieder,MF,ch Switzerland,21,2002,5,218.0,44.0,45.4,2.4,3,66.0,0,2,11.0,0,1.8,4.0,0.0,4.0,1.65,1.65,2.8,1.4,1.4,0.56,0.4,Matches
ToMFsk212002,Tomas Rigo,MF,sk Slovakia,21,2002,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
AnDFsc291994,Andrew Robertson,DF,sct Scotland,29,1994,3,268.0,89.0,99.3,3.0,3,89.0,2,0,,0,0.33,2.0,6.0,-4.0,-1.34,43.66,0.8,3.6,-2.8,-0.95,28.73,Matches
MaGKsk271996,Marek Rodák,GK,sk Slovakia,27,1996,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
RoMFes271996,Rodri,MF,es Spain,27,1996,6,520.0,87.0,78.8,5.8,6,87.0,4,0,,0,3.0,12.0,3.0,9.0,1.56,0.27,9.7,5.9,3.8,0.69,-0.45,Matches
RiDFch311992,Ricardo Rodríguez,DF,ch Switzerland,31,1992,5,480.0,96.0,100.0,5.3,5,96.0,5,0,,0,1.8,8.0,4.0,4.0,0.75,,6.7,4.9,1.8,0.37,0.37,Matches
TaMFpl321991,Taras Romanchuk,MF,pl Poland,32,1991,1,54.0,54.0,20.0,0.6,1,54.0,0,0,,2,0.0,1.0,1.0,0.0,0.0,1.25,0.2,1.2,-1.0,-1.7,-1.38,Matches
CrFWpt381985,Cristiano Ronaldo,FW,pt Portugal,38,1985,5,485.0,97.0,95.1,5.4,5,97.0,4,0,,0,1.6,5.0,3.0,2.0,0.37,0.37,8.3,4.4,3.9,0.82,-0.37,Matches
AnDFde301993,Antonio Rüdiger,DF,de Germany,30,1993,5,480.0,96.0,100.0,5.3,5,96.0,5,0,,0,2.0,11.0,4.0,7.0,1.31,,9.7,4.4,5.3,1.07,1.07,Matches
FaMFes271996,Fabián Ruiz Peña,MF,es Spain,27,1996,6,540.0,90.0,81.8,6.0,6,90.0,3,0,,1,3.0,12.0,4.0,8.0,1.33,-0.92,9.9,5.7,4.2,0.7,-0.6,Matches
AdMFro271996,Adrian Rus,MF,ro Romania,27,1996,2,21.0,11.0,5.8,0.2,0,,0,2,11.0,2,2.0,0.0,0.0,0.0,0.0,0.53,0.0,0.4,-0.4,-1.64,-1.03,Matches
FrGKdk311992,Frederik Rønnow,GK,dk Denmark,31,1992,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
JoGKpt311993,José Sá,GK,pt Portugal,31,1993,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
MaFWat291994,Marcel Sabitzer,FW/MF,at Austria,29,1994,4,360.0,90.0,100.0,4.0,4,90.0,4,0,,0,1.5,7.0,6.0,1.0,0.25,,6.9,6.3,0.7,0.17,,Matches
BuFWen222001,Bukayo Saka,FW/DF,eng England,22,2001,7,632.0,90.0,91.6,7.0,7,90.0,3,0,,0,1.71,8.0,6.0,2.0,0.28,0.28,5.5,6.5,-0.9,-0.14,-0.09,Matches
BaDFpl321991,Bartosz Salamon,DF,pl Poland,32,1991,1,85.0,85.0,31.5,0.9,1,85.0,0,0,,2,0.0,1.0,2.0,-1.0,-1.06,-0.09,0.9,1.4,-0.5,-0.53,0.1,Matches
WiDFfr222001,William Saliba,DF,fr France,22,2001,6,570.0,95.0,100.0,6.3,6,95.0,6,0,,0,1.5,4.0,3.0,1.0,0.16,,9.0,5.2,3.8,0.63,0.63,Matches
RoMFhu261997,Roland Sallai,MF,hu Hungary,26,1997,3,266.0,89.0,98.5,3.0,3,89.0,2,0,,0,1.0,2.0,5.0,-3.0,-1.02,-1.02,3.4,3.8,-0.4,-0.13,-4.01,Matches
LaMFrs212002,Lazar Samardzic,MF,rs Serbia,21,2002,2,54.0,27.0,20.0,0.6,1,45.0,0,1,9.0,1,1.0,1.0,0.0,1.0,1.67,2.5,0.4,0.5,-0.1,-0.24,-0.11,Matches
BrGKfr291994,Brice Samba,GK,fr France,29,1994,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
LeFWde281996,Leroy Sané,FW,de Germany,28,1996,5,208.0,42.0,43.3,2.3,2,66.0,0,3,25.0,0,2.0,6.0,1.0,5.0,2.16,1.5,4.0,2.0,2.0,0.88,-0.22,Matches
LeFWsk182005,Leo Sauer,FW,sk Slovakia,18,2005,1,5.0,5.0,1.3,0.1,0,,0,1,5.0,3,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.55,0.88,Matches
GiFWit251999,Gianluca Scamacca,FW,it Italy,25,1999,4,251.0,63.0,69.7,2.8,3,78.0,1,1,16.0,0,1.0,3.0,4.0,-1.0,-0.36,0.47,2.3,3.0,-0.7,-0.24,0.36,Matches
AnMFhu241999,András Schäfer,MF,hu Hungary,24,1999,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,1.0,2.0,5.0,-3.0,-1.0,,3.7,3.9,-0.2,-0.07,,Matches
FaDFch321991,Fabian Schär,DF,ch Switzerland,32,1991,5,480.0,96.0,100.0,5.3,5,96.0,5,0,,0,1.8,8.0,4.0,4.0,0.75,,6.7,4.9,1.8,0.37,0.37,Matches
PaFWcz281996,Patrik Schick,FW,cz Czechia,28,1996,2,127.0,64.0,47.0,1.4,2,64.0,0,0,,0,0.33,2.0,3.0,-1.0,-0.71,-0.08,2.8,1.9,0.9,0.64,0.76,Matches
NiDFde241999,Nico Schlotterbeck,DF,de Germany,24,1999,2,120.0,60.0,25.0,1.3,1,90.0,1,1,30.0,2,1.33,4.0,2.0,2.0,1.5,0.25,3.4,1.2,2.2,1.66,0.88,Matches
KaGKdk371986,Kasper Schmeichel,GK,dk Denmark,37,1986,4,360.0,90.0,100.0,4.0,4,90.0,4,0,,0,0.75,2.0,4.0,-2.0,-0.5,,4.3,4.8,-0.5,-0.12,,Matches
RoFWat242000,Romano Schmid,FW/MF,at Austria,24,2000,4,145.0,36.0,40.3,1.6,2,67.0,0,2,6.0,0,1.5,3.0,3.0,0.0,0.0,-0.42,1.8,2.6,-0.8,-0.47,-1.06,Matches
JeMFnl271997,Jerdy Schouten,MF,nl Netherlands,27,1997,6,500.0,83.0,92.6,5.6,6,83.0,4,0,,0,1.67,8.0,7.0,1.0,0.18,-4.32,6.8,6.4,0.4,0.08,-2.42,Matches
IvFWsk301993,Ivan Schranz,FW,sk Slovakia,30,1993,4,331.0,83.0,84.9,3.7,4,83.0,0,0,,0,1.0,4.0,3.0,1.0,0.27,3.32,3.5,5.2,-1.7,-0.47,-1.02,Matches
TaFWal271996,Taulant Seferi,FW,al Albania,27,1996,2,94.0,47.0,34.8,1.0,1,67.0,0,1,27.0,1,0.5,2.0,4.0,-2.0,-1.91,-1.91,0.7,2.9,-2.1,-2.03,-1.46,Matches
MaMFat232001,Matthias Seidl,MF,at Austria,23,2001,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
NiMFat222001,Nicolas Seiwald,MF,at Austria,22,2001,4,360.0,90.0,100.0,4.0,4,90.0,4,0,,0,1.5,7.0,6.0,1.0,0.25,,6.9,6.3,0.7,0.17,,Matches
MaGKbe311992,Matz Sels,GK,be Belgium,31,1992,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
NéDFpt301993,Nélson Semedo,DF,pt Portugal,30,1993,5,100.0,20.0,19.6,1.1,0,,0,5,20.0,0,1.6,1.0,0.0,1.0,0.9,0.68,3.2,0.6,2.6,3.55,3.07,Matches
BeFWsi202003,Benjamin Šeško,FW,si Slovenia,20,2003,4,358.0,90.0,91.8,4.0,4,90.0,1,0,,0,1.0,2.0,1.0,1.0,0.25,3.06,3.2,5.6,-2.5,-0.67,-0.08,Matches
PeMFcz291994,Petr Ševčík,MF,cz Czechia,29,1994,2,22.0,11.0,8.1,0.2,0,,0,2,11.0,1,0.5,0.0,1.0,-1.0,-4.09,-3.73,0.3,0.9,-0.6,-2.6,-3.09,Matches
StFWit311992,Stephan El Shaarawy,FW,it Italy,31,1992,1,45.0,45.0,12.5,0.5,1,45.0,0,0,,3,0.0,0.0,1.0,-1.0,-2.0,-1.71,0.0,1.0,-0.9,-1.85,-1.72,Matches
LaFWsc281995,Lawrence Shankland,FW,sct Scotland,28,1995,3,25.0,8.0,9.3,0.3,0,,0,3,8.0,0,0.33,1.0,2.0,-1.0,-3.6,-2.13,0.2,0.9,-0.7,-2.49,-1.47,Matches
MyMFua251998,Mykola Shaparenko,MF,ua Ukraine,25,1998,3,220.0,73.0,81.5,2.4,3,73.0,0,0,,0,1.33,2.0,4.0,-2.0,-0.82,-0.82,2.0,2.4,-0.5,-0.18,-1.38,Matches
XhMFch321991,Xherdan Shaqiri,MF/FW,ch Switzerland,32,1991,2,71.0,36.0,14.8,0.8,1,59.0,0,1,12.0,3,1.0,1.0,1.0,0.0,0.0,-0.88,1.2,0.2,0.9,1.42,1.22,Matches
LuDFen281995,Luke Shaw,DF,eng England,28,1995,3,178.0,59.0,25.8,2.0,1,90.0,1,2,44.0,3,1.33,3.0,2.0,1.0,0.51,0.33,1.0,2.6,-1.5,-0.92,-1.01,Matches
LeFWge281995,Levan Shengelia,FW/MF,ge Georgia,28,1995,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
ViMFch281995,Vincent Sierro,MF,ch Switzerland,28,1995,4,38.0,10.0,7.9,0.4,0,,0,4,10.0,1,2.0,1.0,0.0,1.0,2.37,1.76,1.2,0.3,1.0,2.44,2.26,Matches
GaMFge182005,Gabriel Sigua,MF,ge Georgia,18,2005,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
AnDFpt202003,António Silva,DF,pt Portugal,20,2003,2,73.0,37.0,14.3,0.8,1,65.0,0,1,8.0,3,1.5,0.0,2.0,-2.0,-2.47,-3.29,1.0,1.6,-0.6,-0.69,-1.84,Matches
BeFWpt291994,Bernardo Silva,FW/MF,pt Portugal,29,1994,4,420.0,105.0,82.4,4.7,4,105.0,4,0,,1,2.0,5.0,1.0,4.0,0.86,2.86,7.5,2.8,4.7,1.17,0.96,Matches
UnGKes261997,Unai Simón,GK,es Spain,26,1997,6,570.0,95.0,86.4,6.3,6,95.0,6,0,,1,3.0,14.0,4.0,10.0,1.58,0.58,11.2,6.3,4.9,0.82,0.05,Matches
XaMFnl202003,Xavi Simons,MF/FW,nl Netherlands,20,2003,6,454.0,76.0,84.1,5.0,5,80.0,1,1,56.0,0,1.67,9.0,6.0,3.0,0.59,0.59,6.8,5.0,1.9,0.37,0.69,Matches
MiDFpl232000,Michał Skóraś,DF,pl Poland,23,2000,1,23.0,23.0,8.5,0.3,0,,0,1,23.0,2,1.0,1.0,0.0,1.0,3.91,5.37,0.8,0.2,0.6,2.45,3.33,Matches
ŁuGKpl321991,Łukasz Skorupski,GK,pl Poland,32,1991,1,90.0,90.0,33.3,1.0,1,90.0,1,0,,2,1.0,1.0,1.0,0.0,0.0,1.5,1.2,2.3,-1.1,-1.13,-0.8,Matches
AnMFdk241999,Andreas Skov Olsen,MF/FW,dk Denmark,24,1999,3,122.0,41.0,33.9,1.4,1,68.0,0,2,27.0,1,0.67,0.0,2.0,-2.0,-1.48,-1.48,1.5,2.4,-0.8,-0.62,-0.76,Matches
