Rk,Player,Pos,Squad,Age,Born,PlayingTimeMP,PlayingTimeStarts,PlayingTimeMin,PlayingTime90s,PerformanceGls,PerformanceAst,PerformanceG+A,PerformanceG-PK,PerformancePK,PerformancePKatt,PerformanceCrdY,PerformanceCrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,ProgressionPrgC,ProgressionPrgP,ProgressionPrgR,Per90MinGls,Per90MinAst,Per90MinG+A,Per90MinG-PK,Per90MinG+A-PK,Per90Min_xG,Per90Min_xAG,Per90Min_xG+xAG,Per90Min_npxG,Per90Min_npxG+xAG,Matches,ID
196,İrfan Kahveci,FW,tr Türkiye,28,1995,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,İrFWtr281995
197,Otar Kakabadze,DF/MF,ge Georgia,28,1995,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.6,0.6,3,12,9,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.16,0.0,0.16,Matches,OtDFge281995
198,Harry Kane,FW,eng England,30,1993,7,7,601,6.7,3,0,3,2,1,1,2,0,2.8,2.1,0.3,2.3,3,18,18,0.45,0.0,0.45,0.3,0.3,0.42,0.04,0.46,0.31,0.35,Matches,HaFWen301993
199,N'Golo Kanté,MF,fr France,32,1991,6,6,511,5.7,0,0,0,0,0,0,0,0,0.1,0.1,1.4,1.5,16,44,19,0.0,0.0,0.0,0.0,0.0,0.03,0.26,0.29,0.03,0.29,Matches,N'MFfr321991
200,Žan Karničnik,DF,si Slovenia,29,1994,4,4,390,4.3,1,0,1,1,0,0,1,0,0.5,0.5,0.0,0.5,8,7,10,0.23,0.0,0.23,0.23,0.23,0.13,0.0,0.13,0.13,0.13,Matches,ŽaDFsi291994
201,Guram Kashia,DF,ge Georgia,36,1987,4,4,360,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GuDFge361987
202,Milos Kerkez,DF,hu Hungary,20,2003,3,3,237,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,9,5,9,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,MiDFhu202003
203,Semih Kılıçsoy,FW,tr Türkiye,18,2005,1,0,2,0.0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,0,1,0.0,0.0,0.0,0.0,0.0,9.23,0.0,9.23,9.23,9.23,Matches,SeFWtr182005
204,Joshua Kimmich,DF,de Germany,28,1995,5,5,480,5.3,0,2,2,0,0,0,0,0,0.4,0.4,1.4,1.8,14,39,52,0.0,0.37,0.37,0.0,0.37,0.08,0.27,0.35,0.08,0.35,Matches,JoDFde281995
205,Otar Kiteishvili,MF,ge Georgia,27,1996,2,2,130,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,OtMFge271996
206,Jakub Kiwior,DF,pl Poland,23,2000,3,3,270,3.0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.4,2,4,5,0.0,0.0,0.0,0.0,0.0,0.05,0.07,0.12,0.05,0.12,Matches,JaDFpl232000
207,László Kleinheisler,MF,hu Hungary,29,1994,2,0,51,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,LáMFhu291994
208,Giorgi Kochorashvili,MF,ge Georgia,24,1999,4,4,360,4.0,0,1,1,0,0,0,1,0,0.3,0.3,0.4,0.7,4,18,4,0.0,0.25,0.25,0.0,0.25,0.08,0.09,0.17,0.08,0.17,Matches,GiMFge241999
209,Orkun Kökçü,MF,tr Türkiye,23,2000,4,3,221,2.5,0,2,2,0,0,0,2,0,1.0,1.0,1.1,2.1,7,11,10,0.0,0.81,0.81,0.0,0.81,0.4,0.47,0.87,0.4,0.87,Matches,OrMFtr232000
210,Randal Kolo Muani,FW,fr France,25,1998,5,2,201,2.2,1,0,1,1,0,0,0,0,0.8,0.8,0.0,0.8,4,2,13,0.45,0.0,0.45,0.45,0.45,0.34,0.01,0.35,0.34,0.35,Matches,RaFWfr251998
211,Yukhym Konoplia,DF,ua Ukraine,24,1999,1,1,71,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,3,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,YuDFua241999
212,Ezri Konsa,DF,eng England,26,1997,3,1,93,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,EzDFen261997
213,Filip Kostić,DF,rs Serbia,31,1992,1,1,42,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,FiDFrs311992
214,Jules Koundé,DF,fr France,25,1998,6,6,570,6.3,0,0,0,0,0,0,0,0,0.2,0.2,0.9,1.0,14,36,41,0.0,0.0,0.0,0.0,0.0,0.03,0.15,0.17,0.03,0.17,Matches,JuDFfr251998
215,Mateo Kovačić,MF,hr Croatia,29,1994,3,3,223,2.5,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.6,12,11,4,0.0,0.0,0.0,0.0,0.0,0.21,0.06,0.26,0.21,0.26,Matches,MaMFhr291994
216,Matej Kovar,GK,cz Czechia,23,2000,1,0,36,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,MaGKcz232000
217,Andrej Kramarić,FW,hr Croatia,32,1991,3,3,243,2.7,1,0,1,1,0,0,0,0,0.7,0.7,0.2,0.9,5,7,32,0.37,0.0,0.37,0.37,0.37,0.28,0.07,0.35,0.28,0.35,Matches,AnFWhr321991
218,Ladislav Krejčí,DF,cz Czechia,24,1999,3,3,270,3.0,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.4,6,19,0,0.0,0.0,0.0,0.0,0.0,0.11,0.01,0.13,0.11,0.13,Matches,LaDFcz241999
219,Toni Kroos,MF,de Germany,34,1990,5,5,469,5.2,0,0,0,0,0,0,1,0,0.2,0.2,0.8,1.0,2,67,7,0.0,0.0,0.0,0.0,0.0,0.03,0.16,0.2,0.03,0.2,Matches,ToMFde341990
220,Jan Kuchta,FW,cz Czechia,27,1997,2,1,95,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,JaFWcz271997
221,Juraj Kucka,MF,sk Slovakia,36,1987,4,4,350,3.9,0,1,1,0,0,0,1,0,0.4,0.4,0.5,0.9,3,6,10,0.0,0.26,0.26,0.0,0.26,0.11,0.12,0.23,0.11,0.23,Matches,JuMFsk361987
222,Jasmin Kurtić,FW,si Slovenia,35,1989,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,JaFWsi351989
223,Khvicha Kvaratskhelia,FW,ge Georgia,22,2001,4,4,342,3.8,1,0,1,1,0,0,0,0,1.0,1.0,0.6,1.6,16,10,19,0.26,0.0,0.26,0.26,0.26,0.26,0.16,0.42,0.26,0.42,Matches,KhFWge222001
224,Nika Kvekveskiri,MF,ge Georgia,31,1992,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,NiMFge311992
225,Giorgi Kvilitaia,FW,ge Georgia,30,1993,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GiFWge301993
226,Saba Kvirkvelia,DF,ge Georgia,31,1992,3,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,SaDFge311992
227,Qazim Laçi,MF/FW,al Albania,28,1996,3,2,163,1.8,1,0,1,1,0,0,0,0,0.3,0.3,0.1,0.4,2,4,9,0.55,0.0,0.55,0.55,0.55,0.18,0.04,0.22,0.18,0.22,Matches,QaMFal281996
228,Konrad Laimer,MF/FW,at Austria,26,1997,4,3,270,3.0,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.6,7,17,10,0.0,0.0,0.0,0.0,0.0,0.18,0.01,0.18,0.18,0.18,Matches,KoMFat261997
229,Ádám Lang,DF,hu Hungary,31,1993,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ÁdDFhu311993
230,Aymeric Laporte,DF,es Spain,29,1994,6,6,525,5.8,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,14,46,1,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,Matches,AyDFes291994
231,Robin Le Normand,DF,es Spain,27,1996,6,5,442,4.9,0,0,0,0,0,0,2,0,0.3,0.3,0.0,0.4,3,19,1,0.0,0.0,0.0,0.0,0.0,0.07,0.01,0.08,0.07,0.08,Matches,RoDFes271996
232,Rafael Leão,FW,pt Portugal,24,1999,4,4,287,3.2,0,0,0,0,0,0,2,0,0.2,0.2,0.5,0.7,28,13,32,0.0,0.0,0.0,0.0,0.0,0.06,0.15,0.21,0.06,0.21,Matches,RaFWpt241999
233,Robert Lewandowski,FW,pl Poland,35,1988,2,1,121,1.3,1,0,1,0,1,1,1,0,1.0,0.2,0.1,0.2,0,2,5,0.74,0.0,0.74,0.0,0.0,0.71,0.05,0.76,0.12,0.17,Matches,RoFWpl351988
234,Philipp Lienhart,DF,at Austria,27,1996,3,3,214,2.4,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,2,8,0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches,PhDFat271996
235,Ondřej Lingr,MF/FW,cz Czechia,25,1998,3,0,83,0.9,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,1,2,6,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.51,0.51,0.51,Matches,OnMFcz251998
236,Dominik Livaković,GK,hr Croatia,29,1995,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,DoGKhr291995
237,Stanislav Lobotka,MF,sk Slovakia,29,1994,4,4,390,4.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,8,17,1,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.03,0.01,0.03,Matches,StMFsk291994
238,Saba Lobzhanidze,FW,ge Georgia,29,1994,1,0,9,0.1,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,0,2,0.0,0.0,0.0,0.0,0.0,1.82,0.0,1.82,1.82,1.82,Matches,SaFWge291994
239,Luka Lochoshvili,DF/MF,ge Georgia,25,1998,4,2,170,1.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,1,2,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,LuDFge251998
240,Fermin López,MF,es Spain,20,2003,1,0,29,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17,Matches,FeMFes202003
241,Romelu Lukaku,FW,be Belgium,30,1993,4,4,359,4.0,0,1,1,0,0,0,0,0,1.7,1.7,0.2,1.9,6,3,19,0.0,0.25,0.25,0.0,0.25,0.42,0.06,0.48,0.42,0.48,Matches,RoFWbe301993
242,Dodi Lukebakio,FW/DF,be Belgium,26,1997,3,1,65,0.7,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.4,3,1,13,0.0,0.0,0.0,0.0,0.0,0.33,0.19,0.52,0.33,0.52,Matches,DoFWbe261997
243,Saša Lukić,MF,rs Serbia,27,1996,3,3,209,2.3,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,5,5,7,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,SaMFrs271996
244,Andriy Lunin,GK,ua Ukraine,24,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,AnGKua241999
245,Mike Maignan,GK,fr France,28,1995,6,6,570,6.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,MiGKfr281995
246,Kobbie Mainoo,MF,eng England,18,2005,6,4,368,4.1,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,6,13,13,0.0,0.0,0.0,0.0,0.0,0.07,0.01,0.08,0.07,0.08,Matches,KoMFen182005
247,Lovro Majer,FW/MF,hr Croatia,26,1998,3,2,146,1.6,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,4,11,10,0.0,0.0,0.0,0.0,0.0,0.11,0.2,0.31,0.11,0.31,Matches,LoFWhr261998
248,Donyell Malen,FW,nl Netherlands,25,1999,4,2,190,2.1,2,0,2,2,0,0,1,0,1.9,1.9,0.2,2.1,12,7,24,0.95,0.0,0.95,0.95,0.95,0.89,0.11,1.0,0.89,1.0,Matches,DoFWnl251999
249,Ruslan Malinovskyi,MF,ua Ukraine,30,1993,3,0,35,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.3,1,4,0,0.0,0.0,0.0,0.0,0.0,0.19,0.71,0.9,0.19,0.9,Matches,RuMFua301993
250,Giorgi Mamardashvili,GK,ge Georgia,23,2000,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GiGKge232000
251,Dennis Man,MF,ro Romania,25,1998,4,3,266,3.0,0,2,2,0,0,0,0,0,0.3,0.3,1.0,1.3,5,5,19,0.0,0.68,0.68,0.0,0.68,0.11,0.32,0.43,0.11,0.43,Matches,DeMFro251998
252,Rey Manaj,FW,al Albania,26,1997,3,2,156,1.7,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,0,0,4,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.21,0.21,0.21,Matches,ReFWal261997
253,Gianluca Mancini,DF,it Italy,27,1996,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GiDFit271996
254,Orel Mangala,MF,be Belgium,25,1998,4,1,133,1.5,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,0,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.12,Matches,OrMFbe251998
255,Marius Marin,MF,ro Romania,25,1998,4,4,302,3.4,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,0,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches,MaMFro251998
256,Răzvan Marin,MF,ro Romania,27,1996,4,4,355,3.9,2,0,2,1,1,1,1,0,0.9,0.1,0.1,0.2,3,11,5,0.51,0.0,0.51,0.25,0.25,0.24,0.01,0.25,0.04,0.05,Matches,RăMFro271996
257,Ádám Martin,FW/DF,hu Hungary,29,1994,3,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.18,0.0,0.18,Matches,ÁdFWhu291994
258,Mykola Matviyenko,DF,ua Ukraine,27,1996,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,7,11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches,MyDFua271996
259,Kylian Mbappé,FW,fr France,25,1998,5,5,464,5.2,1,1,2,0,1,1,1,0,2.9,2.1,0.7,2.8,28,27,55,0.19,0.19,0.39,0.0,0.19,0.57,0.13,0.69,0.41,0.54,Matches,KyFWfr251998
260,John McGinn,MF/FW,sct Scotland,29,1994,3,3,230,2.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,4,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,JoMFsc291994
261,Callum McGregor,MF,sct Scotland,30,1993,3,3,246,2.7,0,1,1,0,0,0,0,0,0.1,0.1,0.1,0.3,0,5,3,0.0,0.37,0.37,0.0,0.37,0.05,0.05,0.1,0.05,0.1,Matches,CaMFsc301993
262,Scott McKenna,DF,sct Scotland,27,1996,3,1,134,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,3,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,ScDFsc271996
263,Kenny McLean,MF,sct Scotland,32,1992,3,0,44,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,KeMFsc321992
264,Scott McTominay,MF,sct Scotland,27,1996,3,3,270,3.0,1,0,1,1,0,0,2,0,0.3,0.3,0.1,0.4,2,4,4,0.33,0.0,0.33,0.33,0.33,0.1,0.04,0.14,0.1,0.14,Matches,ScMFsc271996
265,Anzor Mekvabishvili,MF,ge Georgia,22,2001,3,2,188,2.1,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,2,8,4,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches,AnMFge222001
266,Memphis,FW/MF,nl Netherlands,29,1994,6,6,457,5.1,1,1,2,1,0,0,0,0,2.0,2.0,1.2,3.1,6,13,30,0.2,0.2,0.39,0.2,0.39,0.39,0.23,0.62,0.39,0.62,Matches,MeFWnl291994
267,Nuno Mendes,DF,pt Portugal,21,2002,4,4,419,4.7,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,11,31,25,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06,Matches,NuDFpt212002
268,Mikel Merino,MF/FW,es Spain,27,1996,7,1,182,2.0,1,0,1,1,0,0,0,0,0.6,0.6,0.4,1.0,2,17,13,0.49,0.0,0.49,0.49,0.49,0.35,0.26,0.61,0.35,0.61,Matches,MiMFes271996
269,Valentin Mihaila,MF,ro Romania,23,2000,3,1,115,1.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,2,5,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,Matches,VaMFro232000
270,Srđan Mijailović,DF,rs Serbia,30,1993,1,1,72,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,SrDFrs301993
271,Georges Mikautadze,FW,ge Georgia,23,2000,4,4,345,3.8,3,1,4,1,2,2,0,0,2.3,0.7,0.5,1.2,4,7,16,0.78,0.26,1.04,0.26,0.52,0.59,0.13,0.71,0.18,0.3,Matches,GeFWge232000
272,Nikola Milenković,DF,rs Serbia,26,1997,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,NiDFrs261997
273,Sergej Milinković-Savić,MF,rs Serbia,28,1995,3,1,121,1.3,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,3,7,7,0.0,0.0,0.0,0.0,0.0,0.18,0.05,0.23,0.18,0.23,Matches,SeMFrs281995
274,Mario Mitaj,DF,al Albania,20,2003,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,6,4,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,MaDFal202003
275,Aleksandar Mitrović,FW,rs Serbia,29,1994,3,3,240,2.7,0,0,0,0,0,0,1,0,1.2,1.2,0.0,1.2,0,2,10,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.44,0.44,0.44,Matches,AlFWrs291994
276,Maximilian Mittelstädt,DF,de Germany,26,1997,4,3,304,3.4,0,1,1,0,0,0,2,0,0.1,0.1,0.4,0.6,8,10,39,0.0,0.3,0.3,0.0,0.3,0.04,0.14,0.18,0.04,0.18,Matches,MaDFde261997
277,Filip Mladenović,DF,rs Serbia,32,1991,3,1,111,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,2,9,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,FiDFrs321991
278,Jan Mlakar,MF,si Slovenia,25,1998,4,4,295,3.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4,6,5,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.04,0.04,0.04,Matches,JaMFsi251998
279,Jakub Moder,MF,pl Poland,24,1999,3,1,180,2.0,0,0,0,0,0,0,1,0,0.6,0.6,0.0,0.6,2,8,4,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.32,0.32,0.32,Matches,JaMFpl241999
280,Luka Modrić,MF,hr Croatia,38,1985,3,3,233,2.6,1,0,1,1,0,1,1,0,1.0,0.1,0.6,0.7,11,21,8,0.39,0.0,0.39,0.39,0.39,0.37,0.25,0.62,0.03,0.28,Matches,LuMFhr381985
281,Vasile Mogos,DF,ro Romania,31,1992,1,1,37,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,VaDFro311992
282,Álvaro Morata,FW,es Spain,31,1992,7,6,449,5.0,1,1,2,1,0,0,2,0,1.4,1.4,0.5,1.9,4,6,28,0.2,0.2,0.4,0.2,0.4,0.28,0.1,0.37,0.28,0.37,Matches,ÁlFWes311992
283,Lewis Morgan,DF,sct Scotland,27,1996,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,1.79,0.0,1.79,1.79,1.79,Matches,LeDFsc271996
284,Ernest Muçi,FW,al Albania,22,2001,2,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ErFWal222001
285,Mykhailo Mudryk,FW/MF,ua Ukraine,23,2001,2,2,174,1.9,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.9,11,7,16,0.0,0.0,0.0,0.0,0.0,0.23,0.22,0.44,0.23,0.44,Matches,MyFWua232001
286,Mert Müldür,DF/MF,tr Türkiye,24,1999,4,4,345,3.8,1,0,1,1,0,0,1,0,0.6,0.6,0.0,0.6,11,12,13,0.26,0.0,0.26,0.26,0.26,0.14,0.01,0.15,0.14,0.15,Matches,MeDFtr241999
287,Thomas Müller,MF/FW,de Germany,34,1989,2,0,58,0.6,0,1,1,0,0,0,0,0,0.4,0.4,0.3,0.7,2,3,8,0.0,1.55,1.55,0.0,1.55,1.19,0.99,2.17,1.19,2.17,Matches,ThMFde341989
288,Jamal Musiala,FW,de Germany,20,2003,5,5,419,4.7,3,0,3,3,0,0,0,0,1.0,1.0,0.2,1.3,28,22,34,0.64,0.0,0.64,0.64,0.64,0.24,0.05,0.29,0.24,0.29,Matches,JaFWde202003
289,Phillipp Mwene,DF,at Austria,30,1994,3,3,194,2.2,0,1,1,0,0,0,1,0,0.0,0.0,0.1,0.1,6,7,18,0.0,0.46,0.46,0.0,0.46,0.0,0.05,0.05,0.0,0.05,Matches,PhDFat301994
290,Vitaliy Mykolenko,DF,ua Ukraine,24,1999,1,1,57,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.18,0.0,0.18,Matches,ViDFua241999
291,Joakim Mæhle,DF/MF,dk Denmark,26,1997,4,3,283,3.1,0,0,0,0,0,0,2,0,0.1,0.1,0.4,0.5,12,10,21,0.0,0.0,0.0,0.0,0.0,0.04,0.12,0.16,0.04,0.16,Matches,JoDFdk261997
292,Nacho,DF,es Spain,34,1990,4,2,263,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,NaDFes341990
293,Ádám Nagy,MF,hu Hungary,28,1995,3,2,159,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,8,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,ÁdMFhu281995
294,Zsolt Nagy,DF,hu Hungary,30,1993,2,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ZsDFhu301993
