Rk,Player,Pos,Squad,Age,Born,PlayingTimeMP,PlayingTimeStarts,PlayingTimeMin,PlayingTime90s,PerformanceGls,PerformanceAst,PerformanceG+A,PerformanceG-PK,PerformancePK,PerformancePKatt,PerformanceCrdY,PerformanceCrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,ProgressionPrgC,ProgressionPrgP,ProgressionPrgR,Per90MinGls,Per90MinAst,Per90MinG+A,Per90MinG-PK,Per90MinG+A-PK,Per90Min_xG,Per90Min_xAG,Per90Min_xG+xAG,Per90Min_npxG,Per90Min_npxG+xAG,Matches,ID
295,Jesús Navas,DF,es Spain,38,1985,3,2,157,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,6,0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.12,Matches,JeDFes381985
296,Dan Ndoye,MF/DF,ch Switzerland,23,2000,5,5,407,4.5,1,0,1,1,0,0,1,0,1.6,1.6,0.1,1.7,20,9,31,0.22,0.0,0.22,0.22,0.22,0.34,0.03,0.37,0.34,0.37,Matches,DaMFch232000
297,Pedro Neto,DF/FW,pt Portugal,23,2000,3,1,120,1.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,16,5,19,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,PeDFpt232000
298,Manuel Neuer,GK,de Germany,37,1986,5,5,480,5.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,MaGKde371986
299,João Neves,MF,pt Portugal,19,2004,2,1,77,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,8,3,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches,JoMFpt192004
300,Rúben Neves,MF,pt Portugal,26,1997,4,0,125,1.4,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.1,3,12,6,0.0,0.0,0.0,0.0,0.0,0.05,0.07,0.12,0.05,0.12,Matches,RúMFpt261997
301,Florin Niță,GK,ro Romania,36,1987,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,FlGKro361987
302,Matheus Nunes,MF,pt Portugal,25,1998,2,0,18,0.2,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,2,1,1,0.0,0.0,0.0,0.0,0.0,1.41,0.12,1.54,1.41,1.54,Matches,MaMFpt251998
303,Christian Nørgaard,MF,dk Denmark,29,1994,3,0,38,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches,ChMFdk291994
304,Adam Obert,DF,sk Slovakia,21,2002,2,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,AdDFsk212002
305,Jan Oblak,GK,si Slovenia,31,1993,4,4,390,4.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,JaGKsi311993
306,Darius Olaru,MF,ro Romania,25,1998,2,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,DaMFro251998
307,Dani Olmo,MF/FW,es Spain,25,1998,6,3,432,4.8,3,2,5,3,0,0,1,0,1.7,1.7,1.3,3.0,21,21,32,0.62,0.42,1.04,0.62,1.04,0.38,0.29,0.68,0.38,0.68,Matches,DaMFes251998
308,Amadou Onana,MF,be Belgium,22,2001,4,4,360,4.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4,17,1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,AmMFbe222001
309,Loïs Openda,FW,be Belgium,23,2000,3,1,70,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches,LoFWbe232000
310,Willi Orban,DF,hu Hungary,31,1992,3,3,270,3.0,0,0,0,0,0,0,1,0,0.6,0.6,0.1,0.7,0,7,2,0.0,0.0,0.0,0.0,0.0,0.2,0.05,0.24,0.2,0.24,Matches,WiDFhu311992
311,Mikel Oyarzabal,FW,es Spain,26,1997,7,1,201,2.2,1,1,2,1,0,0,0,0,0.9,0.9,0.6,1.6,4,9,22,0.45,0.45,0.9,0.45,0.9,0.49,0.33,0.82,0.49,0.82,Matches,MiFWes261997
312,Salih Özcan,MF,tr Türkiye,26,1998,4,2,155,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,3,2,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,SaMFtr261998
313,João Palhinha,MF,pt Portugal,28,1995,4,4,299,3.3,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.2,0,23,2,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.07,0.05,0.07,Matches,JoMFpt281995
314,Cole Palmer,MF/FW,eng England,21,2002,5,0,149,1.7,1,1,2,1,0,0,0,0,0.2,0.2,0.1,0.3,6,16,17,0.6,0.6,1.21,0.6,1.21,0.17,0.14,0.31,0.17,0.31,Matches,CoMFen212002
315,Mario Pašalić,FW/MF,hr Croatia,28,1995,3,1,116,1.3,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,2,5,7,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.29,0.29,0.29,Matches,MaFWhr281995
316,Strahinja Pavlović,DF,rs Serbia,22,2001,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,8,13,4,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,StDFrs222001
317,Pedri,MF,es Spain,21,2002,4,4,186,2.1,0,1,1,0,0,0,0,0,1.1,1.1,0.8,1.9,6,10,16,0.0,0.48,0.48,0.0,0.48,0.53,0.38,0.92,0.53,0.92,Matches,PeMFes212002
318,Peter Pekarík,DF,sk Slovakia,37,1986,4,4,377,4.2,0,0,0,0,0,0,1,0,0.7,0.7,0.2,0.9,7,10,9,0.0,0.0,0.0,0.0,0.0,0.16,0.06,0.22,0.16,0.22,Matches,PeDFsk371986
319,Lorenzo Pellegrini,FW/MF,it Italy,27,1996,4,3,218,2.4,0,1,1,0,0,0,1,0,0.5,0.5,0.5,1.0,10,8,14,0.0,0.41,0.41,0.0,0.41,0.22,0.19,0.41,0.22,0.41,Matches,LoFWit271996
320,Patrick Pentz,GK,at Austria,27,1997,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,PaGKat271997
321,Pepe,DF,pt Portugal,40,1983,4,4,408,4.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,2,17,0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,Matches,PeDFpt401983
322,Danilo Pereira,DF,pt Portugal,32,1991,1,1,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,5,0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,Matches,DaDFpt321991
323,Ayoze Pérez,FW,es Spain,30,1993,1,0,13,0.1,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,2,1,3,0.0,0.0,0.0,0.0,0.0,2.01,0.0,2.01,2.01,2.01,Matches,AyFWes301993
324,Ivan Perišić,DF/FW,hr Croatia,34,1989,3,1,139,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.5,8,4,17,0.0,0.0,0.0,0.0,0.0,0.07,0.24,0.31,0.07,0.31,Matches,IvDFhr341989
325,Bruno Petković,FW,hr Croatia,29,1994,2,1,87,1.0,0,0,0,0,0,1,0,0,1.1,0.3,0.1,0.4,2,4,2,0.0,0.0,0.0,0.0,0.0,1.11,0.08,1.2,0.3,0.38,Matches,BrFWhr291994
326,Krzysztof Piątek,FW,pl Poland,28,1995,1,1,59,0.7,1,0,1,1,0,0,0,0,0.5,0.5,0.0,0.5,0,0,2,1.53,0.0,1.53,1.53,1.53,0.82,0.0,0.82,0.82,0.82,Matches,KrFWpl281995
327,Jordan Pickford,GK,eng England,29,1994,7,7,690,7.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,JoGKen291994
328,Jakub Piotrowski,MF,pl Poland,26,1997,2,1,58,0.6,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,2,1,2,0.0,0.0,0.0,0.0,0.0,0.25,0.35,0.6,0.25,0.6,Matches,JaMFpl261997
329,Marin Pongračić,DF,hr Croatia,26,1997,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,MaDFhr261997
330,Ryan Porteous,DF,sct Scotland,24,1999,1,1,43,0.5,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,RyDFsc241999
331,Stefan Posch,DF,at Austria,26,1997,4,4,360,4.0,0,1,1,0,0,0,1,0,0.3,0.3,1.8,2.1,6,18,28,0.0,0.25,0.25,0.0,0.25,0.07,0.45,0.53,0.07,0.53,Matches,StDFat261997
332,Yussuf Poulsen,FW/MF,dk Denmark,29,1994,4,0,57,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches,YuFWdk291994
333,Alexander Prass,DF,at Austria,22,2001,4,1,166,1.8,0,1,1,0,0,0,0,0,0.0,0.0,0.4,0.4,6,7,6,0.0,0.54,0.54,0.0,0.54,0.0,0.2,0.2,0.0,0.2,Matches,AlDFat222001
334,Lukáš Provod,MF,cz Czechia,27,1996,3,3,232,2.6,1,0,1,1,0,0,1,0,0.1,0.1,0.3,0.4,5,3,4,0.39,0.0,0.39,0.39,0.39,0.04,0.12,0.17,0.04,0.17,Matches,LuMFcz271996
335,George Pușcaș,FW,ro Romania,27,1996,2,0,40,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GeFWro271996
336,Leopold Querfeld,DF,at Austria,20,2003,1,0,27,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,LeDFat202003
337,Adrien Rabiot,MF,fr France,28,1995,5,5,371,4.1,0,0,0,0,0,0,2,0,0.3,0.3,0.4,0.7,10,28,19,0.0,0.0,0.0,0.0,0.0,0.07,0.1,0.17,0.07,0.17,Matches,AdMFfr281995
338,Bogdan Racovitan,DF,ro Romania,23,2000,2,0,57,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,BoDFro232000
339,Predrag Rajković,GK,rs Serbia,28,1995,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,PrGKrs281995
340,Anthony Ralston,DF,sct Scotland,25,1998,3,3,262,2.9,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,2,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,AnDFsc251998
341,Ylber Ramadani,MF,al Albania,27,1996,3,3,264,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,YlMFal271996
342,Gonçalo Ramos,FW,pt Portugal,22,2001,1,0,25,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.25,Matches,GoFWpt222001
343,Giacomo Raspadori,FW,it Italy,23,2000,2,1,83,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.4,1,9,5,0.0,0.0,0.0,0.0,0.0,0.09,0.4,0.49,0.09,0.49,Matches,GiFWit232000
344,Andrei Ratiu,DF,ro Romania,25,1998,4,4,359,4.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.2,3,8,7,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Matches,AnDFro251998
345,David Raum,DF,de Germany,25,1998,3,2,166,1.8,0,1,1,0,0,0,1,0,0.0,0.0,1.1,1.1,8,8,8,0.0,0.54,0.54,0.0,0.54,0.01,0.6,0.62,0.01,0.62,Matches,DaDFde251998
346,David Raya,GK,es Spain,28,1995,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,DaGKes281995
347,Tijjani Reijnders,MF,nl Netherlands,25,1998,6,6,496,5.5,0,0,0,0,0,0,0,0,0.7,0.7,0.6,1.2,19,32,13,0.0,0.0,0.0,0.0,0.0,0.12,0.11,0.23,0.12,0.23,Matches,TiMFnl251998
348,Mateo Retegui,FW,it Italy,24,1999,4,1,152,1.7,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,1,6,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.15,0.15,Matches,MaFWit241999
349,Declan Rice,MF,eng England,25,1999,7,7,690,7.7,0,1,1,0,0,0,0,0,0.4,0.4,0.1,0.5,5,39,14,0.0,0.13,0.13,0.0,0.13,0.05,0.02,0.07,0.05,0.07,Matches,DeMFen251999
350,Fabian Rieder,MF,ch Switzerland,21,2002,5,3,218,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,7,10,22,0.0,0.0,0.0,0.0,0.0,0.01,0.12,0.14,0.01,0.14,Matches,FaMFch212002
351,Andrew Robertson,DF,sct Scotland,29,1994,3,3,268,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,5,8,7,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.11,Matches,AnDFsc291994
352,Rodri,MF,es Spain,27,1996,6,6,520,5.8,1,0,1,1,0,0,3,0,0.3,0.3,0.3,0.7,16,40,10,0.17,0.0,0.17,0.17,0.17,0.06,0.06,0.12,0.06,0.12,Matches,RoMFes271996
353,Ricardo Rodríguez,DF,ch Switzerland,31,1992,5,5,480,5.3,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.2,13,17,13,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,Matches,RiDFch311992
354,Taras Romanchuk,MF,pl Poland,32,1991,1,1,54,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,TaMFpl321991
355,Cristiano Ronaldo,FW,pt Portugal,38,1985,5,5,485,5.4,0,1,1,0,0,1,1,0,3.6,2.8,1.2,4.1,3,5,33,0.0,0.19,0.19,0.0,0.19,0.76,0.26,1.03,0.6,0.86,Matches,CrFWpt381985
356,Antonio Rüdiger,DF,de Germany,30,1993,5,5,480,5.3,0,0,0,0,0,0,2,0,0.2,0.2,0.6,0.8,3,35,0,0.0,0.0,0.0,0.0,0.0,0.04,0.11,0.15,0.04,0.15,Matches,AnDFde301993
357,Fabián Ruiz Peña,MF,es Spain,27,1996,6,6,540,6.0,2,2,4,2,0,0,1,0,1.7,1.7,1.0,2.6,18,48,16,0.33,0.33,0.67,0.33,0.67,0.28,0.16,0.44,0.28,0.44,Matches,FaMFes271996
358,Adrian Rus,MF,ro Romania,27,1996,2,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,AdMFro271996
359,Marcel Sabitzer,FW/MF,at Austria,29,1994,4,4,360,4.0,1,0,1,1,0,0,0,0,0.9,0.9,0.8,1.6,8,12,37,0.25,0.0,0.25,0.25,0.25,0.22,0.19,0.41,0.22,0.41,Matches,MaFWat291994
360,Bukayo Saka,FW/DF,eng England,22,2001,7,7,632,7.0,1,0,1,1,0,0,1,0,0.4,0.4,0.4,0.7,31,25,85,0.14,0.0,0.14,0.14,0.14,0.06,0.06,0.12,0.06,0.12,Matches,BuFWen222001
361,Bartosz Salamon,DF,pl Poland,32,1991,1,1,85,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,BaDFpl321991
362,William Saliba,DF,fr France,22,2001,6,6,570,6.3,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,4,15,0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,WiDFfr222001
363,Roland Sallai,MF,hu Hungary,26,1997,3,3,266,3.0,0,1,1,0,0,0,0,0,0.6,0.6,1.0,1.6,12,5,23,0.0,0.34,0.34,0.0,0.34,0.21,0.34,0.55,0.21,0.55,Matches,RoMFhu261997
364,Lazar Samardzic,MF,rs Serbia,21,2002,2,1,54,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,2,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.13,0.13,Matches,LaMFrs212002
365,Leroy Sané,FW,de Germany,28,1996,5,2,208,2.3,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,5,7,23,0.0,0.0,0.0,0.0,0.0,0.18,0.04,0.23,0.18,0.23,Matches,LeFWde281996
366,Leo Sauer,FW,sk Slovakia,18,2005,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,LeFWsk182005
367,Gianluca Scamacca,FW,it Italy,25,1999,4,3,251,2.8,0,0,0,0,0,0,0,0,0.6,0.6,0.2,0.8,1,3,11,0.0,0.0,0.0,0.0,0.0,0.22,0.08,0.3,0.22,0.3,Matches,GiFWit251999
368,András Schäfer,MF,hu Hungary,24,1999,3,3,270,3.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,5,14,4,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,AnMFhu241999
369,Fabian Schär,DF,ch Switzerland,32,1991,5,5,480,5.3,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,4,12,7,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.07,0.05,0.07,Matches,FaDFch321991
370,Patrik Schick,FW,cz Czechia,28,1996,2,2,127,1.4,1,0,1,1,0,0,2,0,1.5,1.5,0.1,1.6,2,1,6,0.71,0.0,0.71,0.71,0.71,1.03,0.08,1.11,1.03,1.11,Matches,PaFWcz281996
371,Nico Schlotterbeck,DF,de Germany,24,1999,2,1,120,1.3,0,1,1,0,0,0,1,0,0.1,0.1,0.4,0.4,1,1,1,0.0,0.75,0.75,0.0,0.75,0.05,0.28,0.33,0.05,0.33,Matches,NiDFde241999
372,Kasper Schmeichel,GK,dk Denmark,37,1986,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,KaGKdk371986
373,Romano Schmid,FW/MF,at Austria,24,2000,4,2,145,1.6,1,0,1,1,0,0,1,0,0.1,0.1,0.7,0.8,3,5,11,0.62,0.0,0.62,0.62,0.62,0.08,0.42,0.5,0.08,0.5,Matches,RoFWat242000
374,Jerdy Schouten,MF,nl Netherlands,27,1997,6,6,500,5.6,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,7,39,11,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,Matches,JeMFnl271997
375,Ivan Schranz,FW,sk Slovakia,30,1993,4,4,331,3.7,3,0,3,3,0,0,1,0,1.0,1.0,0.3,1.3,5,6,16,0.82,0.0,0.82,0.82,0.82,0.28,0.07,0.35,0.28,0.35,Matches,IvFWsk301993
376,Taulant Seferi,FW,al Albania,27,1996,2,1,94,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,3,3,0.0,0.0,0.0,0.0,0.0,0.02,0.11,0.12,0.02,0.12,Matches,TaFWal271996
377,Nicolas Seiwald,MF,at Austria,22,2001,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.6,0.7,3,23,5,0.0,0.0,0.0,0.0,0.0,0.01,0.16,0.17,0.01,0.17,Matches,NiMFat222001
378,Nélson Semedo,DF,pt Portugal,30,1993,5,0,100,1.1,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,6,4,17,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.27,0.27,0.27,Matches,NéDFpt301993
379,Benjamin Šeško,FW,si Slovenia,20,2003,4,4,358,4.0,0,0,0,0,0,0,0,0,0.9,0.9,0.1,1.0,3,7,21,0.0,0.0,0.0,0.0,0.0,0.25,0.03,0.28,0.25,0.28,Matches,BeFWsi202003
380,Petr Ševčík,MF,cz Czechia,29,1994,2,0,22,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,3,1,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,Matches,PeMFcz291994
381,Stephan El Shaarawy,FW,it Italy,31,1992,1,1,45,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,StFWit311992
382,Lawrence Shankland,FW,sct Scotland,28,1995,3,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.14,Matches,LaFWsc281995
383,Mykola Shaparenko,MF,ua Ukraine,25,1998,3,3,220,2.4,1,1,2,1,0,0,0,0,0.2,0.2,0.2,0.5,8,18,5,0.41,0.41,0.82,0.41,0.82,0.09,0.1,0.19,0.09,0.19,Matches,MyMFua251998
384,Xherdan Shaqiri,MF/FW,ch Switzerland,32,1991,2,1,71,0.8,1,0,1,1,0,0,0,0,0.1,0.1,0.0,0.1,1,3,4,1.27,0.0,1.27,1.27,1.27,0.11,0.05,0.16,0.11,0.16,Matches,XhMFch321991
385,Luke Shaw,DF,eng England,28,1995,3,1,178,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,7,10,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches,LuDFen281995
386,Vincent Sierro,MF,ch Switzerland,28,1995,4,0,38,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,ViMFch281995
387,António Silva,DF,pt Portugal,20,2003,2,1,73,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,1,10,1,0.0,0.0,0.0,0.0,0.0,0.14,0.11,0.25,0.14,0.25,Matches,AnDFpt202003
388,Bernardo Silva,FW/MF,pt Portugal,29,1994,4,4,420,4.7,1,0,1,1,0,0,0,0,0.7,0.7,0.6,1.3,15,28,47,0.21,0.0,0.21,0.21,0.21,0.18,0.16,0.33,0.18,0.33,Matches,BeFWpt291994
389,Unai Simón,GK,es Spain,26,1997,6,6,570,6.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,UnGKes261997
390,Xavi Simons,MF/FW,nl Netherlands,20,2003,6,5,454,5.0,1,3,4,1,0,0,2,0,0.6,0.6,1.0,1.5,20,28,33,0.2,0.59,0.79,0.2,0.79,0.11,0.2,0.31,0.11,0.31,Matches,XaMFnl202003
391,Michał Skóraś,DF,pl Poland,23,2000,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,MiDFpl232000
392,Łukasz Skorupski,GK,pl Poland,32,1991,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ŁuGKpl321991
393,Andreas Skov Olsen,MF/FW,dk Denmark,24,1999,3,1,122,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,4,3,11,0.0,0.0,0.0,0.0,0.0,0.02,0.31,0.33,0.02,0.33,Matches,AnMFdk241999
