Rk,Player,Pos,Squad,Age,Born,PlayingTimeMP,PlayingTimeStarts,PlayingTimeMin,PlayingTime90s,PerformanceGls,PerformanceAst,PerformanceG+A,PerformanceG-PK,PerformancePK,PerformancePKatt,PerformanceCrdY,PerformanceCrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,ProgressionPrgC,ProgressionPrgP,ProgressionPrgR,Per90MinGls,Per90MinAst,Per90MinG+A,Per90MinG-PK,Per90MinG+A-PK,Per90Min_xG,Per90Min_xAG,Per90Min_xG+xAG,Per90Min_npxG,Per90Min_npxG+xAG,Matches,ID
394,Milan Škriniar,DF,sk Slovakia,28,1995,4,4,390,4.3,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,4,21,0,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09,Matches,MiDFsk281995
395,Bartosz Slisz,MF,pl Poland,24,1999,2,1,110,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,Matches,BaMFpl241999
396,Yann Sommer,GK,ch Switzerland,35,1988,5,5,480,5.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,YaGKch351988
397,Deian Sorescu,MF/DF,ro Romania,26,1997,2,0,34,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,DeMFro261997
398,Borna Sosa,DF,hr Croatia,26,1998,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,BoDFhr261998
399,Tomáš Souček,MF,cz Czechia,28,1995,3,3,270,3.0,1,0,1,1,0,0,2,0,0.6,0.6,1.0,1.5,0,11,4,0.33,0.0,0.33,0.33,0.33,0.19,0.32,0.51,0.19,0.51,Matches,ToMFcz281995
400,Andraž Šporar,FW,si Slovenia,29,1994,4,4,338,3.8,0,0,0,0,0,0,0,0,1.0,1.0,0.8,1.8,3,3,19,0.0,0.0,0.0,0.0,0.0,0.26,0.22,0.48,0.26,0.48,Matches,AnFWsi291994
401,Nicolae Stanciu,MF/FW,ro Romania,30,1993,4,4,353,3.9,1,0,1,1,0,0,1,0,0.2,0.2,0.3,0.5,2,10,3,0.25,0.0,0.25,0.25,0.25,0.05,0.07,0.12,0.05,0.12,Matches,NiMFro301993
402,Jindřich Staněk,GK,cz Czechia,27,1996,3,3,234,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,JiGKcz271996
403,Josip Stanišić,DF,hr Croatia,23,2000,2,2,180,2.0,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,3,8,9,0.0,0.0,0.0,0.0,0.0,0.09,0.02,0.11,0.09,0.11,Matches,JosDFhr232000
404,Renato Steffen,DF,ch Switzerland,32,1991,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ReDFch321991
405,Taras Stepanenko,MF,ua Ukraine,34,1989,2,1,82,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,5,3,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches,TaMFua341989
406,Leonidas Stergiou,DF,ch Switzerland,21,2002,3,0,48,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,LeDFch212002
407,Petar Stojanović,MF,si Slovenia,28,1995,4,4,316,3.5,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,7,11,9,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.06,0.01,0.06,Matches,PeMFsi281995
408,John Stones,DF,eng England,29,1994,7,7,690,7.7,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,21,1,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,JoDFen291994
409,Thomas Strakosha,GK,al Albania,28,1995,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ThGKal281995
410,Dávid Strelec,FW,sk Slovakia,22,2001,4,2,182,2.0,0,1,1,0,0,0,0,0,0.7,0.7,0.8,1.5,0,2,6,0.0,0.49,0.49,0.0,0.49,0.34,0.42,0.76,0.34,0.76,Matches,DáFWsk222001
411,Callum Styles,MF,hu Hungary,23,2000,1,1,60,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,CaMFhu232000
412,Luka Sučić,FW/MF,hr Croatia,21,2002,3,1,140,1.6,0,0,0,0,0,0,1,0,0.6,0.6,0.4,1.0,6,7,5,0.0,0.0,0.0,0.0,0.0,0.37,0.27,0.64,0.37,0.64,Matches,LuFWhr212002
413,Heorhiy Sudakov,MF,ua Ukraine,21,2002,3,3,262,2.9,0,0,0,0,0,0,0,0,0.5,0.5,0.2,0.7,6,15,11,0.0,0.0,0.0,0.0,0.0,0.17,0.06,0.23,0.17,0.23,Matches,HeMFua212002
414,Pavel Šulc,MF,cz Czechia,23,2000,1,1,78,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,0,2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,Matches,PaMFcz232000
415,Tomáš Suslov,FW/MF,sk Slovakia,21,2002,4,0,126,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,6,6,10,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.12,Matches,ToFWsk212002
416,Josip Šutalo,DF,hr Croatia,23,2000,3,3,270,3.0,0,0,0,0,0,0,0,0,0.6,0.6,0.0,0.6,1,10,0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2,Matches,JoDFhr232000
417,Oleksandr Svatok,DF,ua Ukraine,29,1994,1,1,80,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,OlDFua291994
418,Karol Świderski,FW,pl Poland,27,1997,3,0,90,1.0,0,0,0,0,0,0,1,0,0.3,0.3,0.6,0.9,0,0,6,0.0,0.0,0.0,0.0,0.0,0.29,0.61,0.9,0.29,0.9,Matches,KaFWpl271997
419,Serhiy Sydorchuk,MF,ua Ukraine,32,1991,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,SeMFua321991
420,Attila Szalai,DF,hu Hungary,26,1998,2,1,95,1.1,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,8,2,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches,AtDFhu261998
421,Wojciech Szczęsny,GK,pl Poland,33,1990,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,WoGKpl331990
422,Dominik Szoboszlai,MF,hu Hungary,23,2000,3,3,270,3.0,0,1,1,0,0,0,1,0,0.3,0.3,1.2,1.5,6,8,10,0.0,0.33,0.33,0.0,0.33,0.09,0.39,0.49,0.09,0.49,Matches,DoMFhu232000
423,Sebastian Szymański,MF,pl Poland,24,1999,2,2,112,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,3,8,3,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,Matches,SeMFpl241999
424,Dušan Tadić,MF,rs Serbia,35,1988,3,1,156,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.6,0.6,4,4,17,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.34,0.0,0.34,Matches,DuMFrs351988
425,Jonathan Tah,DF,de Germany,27,1996,4,4,319,3.5,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,0,15,1,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,Matches,JoDFde271996
426,Maksym Talovierov,MF,ua Ukraine,23,2000,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,MaMFua232000
427,Aurélien Tchouaméni,MF,fr France,24,2000,5,5,470,5.2,0,0,0,0,0,0,2,0,0.4,0.4,0.2,0.6,9,56,5,0.0,0.0,0.0,0.0,0.0,0.07,0.05,0.12,0.07,0.12,Matches,AuMFfr242000
428,Arthur Theate,DF,be Belgium,23,2000,3,3,256,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,5,9,4,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,Matches,ArDFbe232000
429,Marcus Thuram,FW,fr France,26,1997,4,3,260,2.9,0,0,0,0,0,0,0,0,0.7,0.7,0.1,0.7,7,6,18,0.0,0.0,0.0,0.0,0.0,0.27,0.03,0.29,0.27,0.29,Matches,MaFWfr261997
430,Youri Tielemans,MF,be Belgium,26,1997,3,2,148,1.6,1,0,1,1,0,0,1,0,0.1,0.1,0.0,0.1,3,15,1,0.61,0.0,0.61,0.61,0.61,0.07,0.01,0.08,0.07,0.08,Matches,YoMFbe261997
431,Kieran Tierney,DF,sct Scotland,26,1997,2,2,136,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,KiDFsc261997
432,Ivan Toney,FW/MF,eng England,27,1996,3,0,45,0.5,0,1,1,0,0,0,0,0,0.1,0.1,0.2,0.3,0,0,1,0.0,2.0,2.0,0.0,2.0,3.27,6.96,10.23,3.27,10.23,Matches,IvFWen271996
433,Ferrán Torres,FW/MF,es Spain,23,2000,5,1,155,1.7,1,0,1,1,0,0,1,0,0.6,0.6,0.1,0.8,4,2,15,0.58,0.0,0.58,0.58,0.58,0.45,0.09,0.54,0.45,0.54,Matches,FeFWes232000
434,Cenk Tosun,FW,tr Türkiye,32,1991,2,0,25,0.3,1,0,1,1,0,0,1,0,0.3,0.3,0.0,0.3,1,0,1,3.6,0.0,3.6,3.6,3.6,1.15,0.0,1.15,1.15,1.15,Matches,CeFWtr321991
435,Gernot Trauner,DF,at Austria,31,1992,2,1,90,1.0,1,0,1,1,0,0,0,0,0.1,0.1,0.0,0.1,0,8,0,1.0,0.0,1.0,1.0,1.0,0.08,0.0,0.08,0.08,0.08,Matches,GeDFat311992
436,Kieran Trippier,DF,eng England,33,1990,6,6,450,5.0,0,0,0,0,0,0,2,0,0.1,0.1,0.8,0.9,2,29,27,0.0,0.0,0.0,0.0,0.0,0.02,0.17,0.19,0.02,0.19,Matches,KiDFen331990
437,Leandro Trossard,FW,be Belgium,29,1994,3,2,169,1.9,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.4,5,5,8,0.0,0.0,0.0,0.0,0.0,0.13,0.06,0.19,0.13,0.19,Matches,LeFWbe291994
438,Anatolii Trubin,GK,ua Ukraine,22,2001,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,AnGKua222001
439,Heorhii Tsitaishvili,DF/MF,ge Georgia,23,2000,4,2,190,2.1,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,5,3,15,0.0,0.0,0.0,0.0,0.0,0.08,0.07,0.15,0.08,0.15,Matches,HeDFge232000
440,Viktor Tsyhankov,FW,ua Ukraine,26,1997,1,1,62,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,1,6,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.19,0.19,0.19,Matches,ViFWua261997
441,Ľubomír Tupta,MF,sk Slovakia,25,1998,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,ĽuMFsk251998
442,Oleksandr Tymchyk,DF,ua Ukraine,27,1997,3,2,199,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,7,11,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,OlDFua271997
443,Deniz Undav,MF,de Germany,27,1996,1,0,7,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,DeMFde271996
444,Dayot Upamecano,DF,fr France,25,1998,6,6,570,6.3,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.3,3,28,2,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06,Matches,DaDFfr251998
445,Kacper Urbanski,FW/MF,pl Poland,19,2004,3,2,148,1.6,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,3,4,0.0,0.0,0.0,0.0,0.0,0.08,0.03,0.11,0.08,0.11,Matches,KaFWpl192004
446,Virgil van Dijk,DF,nl Netherlands,32,1991,6,6,540,6.0,0,0,0,0,0,0,2,0,0.5,0.5,0.1,0.6,0,20,0,0.0,0.0,0.0,0.0,0.0,0.08,0.02,0.1,0.08,0.1,Matches,ViDFnl321991
447,Vladyslav Vanat,FW,ua Ukraine,22,2002,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,VlFWua222002
448,Barnabás Varga,FW,hu Hungary,30,1994,3,3,249,2.8,1,0,1,1,0,0,1,0,1.2,1.2,0.1,1.3,1,7,11,0.36,0.0,0.36,0.36,0.36,0.44,0.03,0.47,0.44,0.47,Matches,BaFWhu301994
449,Ruben Vargas,MF/FW,ch Switzerland,25,1998,5,4,306,3.4,1,1,2,1,0,0,0,0,0.7,0.7,1.1,1.8,13,12,21,0.29,0.29,0.59,0.29,0.59,0.2,0.32,0.53,0.2,0.53,Matches,RuMFch251998
450,Denis Vavro,DF,sk Slovakia,27,1996,4,4,390,4.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,15,2,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,DeDFsk271996
451,Joey Veerman,MF,nl Netherlands,25,1998,6,2,209,2.3,0,0,0,0,0,0,1,0,0.2,0.2,0.3,0.4,1,17,1,0.0,0.0,0.0,0.0,0.0,0.07,0.13,0.19,0.07,0.19,Matches,JoMFnl251998
452,Miloš Veljković,DF,rs Serbia,28,1995,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,27,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,MiDFrs281995
453,Micky van de Ven,DF,nl Netherlands,22,2001,4,0,70,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,MiDFnl222001
454,Benjamin Verbič,MF,si Slovenia,30,1993,3,0,74,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.2,2,1,3,0.0,0.0,0.0,0.0,0.0,0.05,0.27,0.31,0.05,0.31,Matches,BeMFsi301993
455,Bart Verbruggen,GK,nl Netherlands,21,2002,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,BaGKnl212002
456,Jan Vertonghen,DF,be Belgium,36,1987,3,3,270,3.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,3,1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,JaDFbe361987
457,Jannik Vestergaard,DF,dk Denmark,31,1992,4,4,360,4.0,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,1,15,2,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches,JaDFdk311992
458,Žan Vipotnik,FW,si Slovenia,21,2002,1,0,15,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ŽaFWsi212002
459,Vitinha,MF,pt Portugal,23,2000,4,4,358,4.0,0,0,0,0,0,0,0,0,0.6,0.6,0.1,0.8,7,28,9,0.0,0.0,0.0,0.0,0.0,0.16,0.03,0.19,0.16,0.19,Matches,ViMFpt232000
460,Daniel Vivian,DF,es Spain,24,1999,2,1,123,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,10,1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,DaDFes241999
461,Dušan Vlahović,MF/FW,rs Serbia,24,2000,3,2,177,2.0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,2,8,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,Matches,DuMFrs242000
462,Stefan de Vrij,DF,nl Netherlands,31,1992,6,6,540,6.0,1,0,1,1,0,0,0,0,0.3,0.3,0.0,0.3,2,26,2,0.17,0.0,0.17,0.17,0.17,0.05,0.0,0.05,0.05,0.05,Matches,StDFnl311992
463,Kyle Walker,DF,eng England,33,1990,7,7,690,7.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,14,50,24,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,KyDFen331990
464,Ollie Watkins,FW,eng England,28,1995,3,0,62,0.7,1,0,1,1,0,0,1,0,0.3,0.3,0.0,0.3,0,0,2,1.45,0.0,1.45,1.45,1.45,0.45,0.0,0.45,0.45,0.45,Matches,OlFWen281995
465,Wout Weghorst,FW,nl Netherlands,31,1992,6,0,138,1.5,1,1,2,1,0,0,1,0,0.6,0.6,0.3,0.9,0,0,8,0.65,0.65,1.3,0.65,1.3,0.42,0.17,0.6,0.42,0.6,Matches,WoFWnl311992
466,Andreas Weimann,FW,at Austria,32,1991,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,AnFWat321991
467,Silvan Widmer,DF,ch Switzerland,30,1993,4,3,299,3.3,0,0,0,0,0,0,3,0,0.3,0.3,0.0,0.3,2,3,15,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.11,0.1,0.11,Matches,SiDFch301993
468,Georginio Wijnaldum,MF,nl Netherlands,33,1990,3,0,73,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GeMFnl331990
469,Nico Williams,FW,es Spain,21,2002,6,6,492,5.5,2,1,3,2,0,0,0,0,1.0,1.0,1.6,2.6,31,21,67,0.37,0.18,0.55,0.37,0.55,0.18,0.3,0.47,0.18,0.47,Matches,NiFWes212002
470,Patrick Wimmer,FW/MF,at Austria,22,2001,3,1,138,1.5,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.2,5,4,10,0.0,0.0,0.0,0.0,0.0,0.11,0.04,0.15,0.11,0.15,Matches,PaFWat222001
471,Jonas Wind,FW,dk Denmark,24,1999,4,3,193,2.1,0,1,1,0,0,0,1,0,0.5,0.5,0.8,1.2,0,2,21,0.0,0.47,0.47,0.0,0.47,0.21,0.37,0.58,0.21,0.58,Matches,JoFWdk241999
472,Florian Wirtz,FW/MF,de Germany,20,2003,5,3,279,3.1,2,0,2,2,0,0,1,0,0.6,0.6,0.8,1.4,17,20,34,0.65,0.0,0.65,0.65,0.65,0.23,0.27,0.5,0.23,0.5,Matches,FlFWde202003
473,Maximilian Wöber,DF,at Austria,25,1998,3,2,175,1.9,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,2,7,2,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches,MaDFat251998
474,Granit Xhaka,MF,ch Switzerland,31,1992,5,5,480,5.3,0,0,0,0,0,0,1,0,0.2,0.2,0.4,0.6,8,36,7,0.0,0.0,0.0,0.0,0.0,0.04,0.07,0.11,0.04,0.11,Matches,GrMFch311992
475,Lamine Yamal,FW,es Spain,16,2007,7,6,503,5.6,1,4,5,1,0,0,1,0,1.8,1.8,2.7,4.5,31,23,44,0.18,0.72,0.89,0.18,0.89,0.33,0.48,0.81,0.33,0.81,Matches,LaFWes162007
476,Roman Yaremchuk,FW,ua Ukraine,28,1995,3,1,121,1.3,1,0,1,1,0,0,1,0,0.4,0.4,0.1,0.6,3,3,11,0.74,0.0,0.74,0.74,0.74,0.33,0.11,0.44,0.33,0.44,Matches,RoFWua281995
477,Andriy Yarmolenko,FW/MF,ua Ukraine,34,1989,3,1,104,1.2,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,4,6,11,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.42,0.42,0.42,Matches,AnFWua341989
478,Yusuf Yazıcı,MF/FW,tr Türkiye,27,1997,2,0,57,0.6,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,3,2,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.28,0.28,0.28,Matches,YuMFtr271997
479,Kenan Yıldız,FW/MF,tr Türkiye,18,2005,5,4,345,3.8,0,0,0,0,0,0,1,0,0.7,0.7,0.1,0.8,12,6,23,0.0,0.0,0.0,0.0,0.0,0.18,0.02,0.2,0.18,0.2,Matches,KeFWtr182005
480,Okay Yokuşlu,MF/DF,tr Türkiye,29,1994,3,0,55,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches,OkMFtr291994
481,İsmail Yüksek,MF,tr Türkiye,25,1999,3,2,152,1.7,0,1,1,0,0,0,2,0,0.1,0.1,0.1,0.2,2,4,2,0.0,0.59,0.59,0.0,0.59,0.04,0.09,0.12,0.04,0.12,Matches,İsMFtr251999
482,Illia Zabarnyi,DF,ua Ukraine,21,2002,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,IlDFua212002
483,Mattia Zaccagni,MF/FW,it Italy,28,1995,3,0,82,0.9,1,0,1,1,0,0,0,0,0.2,0.2,0.4,0.6,2,3,14,1.1,0.0,1.1,1.1,1.1,0.24,0.43,0.67,0.24,0.67,Matches,MaMFit281995
484,Denis Zakaria,MF,ch Switzerland,27,1996,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,DeMFch271996
485,Nicola Zalewski,DF,pl Poland,22,2002,3,3,247,2.7,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,11,14,9,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.09,0.04,0.09,Matches,NiDFpl222002
486,Piotr Zieliński,MF,pl Poland,29,1994,3,3,253,2.8,0,1,1,0,0,0,0,0,0.5,0.5,0.4,0.8,16,10,11,0.0,0.36,0.36,0.0,0.36,0.16,0.14,0.3,0.16,0.3,Matches,PiMFpl291994
487,Oleksandr Zinchenko,DF,ua Ukraine,27,1996,3,2,213,2.4,0,1,1,0,0,0,0,0,0.0,0.0,0.2,0.3,3,11,6,0.0,0.42,0.42,0.0,0.42,0.02,0.1,0.12,0.02,0.12,Matches,OlDFua271996
488,Joshua Zirkzee,FW/DF,nl Netherlands,22,2001,2,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,JoFWnl222001
489,Andrija Živković,DF,rs Serbia,27,1996,3,3,244,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.7,0.7,8,12,16,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.24,0.0,0.24,Matches,AnDFrs271996
490,Budu Zivzivadze,FW/MF,ge Georgia,29,1994,2,0,18,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.45,0.45,0.45,Matches,BuFWge291994
491,Steven Zuber,MF,ch Switzerland,32,1991,2,0,77,0.9,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,2,7,0.0,0.0,0.0,0.0,0.0,0.39,0.04,0.42,0.39,0.42,Matches,StMFch321991
492,Martín Zubimendi,MF,es Spain,24,1999,4,1,141,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,17,3,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,MaMFes241999
493,Oleksandr Zubkov,FW,ua Ukraine,27,1996,1,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,OlFWua271996
