home_team_encoded,away_team_encoded,referee_encoded,home_goals,away_goals,home_xg,away_xg,home_poss,home_team_form,away_team_form,home_avg_goals_10,home_avg_xg_10,away_avg_goals_10,away_avg_xg_10,home_avg_conceded_10,away_avg_conceded_10,h2h_stat,result
1,22,9,1,1,1.8,0.9,56,2.0,1.5,1.4,1.3199999999999998,1.5328947368421053,1.4846052631578948,1.6,1.5328947368421053,0.0,0
7,20,14,0,4,0.8,1.4,47,1.2,1.5,0.9,0.95,1.5328947368421053,1.4846052631578948,1.4,1.5328947368421053,0.0,-1
6,14,16,0,1,0.4,2.0,48,0.8,2.0,1.0,0.99,2.2,2.0900000000000003,0.9,1.0,0.0,-1
9,6,7,2,1,1.0,2.1,48,2.4,0.8,1.8,1.7,0.8,1.01,1.0,1.1,0.0,1
1,10,14,2,1,1.2,2.4,52,2.0,0.4,1.5,1.3699999999999999,1.5,1.48,1.6,2.1,0.0,1
15,14,24,2,1,1.7,0.6,30,3.0,1.4,1.6,1.56,1.7,1.83,0.6,0.9,0.0,1
4,12,6,3,0,1.9,1.0,61,1.8,1.8,2.1,1.45,1.4,1.7,1.6,1.3,0.0,1
22,21,23,1,0,0.9,1.1,58,1.4,1.5,0.9,1.0,1.5328947368421053,1.4846052631578948,1.5,1.5328947368421053,0.0,1
17,11,16,2,0,2.4,1.0,39,2.0,0.6,0.8,1.2399999999999998,1.1,1.17,1.2,0.9,0.0,1
8,19,10,1,2,1.4,1.2,52,0.2,0.6,0.7,0.9400000000000001,0.9,1.0699999999999998,1.7,1.7,1.0,-1
3,2,9,2,0,1.4,0.6,50,2.6,0.6,1.6,1.45,1.0,0.9099999999999999,1.1,2.1,0.0,1
16,9,19,1,0,2.2,1.1,62,2.2,2.4,1.6,1.61,1.6,1.6,0.2,0.9,0.0,1
6,7,17,1,0,1.5,0.7,61,1.4,0.6,0.7,1.0699999999999998,0.7,0.9100000000000001,1.1,1.4,1.0,1
20,0,4,0,2,1.6,1.8,51,1.4,2.6,1.7,1.4200000000000002,2.2,1.86,1.7,0.6,0.0,-1
7,15,19,1,1,0.5,2.1,40,0.8,1.5,0.8,0.9199999999999999,1.5328947368421053,1.4846052631578948,1.5,1.5328947368421053,0.0,0
14,20,23,4,2,2.3,0.8,58,2.0,1.5,1.7,1.8199999999999998,1.5328947368421053,1.4846052631578948,1.1,1.5328947368421053,0.0,1
12,6,14,0,0,1.4,1.6,48,1.4,1.0,1.3,1.6300000000000001,0.7,1.1400000000000001,1.3,1.1,0.0,0
21,8,24,2,0,2.2,0.5,33,0.8,0.2,0.8,1.3399999999999999,0.7,0.95,1.4,1.7,0.0,1
2,17,1,1,1,1.4,1.9,43,0.2,1.5,0.9,0.95,1.5328947368421053,1.4846052631578948,2.0,1.5328947368421053,0.0,0
11,4,26,2,2,0.9,1.7,37,0.2,1.5,1.3,1.16,1.5328947368421053,1.4846052631578948,1.1,1.5328947368421053,0.0,0
19,1,15,0,1,0.6,1.4,37,0.6,2.0,0.8,1.08,1.6,1.3299999999999998,1.7,1.4,-1.0,-1
7,16,4,0,0,0.3,1.2,40,1.0,1.5,0.6,0.8300000000000001,1.5328947368421053,1.4846052631578948,1.4,1.5328947368421053,0.0,0
14,22,7,3,0,2.8,0.8,55,2.0,1.5,2.0,2.0,1.5328947368421053,1.4846052631578948,1.0,1.5328947368421053,0.0,1
10,3,17,0,0,0.5,0.4,58,0.6,2.2,1.5,1.35,1.4,1.34,2.0,1.1,-1.0,0
0,15,2,3,2,3.1,0.4,57,2.6,1.5,2.2,1.9,1.5328947368421053,1.4846052631578948,0.6,1.5328947368421053,0.0,1
9,20,16,0,1,1.0,0.9,54,1.8,1.5,1.3,1.49,1.5328947368421053,1.4846052631578948,1.0,1.5328947368421053,0.0,-1
6,9,24,0,0,1.3,0.6,66,1.0,1.4,0.6,1.16,1.0,1.3699999999999999,1.0,0.8,-1.0,0
8,0,7,1,0,1.7,0.9,30,0.8,2.0,0.8,1.1,2.1,1.94,1.6,0.7,0.0,1
15,7,0,2,1,2.0,1.3,52,2.0,0.4,1.8,1.7,0.7,0.8699999999999999,1.0,1.3,0.0,1
4,2,4,1,0,2.2,1.1,71,2.0,0.2,2.4,1.48,0.9,0.96,1.6,2.0,0.0,1
1,11,6,2,4,1.7,2.6,62,2.0,0.8,1.8,1.38,1.5,1.3399999999999999,1.5,1.3,0.0,-1
3,19,5,3,0,2.0,0.7,49,2.6,0.6,1.7,1.41,0.7,1.05,1.1,2.0,0.0,1
22,12,16,3,0,2.0,1.8,41,1.4,0.8,1.0,1.0699999999999998,1.2,1.64,1.6,1.6,0.0,1
16,21,17,1,1,1.0,1.0,62,1.4,1.5,1.6,1.6,1.5328947368421053,1.4846052631578948,0.3,1.5328947368421053,0.0,0
17,10,19,1,0,0.4,0.9,30,2.2,0.6,1.0,1.31,1.5,1.31,1.2,1.9,0.0,1
20,14,1,1,0,1.4,1.3,36,1.8,1.8,1.8,1.2899999999999998,1.7,1.97,1.7,1.0,0.0,1
15,10,23,2,2,2.0,0.6,66,1.6,0.6,1.9,1.78,1.5,1.21,1.2,1.8,0.0,0
21,6,4,1,1,1.3,1.1,29,1.2,1.2,0.8,1.21,0.6,1.1300000000000001,1.5,0.7,0.0,0
0,3,17,1,1,1.6,2.0,69,1.6,2.2,2.1,2.0,1.8,1.52,0.7,0.8,1.0,0
9,17,1,2,0,1.5,0.7,50,1.4,1.5,1.2,1.33,1.5328947368421053,1.4846052631578948,0.8,1.5328947368421053,0.0,1
7,4,14,1,1,1.1,2.5,27,0.6,1.5,0.7,0.89,1.5328947368421053,1.4846052631578948,1.4,1.5328947368421053,0.0,0
11,20,15,4,1,1.7,1.3,49,1.4,1.5,1.5,1.42,1.5328947368421053,1.4846052631578948,1.4,1.5328947368421053,0.0,1
19,22,9,1,2,1.1,0.8,41,0.6,1.5,0.7,1.09,1.5328947368421053,1.4846052631578948,2.1,1.5328947368421053,0.0,-1
2,16,24,1,1,1.5,1.3,34,0.4,1.5,1.0,1.0699999999999998,1.5328947368421053,1.4846052631578948,1.9,1.5328947368421053,0.0,0
10,15,16,0,2,1.8,1.1,34,0.4,1.5,1.3,1.2100000000000002,1.5328947368421053,1.4846052631578948,1.9,1.5328947368421053,0.0,-1
14,1,19,3,1,3.3,0.3,67,1.8,1.4,1.9,2.2,1.5,1.1300000000000001,1.1,1.8,0.0,1
12,8,23,2,0,2.3,0.4,59,0.8,0.6,1.4,1.7100000000000002,0.5,1.0,1.5,1.8,0.0,1
0,14,2,1,3,1.6,1.8,63,1.4,2.4,1.7,1.9300000000000002,2.0,2.17,1.0,1.1,0.0,-1
1,0,23,2,4,0.5,3.2,33,1.2,1.4,1.7,1.1400000000000001,2.0,2.04,1.8,1.2,-1.0,-1
4,9,6,0,1,2.2,0.3,65,1.6,1.4,2.0,1.6600000000000001,1.2,1.26,1.4,0.6,0.0,-1
3,7,16,1,1,0.9,1.1,59,1.8,0.8,1.8,1.4700000000000002,0.6,0.9,0.8,1.4,0.0,0
6,19,7,0,1,1.6,0.6,62,1.2,1.2,0.6,1.26,0.8,1.02,0.7,2.0,-1.0,-1
22,2,15,0,1,1.3,1.1,68,1.8,1.0,1.1,1.0100000000000002,0.9,1.13,1.3,1.6,0.0,-1
17,14,8,1,1,0.9,2.4,27,1.6,2.0,1.0,1.2399999999999998,2.0,2.25,1.0,1.0,0.0,0
8,10,1,1,0,1.4,0.5,51,1.2,0.4,0.6,1.05,0.9,1.04,1.8,1.7,0.0,1
16,12,2,0,2,2.0,1.9,38,1.2,1.4,1.1,1.4700000000000002,1.5,1.73,0.5,1.3,0.0,-1
15,11,24,3,0,4.4,1.6,57,2.0,1.4,2.1,2.0300000000000002,1.5,1.51,0.8,1.6,0.0,1
20,21,14,2,0,1.5,0.5,57,1.8,1.5,1.7,1.25,1.5328947368421053,1.4846052631578948,1.7,1.5328947368421053,0.0,1
9,22,14,1,1,0.5,0.8,51,1.6,1.5,1.2,1.17,1.5328947368421053,1.4846052631578948,0.5,1.5328947368421053,0.0,0
21,17,9,4,0,2.7,0.4,49,1.6,1.5,1.1,1.39,1.5328947368421053,1.4846052631578948,1.4,1.5328947368421053,0.0,1
8,1,2,0,2,1.6,1.9,47,1.2,1.2,0.6,1.09,1.6,1.27,1.8,1.7,-1.0,-1
11,0,4,0,1,0.0,0.7,35,1.4,1.4,1.3,1.28,1.9,1.9,1.7,1.2,-1.0,-1
10,19,17,1,0,0.9,0.4,61,0.8,0.6,0.7,1.02,0.7,0.89,1.3,1.7,0.0,1
2,14,16,1,4,1.0,2.4,35,1.0,2.0,0.7,1.0799999999999998,2.1,2.06,1.6,1.0,-1.0,-1
7,12,6,0,0,0.7,0.9,37,0.8,1.6,0.6,0.85,1.3,1.7,1.3,1.2,0.0,0
20,6,24,2,0,0.8,0.4,41,2.4,0.6,1.5,1.15,0.6,1.27,1.4,0.8,0.0,1
0,8,14,4,0,2.4,1.2,73,2.0,1.2,2.0,1.9299999999999997,0.6,1.13,1.1,1.9,-1.0,1
12,22,16,2,0,2.6,0.8,57,2.0,1.5,1.2,1.77,1.5328947368421053,1.4846052631578948,1.1,1.5328947368421053,0.0,1
14,16,23,2,0,1.3,0.4,56,2.6,1.5,2.2,2.02,1.5328947368421053,1.4846052631578948,0.9,1.5328947368421053,0.0,1
0,2,3,3,2,2.1,1.3,79,2.4,0.8,1.9,1.85,0.6,0.97,1.1,1.9,1.0,1
4,21,24,4,0,3.5,0.3,65,1.6,1.5,2.1,1.86,1.5328947368421053,1.4846052631578948,1.2,1.5328947368421053,0.0,1
1,7,4,1,0,1.2,0.2,58,1.2,0.6,1.5,1.2399999999999998,0.6,0.8300000000000001,1.6,1.1,-1.0,1
6,10,14,1,0,1.5,1.0,57,1.0,0.8,0.5,1.24,0.6,1.06,0.8,1.1,-1.0,1
22,20,27,1,0,0.5,1.2,46,1.4,1.5,0.9,0.95,1.5328947368421053,1.4846052631578948,1.0,1.5328947368421053,0.0,1
19,11,19,1,0,1.4,1.9,35,1.2,1.2,0.7,0.9199999999999999,1.1,1.29,1.4,1.8,1.0,1
17,8,10,2,2,0.8,1.7,57,1.0,0.8,0.9,1.1,0.7,1.1300000000000001,1.4,1.9,0.0,0
12,15,1,7,0,2.8,0.8,59,2.6,1.5,1.6,1.78,1.5328947368421053,1.4846052631578948,1.0,1.5328947368421053,0.0,1
3,9,2,3,2,2.1,1.4,37,1.8,1.6,1.9,1.5299999999999998,1.1,1.06,0.8,0.8,-1.0,1
2,12,10,1,0,0.9,1.7,31,1.4,2.0,0.7,1.01,1.4,1.73,1.7,1.0,-1.0,1
20,17,4,3,1,2.0,1.5,55,1.8,1.5,1.6,1.29,1.5328947368421053,1.4846052631578948,1.2,1.5328947368421053,0.0,1
8,3,23,1,0,1.0,2.0,33,1.4,1.6,0.7,1.2200000000000002,1.7,1.6,1.8,0.8,0.0,1
11,6,0,1,3,2.4,1.6,48,0.6,1.4,1.2,1.48,0.7,1.31,1.8,0.8,-1.0,-1
10,4,16,2,2,0.9,2.7,38,0.8,1.5,0.8,1.11,1.5328947368421053,1.4846052631578948,1.3,1.5328947368421053,0.0,0
7,14,19,0,1,0.2,2.1,33,0.6,2.6,0.4,0.6900000000000001,2.2,2.03,1.2,0.9,-1.0,-1
15,19,2,0,0,0.8,1.0,47,1.6,1.4,1.7,1.7500000000000004,0.6,0.8300000000000001,1.5,1.1,0.0,0
9,0,7,0,3,0.8,2.3,45,1.4,3.0,0.9,0.99,2.2,1.97,1.0,1.1,-1.0,-1
21,1,3,1,1,2.1,1.5,41,1.0,1.4,1.1,1.3900000000000001,1.5,1.25,1.4,1.4,0.0,0
16,22,1,2,1,1.8,1.1,43,1.0,1.5,0.8,1.5,1.5328947368421053,1.4846052631578948,0.7,1.5328947368421053,0.0,1
4,7,17,1,0,0.6,1.1,57,1.6,0.4,2.0,2.0700000000000003,0.4,0.7200000000000001,1.1,0.9,0.0,1
19,3,15,0,2,0.5,1.9,66,1.4,1.6,0.5,0.8,1.7,1.59,1.1,0.6,-1.0,-1
17,16,16,1,2,0.4,2.4,39,0.4,1.5,1.0,1.08,1.5328947368421053,1.4846052631578948,1.5,1.5328947368421053,0.0,-1
1,2,19,3,0,3.5,1.3,56,2.0,1.2,1.6,1.5,0.7,1.0799999999999998,1.4,1.8,-1.0,1
3,11,5,1,1,0.6,1.3,53,1.6,0.2,1.6,1.49,1.2,1.51,0.7,1.7,0.0,0
22,10,15,2,4,2.7,1.6,65,0.8,1.4,1.1,1.1700000000000002,1.0,1.1099999999999999,1.4,1.3,0.0,-1
19,20,23,3,3,2.4,2.3,51,1.0,1.5,0.8,0.99,1.5328947368421053,1.4846052631578948,1.3,1.5328947368421053,0.0,0
6,8,6,2,2,2.3,1.2,68,1.4,1.0,0.9,1.5,0.8,1.21,0.9,1.6,1.0,0
0,7,24,4,1,1.6,0.8,62,3.0,0.2,2.4,1.95,0.5,0.7300000000000001,1.2,1.2,1.0,1
14,12,23,4,1,2.9,0.3,68,2.6,1.4,2.5,2.2600000000000002,1.4,1.67,0.8,1.1,-1.0,1
0,10,6,4,1,3.8,0.7,66,3.0,1.4,2.5,2.02,1.0,0.9400000000000001,1.1,1.5,1.0,1
4,3,14,3,3,4.2,1.6,72,1.6,1.6,2.1,2.37,1.6,1.49,1.0,0.9,0.0,0
7,11,27,2,1,2.3,0.2,52,0.6,0.2,0.6,0.9100000000000001,1.3,1.3599999999999999,1.2,1.8,0.0,1
2,9,17,2,1,2.6,0.8,43,1.2,0.8,0.9,1.28,0.9,0.9,1.6,1.2,0.0,1
17,22,3,1,1,1.3,0.5,29,0.4,1.5,1.0,1.0699999999999998,1.5328947368421053,1.4846052631578948,1.6,1.5328947368421053,0.0,0
6,1,1,0,2,2.1,0.9,69,1.4,2.6,0.8,1.5,1.7,1.41,0.9,1.3,1.0,-1
21,19,16,1,0,1.4,0.3,43,1.4,1.0,1.2,1.4,0.6,0.9,1.2,1.3,0.0,1
16,15,24,2,0,3.7,0.4,46,1.8,1.5,0.9,1.7,1.5328947368421053,1.4846052631578948,0.8,1.5328947368421053,0.0,1
8,20,7,1,1,0.9,1.4,39,1.2,1.5,0.8,1.16,1.5328947368421053,1.4846052631578948,1.5,1.5328947368421053,0.0,0
2,4,5,0,2,1.7,2.7,37,1.2,1.5,0.9,1.3900000000000001,1.5328947368421053,1.4846052631578948,1.6,1.5328947368421053,0.0,-1
11,1,8,1,2,0.5,1.0,36,0.2,2.6,1.4,1.31,1.7,1.3900000000000001,1.8,1.3,1.0,-1
10,17,19,2,1,1.8,0.8,61,1.4,1.5,1.2,1.07,1.5328947368421053,1.4846052631578948,1.6,1.5328947368421053,0.0,1
6,12,2,0,0,2.2,0.3,49,1.6,1.4,0.7,1.57,1.4,1.6,0.9,0.8,0.0,0
15,3,10,1,0,1.2,0.7,64,1.4,1.0,1.3,1.52,1.4,1.4200000000000002,1.6,1.0,0.0,1
21,16,4,1,5,1.0,3.3,42,1.4,1.5,1.1,1.3599999999999999,1.5328947368421053,1.4846052631578948,1.5,1.5328947368421053,0.0,-1
15,8,14,2,0,3.4,1.0,63,1.4,1.2,1.4,1.65,0.8,1.21,1.5,1.5,0.0,1
1,17,2,2,0,1.3,0.2,63,2.6,1.5,1.8,1.3800000000000001,1.5328947368421053,1.4846052631578948,1.3,1.5328947368421053,0.0,1
20,4,24,2,1,0.8,1.4,35,1.6,1.5,1.6,1.3599999999999999,1.5328947368421053,1.4846052631578948,1.1,1.5328947368421053,0.0,1
3,16,3,1,2,2.6,1.3,42,1.0,1.5,1.5,1.64,1.5328947368421053,1.4846052631578948,1.2,1.5328947368421053,0.0,-1
9,21,9,0,1,0.7,1.1,76,0.2,1.5,0.7,0.8699999999999999,1.5328947368421053,1.4846052631578948,1.2,1.5328947368421053,0.0,-1
22,6,17,1,0,0.6,1.1,38,1.4,1.0,1.2,1.11,0.7,1.52,1.2,1.0,0.0,1
11,2,7,0,1,0.6,1.9,51,0.2,1.8,1.2,1.28,0.9,1.44,1.7,1.5,-1.0,-1
19,14,19,1,4,0.4,2.9,27,0.4,3.0,0.7,0.8799999999999999,2.5,2.32,1.6,0.7,-1.0,-1
10,7,23,1,5,0.9,3.0,48,1.4,1.2,1.3,1.07,1.1,1.1800000000000002,2.0,1.3,-1.0,-1
12,0,16,2,2,3.9,1.4,59,1.0,2.6,1.6,1.85,2.7,2.0700000000000003,1.0,1.2,-1.0,0
1,16,10,3,0,1.9,0.5,52,3.0,1.5,1.9,1.4,1.5328947368421053,1.4846052631578948,0.9,1.5328947368421053,0.0,1
20,2,1,2,3,2.2,1.3,58,1.6,1.8,1.7,1.4899999999999998,1.2,1.46,1.4,1.6,0.0,-1
6,4,19,1,2,0.5,2.9,43,0.4,1.5,0.8,1.44,1.5328947368421053,1.4846052631578948,1.2,1.5328947368421053,0.0,-1
22,3,16,2,0,0.8,1.1,50,1.4,0.4,1.1,0.9900000000000002,1.2,1.55,1.2,1.4,0.0,1
8,9,2,1,3,1.4,1.8,46,1.0,0.6,0.8,1.1800000000000002,1.0,0.9400000000000001,1.8,1.2,0.0,-1
19,7,14,0,2,0.8,0.9,58,0.2,1.8,0.7,0.89,1.2,1.1400000000000001,1.5,1.1,-1.0,-1
14,11,6,3,1,1.6,2.3,70,3.0,0.2,2.5,2.2,0.9,1.2499999999999998,0.8,1.8,1.0,1
21,0,7,2,2,1.8,2.7,30,1.6,2.2,1.2,1.3199999999999998,2.8,2.18,1.6,1.3,0.0,0
17,15,23,0,2,0.7,3.5,32,0.2,1.5,0.7,0.77,1.5328947368421053,1.4846052631578948,2.1,1.5328947368421053,0.0,-1
10,12,4,1,6,1.4,2.7,27,1.2,1.0,1.2,1.15,2.2,1.94,2.4,0.8,1.0,-1
0,19,23,3,3,2.5,1.3,74,1.8,0.4,3.0,2.27,0.9,0.9099999999999999,1.3,1.6,0.0,0
9,10,17,2,1,1.7,0.8,50,1.2,0.6,1.2,1.01,1.3,1.05,1.2,2.4,1.0,1
12,17,14,3,2,2.8,0.9,80,1.6,1.5,2.3,1.9900000000000002,1.5328947368421053,1.4846052631578948,1.0,1.5328947368421053,0.0,1
3,1,15,1,1,2.7,1.5,44,0.4,2.6,1.2,1.6199999999999999,1.9,1.52,1.4,0.7,-1.0,0
7,8,10,0,0,0.5,0.4,56,2.0,0.6,1.1,1.08,0.8,1.1800000000000002,1.0,1.6,-1.0,0
11,22,1,2,1,2.4,0.9,42,0.6,1.5,0.7,1.3199999999999998,1.5328947368421053,1.4846052631578948,1.8,1.5328947368421053,0.0,1
16,20,7,6,1,3.7,1.0,56,2.4,1.5,2.0,2.04,1.5328947368421053,1.4846052631578948,1.3,1.5328947368421053,0.0,1
2,21,2,0,4,1.5,2.4,64,1.8,1.5,1.1,1.46,1.5328947368421053,1.4846052631578948,1.9,1.5328947368421053,0.0,-1
22,7,19,2,0,1.4,0.8,41,2.0,2.0,1.2,1.01,1.0,1.05,1.2,1.1,0.0,1
1,9,26,1,0,1.0,0.1,51,2.6,1.2,1.8,1.5699999999999998,1.2,0.96,0.3,1.3,-1.0,1
10,11,16,1,1,1.5,2.1,41,0.8,0.8,1.4,1.15,0.8,1.3699999999999999,2.4,1.6,-1.0,0
17,4,9,3,1,2.4,2.3,26,0.6,1.5,1.1,0.9400000000000001,1.5328947368421053,1.4846052631578948,2.2,1.5328947368421053,0.0,1
6,3,1,0,2,1.3,1.1,71,0.2,0.8,0.7,1.4600000000000002,1.3,1.64,1.3,1.3,0.0,-1
21,12,3,1,2,0.8,1.9,28,1.4,2.2,1.5,1.41,2.3,1.9899999999999998,1.6,1.1,0.0,-1
14,0,14,4,1,2.5,0.5,52,3.0,1.2,2.9,2.32,2.7,2.0,0.8,1.5,1.0,1
8,16,0,1,4,0.9,2.4,40,0.4,1.5,0.8,1.13,1.5328947368421053,1.4846052631578948,2.0,1.5328947368421053,0.0,-1
19,2,6,0,1,0.5,0.9,57,0.2,1.8,0.8,0.9,1.1,1.44,1.7,1.9,1.0,-1
20,15,2,2,2,2.5,2.0,40,1.0,1.5,1.8,1.5699999999999998,1.5328947368421053,1.4846052631578948,1.8,1.5328947368421053,0.0,0
7,21,4,4,3,2.1,1.7,59,2.0,1.5,1.4,1.19,1.5328947368421053,1.4846052631578948,1.4,1.5328947368421053,0.0,1
4,22,7,6,0,3.3,0.8,57,1.8,1.5,2.2,2.5799999999999996,1.5328947368421053,1.4846052631578948,1.2,1.5328947368421053,0.0,1
3,17,17,2,1,1.6,0.7,68,1.4,1.5,1.2,1.59,1.5328947368421053,1.4846052631578948,1.2,1.5328947368421053,0.0,1
15,1,9,1,0,1.2,0.6,57,2.6,2.0,1.3,1.8800000000000001,1.6,1.44,1.1,0.4,0.0,1
16,19,2,3,1,4.3,0.8,63,2.4,0.2,2.6,2.38,0.9,0.9400000000000001,1.2,1.9,0.0,1
9,14,23,1,2,0.2,2.5,38,1.2,3.0,1.1,0.8300000000000001,2.8,2.24,1.5,0.8,-1.0,-1
2,10,3,4,1,1.9,1.6,42,2.4,0.2,1.4,1.53,1.4,1.22,1.6,2.8,-1.0,1
12,20,16,4,3,2.2,2.0,67,2.6,1.5,2.7,2.12,1.5328947368421053,1.4846052631578948,1.4,1.5328947368421053,0.0,1
11,8,14,2,2,3.4,3.1,54,1.0,0.4,1.0,1.7100000000000002,1.0,1.28,1.7,2.0,1.0,0
0,6,19,3,1,1.7,0.8,55,1.2,0.2,2.9,2.1,0.8,1.3800000000000001,1.6,1.5,1.0,1
14,21,10,3,0,2.3,0.4,69,3.0,1.5,2.8,2.29,1.5328947368421053,1.4846052631578948,0.7,1.5328947368421053,0.0,1
12,9,24,1,0,1.8,0.9,57,3.0,1.2,2.6,2.04,1.0,0.89,1.4,1.6,0.0,1
4,15,0,1,0,2.3,1.4,59,1.8,1.5,2.3,2.59,1.5328947368421053,1.4846052631578948,1.1,1.5328947368421053,0.0,1
14,10,1,2,1,2.6,0.2,80,3.0,0.2,2.9,2.31,1.5,1.1400000000000001,0.7,2.9,1.0,1
20,7,6,1,0,0.9,0.4,56,0.8,1.4,1.8,1.6300000000000001,1.4,1.21,2.2,1.4,0.0,1
22,1,24,1,0,0.8,1.5,38,1.8,1.4,1.2,1.01,1.5,1.47,1.5,0.5,0.0,1
2,6,10,1,3,1.2,1.3,35,1.8,0.6,1.3,1.52,1.1,1.4700000000000002,1.6,1.4,-1.0,-1
12,3,2,1,0,2.2,0.2,54,3.0,1.4,2.0,1.9799999999999998,1.2,1.4100000000000001,1.4,1.2,-1.0,1
16,0,3,0,2,1.3,1.3,55,1.8,1.6,2.6,2.4699999999999998,2.7,1.9900000000000002,1.2,1.6,0.0,-1
21,15,17,1,0,1.3,1.2,35,1.2,1.5,1.5,1.4,1.5328947368421053,1.4846052631578948,1.7,1.5328947368421053,0.0,1
9,11,19,5,3,1.6,2.8,57,1.2,1.0,1.4,1.0,1.3,1.8,1.8,2.1,1.0,1
4,8,23,1,5,3.2,2.3,78,1.8,1.0,2.0,2.56,1.5,1.3900000000000001,1.6,1.7,0.0,-1
17,19,14,4,3,1.8,3.1,36,1.2,0.2,1.4,1.07,1.1,1.1099999999999999,2.1,2.3,0.0,1
10,16,23,2,2,2.0,2.3,36,0.4,1.5,1.5,1.25,1.5328947368421053,1.4846052631578948,2.9,1.5328947368421053,0.0,0
15,22,10,2,0,3.2,0.3,48,1.4,1.5,1.0,1.83,1.5328947368421053,1.4846052631578948,0.6,1.5328947368421053,0.0,1
1,20,17,2,1,1.2,1.4,48,1.4,1.5,1.6,1.44,1.5328947368421053,1.4846052631578948,0.5,1.5328947368421053,0.0,1
7,2,15,2,0,1.5,0.3,59,1.4,1.2,1.6,1.34,1.2,1.46,1.3,1.8,1.0,1
6,17,16,2,2,1.2,1.3,75,0.8,1.5,1.2,1.44,1.5328947368421053,1.4846052631578948,1.6,1.5328947368421053,0.0,0
19,9,26,0,2,0.4,1.4,36,0.2,1.2,1.1,1.05,1.4,1.0,2.5,1.5,-1.0,-1
3,21,14,2,0,3.4,0.2,53,2.0,1.5,1.2,1.56,1.5328947368421053,1.4846052631578948,1.2,1.5328947368421053,0.0,1
8,14,2,0,3,1.6,0.8,37,1.0,3.0,1.3,1.38,2.8,2.15,1.8,0.6,0.0,-1
0,4,1,0,3,0.9,1.7,41,1.4,1.5,2.4,1.8699999999999999,1.5328947368421053,1.4846052631578948,1.7,1.5328947368421053,0.0,-1
11,12,4,0,3,0.4,2.2,34,1.0,3.0,1.2,1.6,2.3,2.0300000000000002,2.1,1.3,-1.0,-1
16,4,19,4,1,3.6,0.5,35,2.0,1.5,2.8,2.64,1.5328947368421053,1.4846052631578948,1.3,1.5328947368421053,0.0,1
20,3,9,1,3,1.7,1.2,61,0.8,2.4,1.7,1.6199999999999999,1.4,1.6199999999999999,2.5,1.2,0.0,-1
12,1,10,1,1,0.7,1.3,66,2.6,1.4,2.3,2.07,1.4,1.22,1.0,0.6,1.0,0
9,7,11,2,2,1.7,1.6,49,1.4,1.4,1.6,1.09,1.8,1.3900000000000001,1.4,1.4,1.0,0
22,8,7,1,1,1.6,2.0,52,1.4,1.0,1.1,1.04,1.3,1.48,1.6,1.9,0.0,0
2,15,3,0,1,1.0,1.4,41,1.2,1.5,1.2,1.4300000000000002,1.5328947368421053,1.4846052631578948,1.6,1.5328947368421053,0.0,-1
17,0,2,1,0,0.6,0.6,19,2.0,1.2,1.5,1.07,2.1,1.7,1.8,1.8,0.0,1
21,10,17,3,1,2.1,0.9,59,1.2,0.4,1.6,1.28,1.2,1.18,1.9,3.0,0.0,1
4,19,16,3,1,2.5,0.6,63,1.8,0.0,2.1,2.2800000000000002,1.2,1.06,1.6,2.6,0.0,1
14,6,14,1,0,1.2,1.2,64,3.0,0.8,2.7,2.1399999999999997,0.9,1.4000000000000001,0.6,1.6,1.0,1
16,11,0,0,0,2.1,0.1,77,1.6,0.6,2.6,2.48,1.1,1.48,1.3,2.0,0.0,0
4,14,23,1,1,2.2,1.8,40,1.4,2.6,2.0,2.23,2.7,2.1100000000000003,1.7,0.7,0.0,0
15,6,24,4,1,5.2,1.9,42,1.8,0.8,1.5,2.37,0.8,1.3599999999999999,0.5,1.8,0.0,1
0,22,0,5,0,2.8,0.5,51,1.8,1.5,2.2,1.8199999999999998,1.5328947368421053,1.4846052631578948,1.7,1.5328947368421053,0.0,1
15,9,19,2,1,2.9,1.8,53,2.4,1.4,1.6,2.54,1.6,1.19,0.6,1.4,0.0,1
1,4,7,2,1,2.8,1.4,41,1.4,1.5,1.4,1.41,1.5328947368421053,1.4846052631578948,0.7,1.5328947368421053,0.0,1
3,14,10,1,0,1.3,1.6,35,2.4,2.0,1.2,1.5900000000000003,2.3,1.9799999999999998,0.9,0.7,1.0,1
7,17,26,1,1,1.4,0.5,66,1.6,1.5,1.8,1.45,1.5328947368421053,1.4846052631578948,1.1,1.5328947368421053,0.0,0
6,16,9,1,1,2.2,1.7,64,1.0,1.5,0.9,1.37,1.5328947368421053,1.4846052631578948,1.7,1.5328947368421053,0.0,0
